A
1100 Generated by WorldEditor 1.7.21r1

1    137 1 0 ESSA Stockholm Arlanda
1302 city Stockholm
111  59.64270454  017.93122462
111  59.64270454  017.93052964
111  59.64259676  017.93052964
113  59.64259676  017.93014329
110 2 0.00 0.0000 Concrete Terminal4
111  59.64861834  017.92473129
111  59.64842964  017.92409083
111  59.64838553  017.92412062
111  59.64780419  017.92400455
111  59.64774956  017.92389623
111  59.64739318  017.92448253
111  59.64723679  017.92590787
111  59.64719334  017.92588902
111  59.64713924  017.92638906
111  59.64719100  017.92642216
111  59.64713156  017.92689736
111  59.64652179  017.92789443
111  59.64663305  017.92817800
111  59.64730259  017.92709827
111  59.64754309  017.92485914
111  59.64768608  017.92461550
111  59.64767810  017.92451892
111  59.64779835  017.92434979
111  59.64826726  017.92448291
111  59.64837407  017.92484410
111  59.64819518  017.92668381
111  59.64836220  017.92752104
111  59.64866620  017.92836477
111  59.64884302  017.92809221
111  59.64858615  017.92739315
113  59.64843448  017.92665480
110 2 0.00 0.0000 Concrete
111  59.63988119  017.92165731
111  59.63986446  017.92183932
111  59.64040416  017.92205290
111  59.64043717  017.92190225
111  59.64088885  017.92205500
111  59.64092744  017.92195212
111  59.64133223  017.92208751
111  59.64136568  017.92176486
111  59.64198875  017.92189723
111  59.64209330  017.92155803
113  59.64016136  017.92088791
110 2 0.00 0.0000 Concrete
111  59.64165021  017.91982838
111  59.64157418  017.92057368
111  59.64326759  017.92117539
113  59.64337127  017.92051898
110 2 0.00 0.0000 Concrete
111  59.65189788  017.92629561
111  59.65193193  017.92627338
111  59.65187984  017.92593291
111  59.65184371  017.92594958
111  59.65176791  017.92548913
111  59.65168327  017.92556373
111  59.65119023  017.92500107
111  59.65116497  017.92506218
111  59.65113294  017.92501064
111  59.65054201  017.92524405
111  59.65045132  017.92504809
111  59.65004541  017.92611569
111  59.65009929  017.92620589
111  59.65032532  017.92631032
111  59.65029463  017.92660242
111  59.65024693  017.92659566
111  59.65020762  017.92702347
111  59.65025513  017.92703222
111  59.65021202  017.92746757
111  59.65017152  017.92745685
111  59.65013141  017.92790491
111  59.65017171  017.92791167
111  59.65014584  017.92820494
111  59.65010314  017.92819619
111  59.65005902  017.92866053
111  59.65010072  017.92867165
111  59.65008168  017.92891254
111  59.65031350  017.92888553
111  59.65056255  017.92620933
111  59.65044646  017.92602343
111  59.65061581  017.92549688
111  59.65067672  017.92565306
111  59.65110554  017.92545949
111  59.65145113  017.92594025
111  59.65153926  017.92584213
111  59.65168384  017.92673691
111  59.65146460  017.92672813
111  59.65122240  017.92935906
111  59.65141970  017.92963687
111  59.65159574  017.92775085
111  59.65163964  017.92777012
111  59.65173091  017.92676656
113  59.65196877  017.92680545
110 2 0.00 0.0000 Concrete
111  59.65392112  017.93170517
111  59.65395477  017.93176490
111  59.65403809  017.93157950
111  59.65400827  017.93152648
111  59.65415703  017.93120370
111  59.65407089  017.93113863
111  59.65408183  017.92992430
111  59.65367894  017.92903737
111  59.65372004  017.92886077
111  59.65350065  017.92880836
111  59.65352588  017.92870136
111  59.65325453  017.92865737
111  59.65324553  017.92876012
111  59.65304044  017.92872583
111  59.65310505  017.92921243
111  59.65171694  017.93015914
111  59.65192004  017.93046115
111  59.65316133  017.92959812
111  59.65312811  017.92941063
111  59.65325704  017.92945041
111  59.65327967  017.92920310
111  59.65360666  017.92927120
111  59.65356415  017.92945250
111  59.65385989  017.93010997
111  59.65385034  017.93093327
111  59.65392524  017.93101645
111  59.65358939  017.93173023
111  59.65348421  017.93135663
111  59.65244912  017.93209140
111  59.65244126  017.93256891
111  59.65358910  017.93176434
113  59.65369602  017.93218746
110 2 0.00 0.0000 New Taxiway 34
111  59.64404645  017.92195503
111  59.64404476  017.92213431
111  59.64408456  017.92213766
111  59.64408479  017.92212055
111  59.64408579  017.92204852
111  59.64408670  017.92198222
113  59.64408710  017.92195335
110 2 0.00 0.0000 New Taxiway 33
111  59.64250142  017.92171538
111  59.64252176  017.92171637
111  59.64252599  017.92153258
111  59.64250582  017.92153037
111  59.64250546  017.92154743
111  59.64250355  017.92162676
113  59.64250177  017.92170077
110 2 0.25 0.0000 New Taxiway 1
111  59.64593843  017.94993634
111  59.64551512  017.95045874
111  59.64560555  017.95076049
113  59.64602885  017.95024258
110 2 0.25 0.0000 New Taxiway 6
111  59.63733976  017.91556188
111  59.63702597  017.91628838
111  59.63740723  017.91694093
111  59.63754617  017.91717203
111  59.63780061  017.91727197
111  59.63833616  017.91746133
113  59.63849790  017.91751952
110 2 0.25 0.0000 New Taxiway 3
111  59.65666511  017.93207929
111  59.65640578  017.93220428
112  59.65640578  017.93220428  59.65627326  017.93222919
112  59.65613229  017.93190425  59.65605631  017.93153475
111  59.65613229  017.93190425
111  59.65620680  017.93243069
111  59.65631282  017.93238872
111  59.65637038  017.93280244
111  59.65644611  017.93276646
111  59.65643096  017.93261057
111  59.65651275  017.93257459
111  59.65659150  017.93314420
111  59.65664603  017.93312621
112  59.65667026  017.93337205  59.65667026  017.93338404
111  59.65713202  017.93442807
112  59.65713202  017.93442807  59.65708650  017.93427643
112  59.65707088  017.93377977  59.65707694  017.93373180
111  59.65707088  017.93377977
113  59.65716707  017.93308573
110 2 0.25 0.0000 New Taxiway 2
111  59.64552254  017.94929792
111  59.64524225  017.94964457
111  59.64528896  017.94978323
113  59.64556925  017.94943238
110 2 0.25 0.0000 New Taxiway 1
111  59.64640905  017.95082182
111  59.64584692  017.95151986
111  59.64612169  017.95239804
113  59.64668609  017.95169549
110 2 0.00 0.0000 New Taxiway 29
111  59.64459617  017.92265865
111  59.64461786  017.92284595
111  59.64482111  017.92274968
113  59.64479648  017.92256237
110 2 0.00 0.0000 New Taxiway 29
111  59.64516128  017.92303353
111  59.64518796  017.92321973
111  59.64533178  017.92314334
113  59.64530510  017.92295714
110 2 0.00 0.0000 New Taxiway 29
111  59.64508114  017.92402867
111  59.64508732  017.92422182
111  59.64523604  017.92420733
113  59.64522987  017.92401418
110 2 0.00 0.0000 New Taxiway 29
111  59.64491406  017.92506109
111  59.64490868  017.92525433
111  59.64505723  017.92527465
113  59.64506261  017.92508141
110 1 0.00 0.0000 New Taxiway 29
111  59.64587016  017.92580591
111  59.64578516  017.92590162
111  59.64585697  017.92615974
113  59.64594198  017.92606403
110 2 0.00 0.0000 New Taxiway 29
111  59.64598742  017.92498515
111  59.64590241  017.92508086
111  59.64597423  017.92533898
113  59.64605923  017.92524327
110 2 0.00 0.0000 New Taxiway 29
111  59.64608122  017.92407158
111  59.64599621  017.92416729
111  59.64606803  017.92442541
113  59.64615304  017.92432970
110 2 0.00 0.0000 New Taxiway 29
111  59.64618088  017.92316670
111  59.64609588  017.92326241
111  59.64616769  017.92352053
113  59.64625270  017.92342482
110 1 0.00 0.0000 New Taxiway 13
111  59.65634112  017.94833719 20
111  59.65670478  017.94894315
112  59.65670478  017.94894315  59.65672265  017.94897262 20
112  59.65684000  017.94908099  59.65686383  017.94909573
111  59.65684000  017.94908099
111  59.65681211  017.94886252 20
112  59.65666756  017.94868967  59.65665118  017.94866314
111  59.65666756  017.94868967 20
113  59.65638877  017.94822814
110 1 0.22 0.0000 New Taxiway 1
111  59.63737825  017.91785017
112  59.63737825  017.91785017  59.63734625  017.91784226 20
112  59.63723931  017.91771023  59.63721398  017.91765748
111  59.63723931  017.91771023 20
111  59.63679932  017.91688991
111  59.63675132  017.91699541 20
111  59.63718865  017.91780782
112  59.63718865  017.91780782  59.63720998  017.91786058 20
112  59.63736590  017.91799203  59.63740590  017.91799994
113  59.63736590  017.91799203
110 1 0.20 0.0000 Apron & Taxiways
112  59.63962777  017.93383878  59.63963289  017.93412034
112  59.63990689  017.93554934  59.64003754  017.93606957
111  59.63990689  017.93554934
111  59.64351058  017.94686459
112  59.64351058  017.94686459  59.64421755  017.94921675
112  59.64172975  017.95180710  59.63980756  017.95137402
111  59.64172975  017.95180710
111  59.62751085  017.94665660
112  59.62751085  017.94665660  59.62726324  017.94661590
112  59.62656458  017.94788989  59.62644087  017.94885527
111  59.62656458  017.94788989
111  59.62635955  017.95013205
111  59.62591727  017.94999380
111  59.62581689  017.95113493
111  59.62634644  017.95133324
111  59.62643739  017.95034969
111  59.62729708  017.95066184
112  59.62729708  017.95066184  59.62680759  017.95020826
112  59.62714354  017.94947868  59.62746180  017.94896304
111  59.62714354  017.94947868
112  59.62714354  017.94947868  59.62727177  017.94927759
112  59.62820766  017.94847087  59.62841509  017.94831553
111  59.62820766  017.94847087
112  59.62820766  017.94847087  59.62823017  017.94863496
112  59.62829776  017.94906011  59.62834627  017.94933504
111  59.62829776  017.94906011
112  59.62829776  017.94906011  59.62847371  017.94950872
111  59.62933430  017.95088739
112  59.62933430  017.95088739  59.62944391  017.95103052
112  59.62927739  017.95138337  59.62899658  017.95155006
111  59.62927739  017.95138337
111  59.63205396  017.95239741
112  59.63205396  017.95239741  59.63034020  017.95149974
112  59.62895249  017.94912153  59.62851010  017.94825265
111  59.62895249  017.94912153
112  59.62895249  017.94912153  59.62869673  017.94850596
112  59.62971262  017.94825418  59.63092788  017.94868282
111  59.62971262  017.94825418
111  59.63229865  017.94917371
112  59.63229865  017.94917371  59.63223045  017.94944643
112  59.63243014  017.95088982  59.63279298  017.95161799
111  59.63243014  017.95088982
111  59.63348919  017.95262888
111  59.63343258  017.95288776
111  59.63577855  017.95373444
112  59.63577855  017.95373444  59.63447637  017.95300948
112  59.63288710  017.95053405  59.63214277  017.94921991
111  59.63288710  017.95053405
112  59.63288710  017.95053405  59.63250038  017.94970198
112  59.63354254  017.94960991  59.63444873  017.94975393
111  59.63354254  017.94960991
111  59.63765928  017.95115029
112  59.63765928  017.95115029  59.63716445  017.95312791
112  59.63568686  017.95350298  59.63525517  017.95363297
111  59.63568686  017.95350298
111  59.63588065  017.95357251
112  59.63588065  017.95357251  59.63620163  017.95353944
112  59.63770124  017.95130196  59.63813105  017.94955206
111  59.63770124  017.95130196
111  59.63744420  017.95414713
111  59.63750988  017.95417290
111  59.63775468  017.95160747
112  59.63775468  017.95160747  59.63785644  017.95293548
112  59.63889733  017.95468017  59.63944900  017.95526224
111  59.63889733  017.95468017
111  59.63912933  017.95476057
112  59.63912933  017.95476057  59.63889863  017.95451584
112  59.63782295  017.95120687  59.63788475  017.94918061
111  59.63782295  017.95120687
111  59.64335280  017.95320215
112  59.64335280  017.95320215  59.64358883  017.95326620
112  59.64330227  017.95346557  59.64319846  017.95352162
111  59.64330227  017.95346557
112  59.64138315  017.95468595  59.64117217  017.95477630
111  59.64138315  017.95468595
112  59.64138315  017.95468595  59.64073920  017.95495915
112  59.63921423  017.95500644  59.63841186  017.95494390
111  59.63921423  017.95500644
111  59.64158339  017.95584313
112  59.64158339  017.95584313  59.64137946  017.95564519
112  59.64164550  017.95542921  59.64186810  017.95530972
111  59.64164550  017.95542921
111  59.64341797  017.95419366
112  59.64341797  017.95419366  59.64371996  017.95396838
112  59.64482817  017.95372992  59.64541183  017.95387770
111  59.64482817  017.95372992
111  59.64615040  017.95422549
112  59.64615040  017.95422549  59.64711709  017.95475875
112  59.64606302  017.95572041  59.64555332  017.95600617
112  59.64309133  017.95640430  59.64149583  017.95610792
111  59.64309133  017.95640430
111  59.64557699  017.95729184
112  59.64557699  017.95729184  59.64546978  017.95689897
112  59.64575257  017.95678406  59.64597770  017.95664301
112  59.64810171  017.95521383  59.64835824  017.95511441
112  59.64836774  017.95565603  59.64840591  017.95604078
111  59.64836774  017.95565603
112  59.64836774  017.95565603  59.64837434  017.95684899
112  59.64747570  017.95799472  59.64674570  017.95810780
111  59.64747570  017.95799472
111  59.64850285  017.95835268
111  59.64841048  017.95933606
111  59.64895825  017.95951404
111  59.64924970  017.95929359
111  59.64931289  017.95885282
111  59.64916935  017.95869956
112  59.64916935  017.95869956  59.64923372  017.95860824
112  59.64948929  017.95793247  59.64966436  017.95733655
112  59.65019102  017.95562501  59.65077067  017.95515834
111  59.65019102  017.95562501
111  59.65741991  017.95184257
112  59.65741991  017.95184257  59.65756180  017.95178298
112  59.65766221  017.95215543  59.65771823  017.95249317
111  59.65766221  017.95215543
111  59.65780450  017.95327681
112  59.65780450  017.95327681  59.65786078  017.95379881
112  59.65772959  017.95385473  59.65757283  017.95393081
111  59.65772959  017.95385473
111  59.65742939  017.95399720
111  59.65726054  017.95264890
111  59.65578490  017.95336847
111  59.65609537  017.95578601
111  59.65649877  017.95559172
111  59.65661342  017.95648362
111  59.65767559  017.95596497
111  59.65754251  017.95492546
112  59.65754251  017.95492546  59.65750829  017.95465224
112  59.65762708  017.95459347  59.65771226  017.95453801
111  59.65762708  017.95459347
111  59.65823090  017.95430843
112  59.65823090  017.95430843  59.65839459  017.95425878
112  59.65872991  017.95467146  59.65878706  017.95507513
111  59.65872991  017.95467146
111  59.65900984  017.95688798
111  59.65863118  017.95707772
111  59.65840319  017.95525082
112  59.65840319  017.95525082  59.65838427  017.95517589
111  59.65829424  017.95488390
112  59.65829424  017.95488390  59.65825639  017.95473405
112  59.65812189  017.95470790  59.65804618  017.95471726
111  59.65812189  017.95470790
111  59.65782544  017.95483902
112  59.65802672  017.95646807  59.65802106  017.95651664
112  59.65797121  017.95662646  59.65796495  017.95670177
111  59.65797121  017.95662646
111  59.65805130  017.95722588
112  59.65805130  017.95722588  59.65792404  017.95738961
112  59.65768481  017.95718624  59.65757862  017.95714329
111  59.65768481  017.95718624
112  59.65768481  017.95718624  59.65763229  017.95719980
111  59.65741007  017.95734072
111  59.65754202  017.95839531 3
112  59.65775457  017.95999439  59.65776309  017.96002571
111  59.65775457  017.95999439
112  59.65775457  017.95999439  59.65777161  017.96005703 3
112  59.65789770  017.96038689  59.65792692  017.96052183 3
111  59.65847889  017.96505331 3
111  59.65952103  017.96455561 3
112  59.65921332  017.96197018  59.65920766  017.96186839
111  59.65921332  017.96197018
112  59.65921332  017.96197018  59.65915104  017.96026935
112  59.65974669  017.96248456  59.66016848  017.96467391
111  59.65974669  017.96248456
111  59.66104762  017.97263586
112  59.66104762  017.97263586  59.66106849  017.97284340
112  59.66093548  017.97313087  59.66079572  017.97327543
111  59.65996302  017.97372826
111  59.65977535  017.97239484
111  59.65943766  017.97255400
111  59.65902238  017.97275354
111  59.65929721  017.97479386
111  59.65903459  017.97496731
111  59.65909313  017.97547735
111  59.66011491  017.97494597
111  59.66002325  017.97417987
111  59.66064087  017.97385268
112  59.66064087  017.97385268  59.66098973  017.97373284
112  59.66122107  017.97405684  59.66129062  017.97443129
111  59.66122107  017.97405684
111  59.66152096  017.97642392
112  59.66152096  017.97642392  59.66160374  017.97717363
112  59.66210055  017.97808379  59.66212246  017.97812234
112  59.66203816  017.97883060  59.66205520  017.97893664
111  59.66269390  017.97997989
111  59.66363203  017.97952715
111  59.66393704  017.98050714
111  59.66418715  017.98038882
111  59.66422850  017.97932118
111  59.66419167  017.97899892
111  59.66370158  017.97924519
111  59.66350776  017.97772722
112  59.66350776  017.97772722  59.66352315  017.97814581
112  59.66283375  017.97854602  59.66237546  017.97789885
111  59.66283375  017.97854602
111  59.66212509  017.97709239
112  59.66212509  017.97709239  59.66199823  017.97688651
112  59.66180079  017.97574852  59.66173745  017.97515730
111  59.66180079  017.97574852
111  59.65984609  017.96042752
112  59.65984609  017.96042752  59.65982630  017.96025084
112  59.65994211  017.96011018  59.66005792  017.95996951
111  59.65994211  017.96011018
111  59.65986039  017.95937031
112  59.65986039  017.95937031  59.65968634  017.95941284
112  59.65963632  017.95881237  59.65956866  017.95835227
111  59.65963632  017.95881237
111  59.65939891  017.95696194
111  59.65994073  017.95668511
112  59.65994073  017.95668511  59.66040759  017.95656427
112  59.66077940  017.95712494  59.66095532  017.95735986
111  59.66077940  017.95712494
111  59.66075838  017.95696052
112  59.66075838  017.95696052  59.66056772  017.95669249
112  59.66009683  017.95655034  59.65980946  017.95651752
111  59.66009683  017.95655034
112  59.66009683  017.95655034  59.66026719  017.95636002
112  59.66057729  017.95553798  59.66069588  017.95495360
111  59.66057729  017.95553798
111  59.66055975  017.95540057
112  59.66055975  017.95540057  59.66047081  017.95576038
112  59.65993476  017.95656957  59.65957043  017.95676765
111  59.65993476  017.95656957
111  59.65938823  017.95684191
111  59.65784679  017.94484831
112  59.65784679  017.94484831  59.65781381  017.94455683
112  59.65801173  017.94443285  59.65827771  017.94503368
111  59.65801173  017.94443285
111  59.65881475  017.94608754
112  59.65881475  017.94608754  59.65904471  017.94651599
112  59.66004021  017.95040760  59.66038417  017.95224814
111  59.66004021  017.95040760
111  59.65942519  017.94567124
112  59.65942519  017.94567124  59.65937545  017.94577516
112  59.65921712  017.94578891  59.65913299  017.94562069
111  59.65921712  017.94578891
112  59.65802705  017.94330488  59.65800294  017.94319356
112  59.65832515  017.94301258  59.65853206  017.94293174
112  59.65918065  017.94373725  59.65950068  017.94440372
111  59.65918065  017.94373725
111  59.65884868  017.94114120
112  59.65884868  017.94114120  59.65882105  017.94137640
112  59.65855080  017.94207920  59.65835331  017.94220130
111  59.65855080  017.94207920
111  59.65808193  017.94230299
112  59.65808193  017.94230299  59.65778716  017.94240136
112  59.65754791  017.94186650  59.65744113  017.94144182
111  59.65754791  017.94186650
112  59.65737663  017.94110488  59.65735038  017.94090797
111  59.65737663  017.94110488
112  59.65685739  017.93703015  59.65684211  017.93684867
112  59.65681329  017.93569004  59.65686641  017.93506181
112  59.65754278  017.93610545  59.65787852  017.93666612
111  59.65754278  017.93610545
111  59.65808880  017.93722114
112  59.65808880  017.93722114  59.65818738  017.93741651
112  59.65851028  017.93850254  59.65865180  017.93900700
111  59.65851028  017.93850254
111  59.65822341  017.93623347
111  59.65871292  017.93599335
112  59.65869203  017.93577964  59.65867525  017.93570096
111  59.65869203  017.93577964
111  59.65838034  017.93481832
111  59.65811927  017.93495102
111  59.65808547  017.93603459
112  59.65808547  017.93603459  59.65808264  017.93610162
112  59.65803800  017.93607995  59.65802604  017.93605303
111  59.65803800  017.93607995
111  59.65725180  017.93446178
112  59.65725180  017.93446178  59.65713596  017.93406407
112  59.65732815  017.93300598  59.65740930  017.93258383
111  59.65732815  017.93300598
111  59.65670964  017.93178900
111  59.65637157  017.93196079
112  59.65637157  017.93196079  59.65626437  017.93199799
112  59.65619418  017.93181198  59.65616587  017.93166628
111  59.65619418  017.93181198
111  59.65557824  017.92691444
112  59.65557824  017.92691444  59.65554631  017.92649200
112  59.65555432  017.92600325  59.65556451  017.92579949
112  59.65571476  017.92559659  59.65585517  017.92548102
111  59.65571476  017.92559659
111  59.65610937  017.92525435
111  59.65736440  017.92462395
112  59.65736440  017.92462395  59.65751559  017.92454473
112  59.65767755  017.92460299  59.65781498  017.92465597
111  59.65767755  017.92460299
111  59.66474218  017.92718234
112  59.66474218  017.92718234  59.66479172  017.92721270
112  59.66482833  017.92729765  59.66484909  017.92734622
111  59.66482833  017.92729765
112  59.66543890  017.92753883  59.66549379  017.92753106
111  59.66621151  017.92699510
112  59.66644030  017.92447331  59.66646774  017.92440344
111  59.66644030  017.92447331
112  59.66644030  017.92447331  59.66645402  017.92443837
112  59.66648856  017.92441825  59.66650528  017.92441470
111  59.66648856  017.92441825
112  59.66648856  017.92441825  59.66649918  017.92441781
111  59.66701099  017.92429834
111  59.66705694  017.92376330
111  59.66648649  017.92308923
112  59.66648649  017.92308923  59.66645072  017.92304154
112  59.66631123  017.92312720  59.66629371  017.92315611
111  59.66631123  017.92312720
111  59.66645279  017.92317979
111  59.66636635  017.92416073
111  59.66559768  017.92388249
112  59.66559768  017.92388249  59.66583034  017.92405554
112  59.66566779  017.92525580  59.66528317  017.92561227
111  59.66566779  017.92525580
112  59.66566779  017.92525580  59.66526630  017.92564985
112  59.66487226  017.92595887  59.66476860  017.92602770
112  59.66424215  017.92618693  59.66405144  017.92616712
111  59.66424215  017.92618693
111  59.65949390  017.92455654
112  59.65949390  017.92455654  59.65939758  017.92453020
112  59.65927733  017.92388796  59.65929946  017.92353347
111  59.65927733  017.92388796
111  59.65944089  017.92220067
112  59.65944089  017.92220067  59.65947731  017.92204140
112  59.65984158  017.92179152  59.65995104  017.92177657
111  59.65984158  017.92179152
111  59.65885861  017.92144552
112  59.65885861  017.92144552  59.65890957  017.92151277
112  59.65899944  017.92223727  59.65899541  017.92265946
112  59.65887555  017.92358355  59.65880234  017.92404651
112  59.65846404  017.92408870  59.65823419  017.92406924
111  59.65846404  017.92408870
112  59.65846404  017.92408870  59.65832142  017.92405073
112  59.65822158  017.92374443  59.65821912  017.92364238
112  59.65803104  017.92227393  59.65777626  017.92178452
111  59.65803104  017.92227393
111  59.65745579  017.92123188
112  59.65745579  017.92123188  59.65742832  017.92116963
112  59.65750162  017.92095090  59.65752952  017.92093982
111  59.65750162  017.92095090
111  59.65555763  017.92025367
112  59.65555763  017.92025367  59.65557119  017.92026709
112  59.65554911  017.92059732  59.65542681  017.92071119
111  59.65554911  017.92059732
112  59.65377912  017.92203194  59.65373839  017.92201648
112  59.65249308  017.91964858  59.65248535  017.91961795
112  59.65251853  017.91953969  59.65254710  017.91951517
111  59.65251853  017.91953969
111  59.65349790  017.91949878
111  59.65028786  017.91834600
111  59.65102302  017.91900164
112  59.65102518  017.91910632  59.65101885  017.91918349
111  59.65102518  017.91910632
112  59.64937696  017.92045309  59.64933242  017.92044783
111  59.64890291  017.91957389
111  59.64859161  017.91876068
112  59.64859161  017.91876068  59.64845233  017.91808306
111  59.64894827  017.91786008
111  59.64578435  017.91671633
112  59.64578435  017.91671633  59.64583342  017.91677982
112  59.64587973  017.91717768  59.64570860  017.91727027
111  59.64587973  017.91717768
112  59.64484029  017.91782655  59.64475640  017.91789109
112  59.64448361  017.91826461  59.64444933  017.91833688
112  59.64435933  017.91824094  59.64434563  017.91809182
112  59.64447875  017.91691098  59.64453253  017.91664237
112  59.64477342  017.91634973  59.64492870  017.91632714
111  59.64477342  017.91634973
111  59.64385288  017.91601784
112  59.64385288  017.91601784  59.64395807  017.91619959
112  59.64405614  017.91670671  59.64402960  017.91698334
112  59.64384815  017.91810614  59.64379497  017.91838222
112  59.64305188  017.91855800  59.64229240  017.91841093
111  59.64305188  017.91855800
112  59.64305188  017.91855800  59.64287207  017.91851762
112  59.63869045  017.91694886  59.63852048  017.91680045
112  59.63771030  017.91539312  59.63765325  017.91528469
111  59.63771030  017.91539312
112  59.63752692  017.91482691  59.63750864  017.91459987
111  59.63752692  017.91482691
112  59.63752692  017.91482691  59.63754410  017.91409166
112  59.63797919  017.91388705  59.63805736  017.91387874
111  59.63797919  017.91388705
111  59.63722205  017.91361766
111  59.63731297  017.91264104
111  59.63742015  017.91267820
112  59.63731964  017.91252149  59.63728806  017.91252210
111  59.63731964  017.91252149
112  59.63731964  017.91252149  59.63727384  017.91254743
112  59.63721630  017.91259204  59.63715513  017.91261736
111  59.63721630  017.91259204
111  59.63661726  017.91274886
111  59.63658283  017.91325434
111  59.63710329  017.91382955
112  59.63686852  017.91636542  59.63688668  017.91643123
112  59.63739456  017.91726146  59.63739909  017.91730034
112  59.63731775  017.91816943  59.63730828  017.91842704
111  59.63768350  017.91977446
111  59.63821570  017.91981162
112  59.63821570  017.91981162  59.63846808  017.91980057
112  59.63837436  017.92034020  59.63834868  017.92042451
112  59.63802106  017.92042268  59.63795718  017.92038448
112  59.63776217  017.92051701  59.63762539  017.92069139
112  59.63809624  017.92207643  59.63810428  017.92210429
111  59.63981098  017.92279105
112  59.63973865  017.92391646  59.63974958  017.92412523
111  59.63970038  017.92460381
111  59.63934681  017.92447160
111  59.63921935  017.92598791
111  59.63910457  017.92640242
111  59.63904518  017.92660814
111  59.63890116  017.92645075
111  59.63895288  017.92622536
111  59.63817801  017.92539438
111  59.63778270  017.92685788
111  59.63857742  017.92766803
111  59.63861603  017.92755035
111  59.63877941  017.92770696
111  59.63733046  017.93318721
111  59.63875958  017.93461758
114  59.63875958  017.93461758  59.63946549  017.93193184
112  59.65905372  017.95724193  59.65906494  017.95725303
111  59.65922416  017.95896268
112  59.65922416  017.95896268  59.65924672  017.95923182
112  59.65862591  017.95865543  59.65823137  017.95676953
111  59.65862591  017.95865543
111  59.65853195  017.95847858 3
111  59.65843671  017.95780207
111  59.65867417  017.95767441
112  59.65867417  017.95767441  59.65870849  017.95762638
114  59.65884370  017.95735349  59.65886508  017.95732220
112  59.64303044  017.93239305  59.64301066  017.93215219
111  59.64303044  017.93239305
112  59.64303044  017.93239305  59.64297718  017.93194143
112  59.64311017  017.93102326  59.64319125  017.93076114
111  59.64311017  017.93102326
112  59.64311017  017.93102326  59.64336777  017.93112846
112  59.64357572  017.93069900  59.64362920  017.93050252
111  59.64357572  017.93069900
111  59.64375187  017.92988104
111  59.64349346  017.92978106
112  59.64349346  017.92978106  59.64388109  017.92854887
112  59.64503572  017.92675486  59.64560084  017.92605911
111  59.64503572  017.92675486
111  59.64510600  017.92758417
111  59.64533444  017.92766408
111  59.64538224  017.92748593
111  59.64609010  017.92834686
111  59.64661543  017.92858578
111  59.64719233  017.92822352
111  59.64771137  017.92698491
111  59.64788856  017.92496668
111  59.64806814  017.92503411
111  59.64788622  017.92704625
111  59.64814627  017.92854472
111  59.65063698  017.92936707
111  59.65093364  017.92632696
111  59.65110569  017.92638293
111  59.65083094  017.92920684
111  59.65202827  017.93128795
111  59.65341401  017.93032584
111  59.65345410  017.93056973
111  59.65211329  017.93154826
111  59.65219543  017.93381833
111  59.65259088  017.93701172
111  59.65485054  017.93587905
111  59.65488266  017.93616020
111  59.65402970  017.93658991
111  59.65406031  017.93678537
111  59.65203226  017.93778966
111  59.65239516  017.94120938
111  59.65201385  017.94144541
111  59.65219815  017.94296699
111  59.65205395  017.94304551
111  59.65244559  017.94606245
111  59.65416695  017.94519345
111  59.65441847  017.94717754
