I
1100 Generated by WorldEditor 1.7.1r2

1    283 1 0 ENKR Kirkenes Høybuktmoen
1302 city Kirkenes
111  69.72245330  029.89481239
111  69.72283119  029.89438960
112  69.72291382  029.89449450  69.72293310  029.89464020
111  69.72291382  029.89449450
113  69.72307026  029.89575017
110 1 0.00 249.6400 New Taxiway 41
111  69.72121560  029.89711140
111  69.72108442  029.89619615
112  69.72108671  029.89586946  69.72111518  029.89575291
111  69.72108671  029.89586946
111  69.72116246  029.89555822
111  69.72147240  029.89494274
111  69.72135078  029.89403552
111  69.72073410  029.89478902
113  69.72111673  029.89788033
110 1 0.00 340.1900 New Taxiway 40
111  69.72364045  029.87876546
111  69.72357214  029.87887355
112  69.72344434  029.87970645  69.72325777  029.87992068
111  69.72344434  029.87970645
111  69.72261939  029.88063158
111  69.72231955  029.88028827
111  69.72139970  029.88133975
111  69.72134370  029.88123644
111  69.72107378  029.88155431
111  69.72107011  029.88177947
111  69.72143083  029.88470162
111  69.72059855  029.88554087
111  69.72066006  029.88609448
111  69.72091988  029.88587198
111  69.72106333  029.88692303
112  69.72106652  029.88706406  69.72106333  029.88716155
111  69.72106652  029.88706406
111  69.72111501  029.88726443
112  69.72114848  029.88725064  69.72117143  029.88731686
111  69.72114848  029.88725064
111  69.72129576  029.88833473
111  69.72167196  029.88788758
111  69.72179693  029.88802923
112  69.72179693  029.88802923  69.72183252  029.88807215
111  69.72189702  029.88800163
111  69.72210457  029.88777009
111  69.72246856  029.88742793
112  69.72246856  029.88742793  69.72259985  029.88728753
111  69.72322411  029.88652117
112  69.72322411  029.88652117  69.72334040  029.88636884
111  69.72335640  029.88626208
111  69.72342760  029.88595852
111  69.72412170  029.88521469
112  69.72444230  029.88543087  69.72458185  029.88587860
111  69.72444230  029.88543087
111  69.72451612  029.88539272
111  69.72426072  029.88352586
111  69.72417227  029.88362741
112  69.72401635  029.88433742  69.72386762  029.88451227
111  69.72401635  029.88433742
111  69.72329709  029.88510012
112  69.72289800  029.88466414  69.72278827  029.88390123
111  69.72289800  029.88466414
111  69.72264403  029.88284468
112  69.72279399  029.88150191  69.72307956  029.88115477
111  69.72279399  029.88150191
111  69.72357452  029.88061455
112  69.72357452  029.88061455  69.72379398  029.88046196
111  69.72386033  029.88107249
113  69.72392919  029.88101950
110 1 0.00 19.6200 New Taxiway 39
111  69.72265348  029.87141974
111  69.72242120  029.87170054
111  69.72250383  029.87225949
111  69.72248180  029.87228598
111  69.72193532  029.87164212
112  69.72179343  029.87156414  69.72174817  029.87162484
111  69.72179343  029.87156414
112  69.72179343  029.87156414  69.72178196  029.87156781
111  69.72177163  029.87150527
111  69.72167367  029.87213177
113  69.72292132  029.87342502
110 1 0.00 344.0500 New Taxiway 39
111  69.72177163  029.87150527
111  69.72156506  029.87032207
111  69.72126884  029.87014897
111  69.72105283  029.87011844
111  69.72102032  029.86985723
111  69.72095790  029.86981860
112  69.72095790  029.86981860  69.72093399  029.86962392
112  69.72086762  029.86963539  69.72080386  029.86964459
111  69.72086762  029.86963539
111  69.72120241  029.87242305
111  69.72125441  029.87216930
111  69.72142655  029.87198830
112  69.72149847  029.87213398  69.72152769  029.87232407
111  69.72149847  029.87213398
111  69.72159258  029.87283154
112  69.72162471  029.87288451  69.72164439  029.87285967
111  69.72162471  029.87288451
111  69.72174483  029.87273441
112  69.72174483  029.87273441  69.72175848  029.87271738
111  69.72175171  029.87267039
113  69.72167367  029.87213177
110 1 0.00 69.2700 New Taxiway 38
111  69.72862568  029.91645586
111  69.72858052  029.91675796
112  69.72858052  029.91675796  69.72856777  029.91684077
111  69.72857680  029.91699871
111  69.72874900  029.91823967
112  69.72874900  029.91823967  69.72877716  029.91845283
111  69.72886440  029.91843105
111  69.72926105  029.91800540
111  69.72928708  029.91780758
111  69.72934837  029.91774924
111  69.72914398  029.91622247
113  69.72900562  029.91605317
130 Airport Boundary 1
111  69.72961735  029.90797994
111  69.72892323  029.90269150
111  69.72850873  029.89151667
111  69.72719285  029.88788054
111  69.72566474  029.88012838
111  69.72557336  029.87705628
111  69.72587035  029.87354249
111  69.72583151  029.87155816
111  69.72415011  029.86452423
111  69.72159073  029.86084573
111  69.72087029  029.86162400
111  69.72087830  029.86662341
111  69.72106702  029.86818919
111  69.71953260  029.87006510
111  69.72049929  029.87489171
111  69.72091105  029.88061967
111  69.71999873  029.88174720
111  69.71992610  029.88468791
111  69.72066666  029.88957379
111  69.72140956  029.89277995
111  69.72045533  029.89513174
111  69.71818410  029.89702044
111  69.71874992  029.90159461
111  69.72083059  029.90018885
111  69.72222213  029.90360572
111  69.72375512  029.90398538
111  69.72564998  029.90942458
111  69.72677177  029.91357314
111  69.72766985  029.92049418
111  69.72833766  029.92194678
111  69.73011410  029.92116833
111  69.73040359  029.91849081
113  69.73049241  029.91117021
120 Linear Feature 46
111  69.72173149  029.88457595 25
115  69.72144257  029.88489104
120 Linear Feature 46
111  69.72173222  029.88458112 25
115  69.72144330  029.88489621
120 Linear Feature 46
111  69.72173292  029.88458611 25
115  69.72144400  029.88490120
120 Linear Feature 46
111  69.72173370  029.88459166 25
115  69.72144478  029.88490675
120 Linear Feature 46
111  69.72173441  029.88459669 25
115  69.72144549  029.88491178
120 Linear Feature 46
111  69.72173503  029.88460113 25
115  69.72144611  029.88491622
120 Linear Feature 46
111  69.72173571  029.88460595 25
115  69.72144679  029.88492104
120 Linear Feature 46
111  69.72173633  029.88461038 25
115  69.72144742  029.88492547
120 Linear Feature 46
111  69.72110236  029.88285839 25
115  69.72098029  029.88299419
120 Linear Feature 46
111  69.72110312  029.88286352 25
115  69.72098105  029.88299931
120 Linear Feature 46
111  69.72110386  029.88286847 25
115  69.72098179  029.88300427
120 Linear Feature 46
111  69.72110468  029.88287398 25
115  69.72098261  029.88300977
120 Linear Feature 46
111  69.72110542  029.88287896 25
115  69.72098335  029.88301476
120 Linear Feature 46
111  69.72110607  029.88288336 25
115  69.72098400  029.88301916
120 Linear Feature 46
111  69.72110678  029.88288814 25
115  69.72098471  029.88302394
120 Linear Feature 46
111  69.72110744  029.88289254 25
115  69.72098537  029.88302834
120 Linear Feature 1
111  69.72369187  029.89401392 20
111  69.72362820  029.89349023 20
111  69.72349610  029.89363446 20
111  69.72356334  029.89414785
111  69.72343199  029.89427189 20
111  69.72338572  029.89391833
111  69.72323834  029.89428178 20
115  69.72340974  029.89410187
120 Linear Feature 49
112  69.71995803  029.87983490  69.72000842  029.88127364 8
111  69.72012163  029.88230317 8
111  69.72038394  029.88428264
112  69.72038394  029.88428264  69.72042166  029.88456969 8
115  69.72050781  029.88476159
120 Linear Feature 45
111  69.72066161  029.88528087 20
111  69.72065751  029.88524237 20
111  69.72072230  029.88516493 20
111  69.72113951  029.88471169
112  69.72113951  029.88471169  69.72126216  029.88457251 20
111  69.72127679  029.88421072 20
112  69.72127066  029.88409276  69.72126179  029.88401778
111  69.72127066  029.88409276 20
115  69.72098102  029.88192109
120 Linear Feature 85
111  69.72091665  029.88544569 24
111  69.72143383  029.88490295
112  69.72143383  029.88490295  69.72144499  029.88489222 24
115  69.72143549  029.88482682
120 Linear Feature 84
111  69.72041291  029.88422894 20
111  69.72015495  029.88228079 20
112  69.72004702  029.88089651  69.72001926  029.88029135
111  69.72004702  029.88089651
111  69.71991952  029.87984638
112  69.71991952  029.87984638  69.71996888  029.88128808 20
111  69.72008948  029.88233384 20
111  69.72026956  029.88367601 20
112  69.72029203  029.88418330  69.72027110  029.88436447
111  69.72029203  029.88418330 20
111  69.72021006  029.88468295 20
112  69.72019023  029.88568990  69.72027066  029.88628428
111  69.72019023  029.88568990 20
115  69.72027685  029.88632747
120 Linear Feature 83
111  69.72033051  029.88627386 20
111  69.72025139  029.88569017
112  69.72025139  029.88569017  69.72017647  029.88514029 20
111  69.72025782  029.88476839 20
111  69.72034706  029.88427474
111  69.72041291  029.88422894
112  69.72041291  029.88422894  69.72050876  029.88490278 20
111  69.72071680  029.88468454 20
111  69.72082054  029.88456269
112  69.72082054  029.88456269  69.72085114  029.88449831 20
111  69.72083339  029.88435873 20
111  69.72081865  029.88426220
112  69.72081865  029.88426220  69.72080272  029.88415367 20
111  69.72077096  029.88418921
111  69.72107466  029.88385530 20
111  69.72095072  029.88398774 20
112  69.72090099  029.88415992  69.72091119  029.88425557
111  69.72090099  029.88415992 20
111  69.72092088  029.88434755
112  69.72092088  029.88434755  69.72093682  029.88442664 20
111  69.72099356  029.88439611 20
111  69.72105477  029.88430340
112  69.72105477  029.88430340  69.72113829  029.88418199 20
111  69.72109379  029.88383764 20
111  69.72061285  029.88030175
112  69.72061285  029.88030175  69.72058072  029.88007131 20
111  69.72050727  029.88012163 20
111  69.72015714  029.88043437 20
116  69.72006728  029.88077535  69.72004443  029.88108841
120 Linear Feature 82
111  69.72138535  029.89077502 22
112  69.72072477  029.88918238  69.72051377  029.88777264
111  69.72072477  029.88918238 22
111  69.72033051  029.88627386
111  69.72027685  029.88632747 22
111  69.72067525  029.88925981
112  69.72067525  029.88925981  69.72072919  029.88963581 22
112  69.72087520  029.89016134  69.72095072  029.89039207
111  69.72087520  029.89016134 22
111  69.72095700  029.89038361
112  69.72095700  029.89038361  69.72116459  029.89088480 22
115  69.72137875  029.89097140
120 Linear Feature 79
111  69.72466737  029.89042433 4
111  69.72476270  029.89114750 3
112  69.72481687  029.89086137  69.72485819  029.89081103
111  69.72481687  029.89086137 3
111  69.72502895  029.89059908
112  69.72502895  029.89059908  69.72508587  029.89053815 3
115  69.72514463  029.89056464
120 Linear Feature 78
111  69.72498927  029.89006859 3
111  69.72395366  029.89121307 20
115  69.72382524  029.89027889
120 Linear Feature 77
111  69.72096564  029.88564782 24
111  69.72111751  029.88679894
112  69.72111751  029.88679894  69.72113485  029.88692562 24
111  69.72117090  029.88689482 24
111  69.72219026  029.88581063 24
112  69.72223835  029.88543976  69.72224655  029.88512380
111  69.72223835  029.88543976 24
111  69.72226585  029.88424334
112  69.72226585  029.88424334  69.72226796  029.88412356 24
111  69.72223204  029.88385432 24
111  69.72188111  029.88114968
112  69.72188111  029.88114968  69.72186694  029.88104748 24
111  69.72182829  029.88108339 24
115  69.72142253  029.88153527
120 Linear Feature 77
111  69.72113852  029.88708889 32
111  69.72221046  029.88594879 32
112  69.72229013  029.88545031  69.72230060  029.88504710
111  69.72229013  029.88545031 32
111  69.72231767  029.88425210
112  69.72231767  029.88425210  69.72232036  029.88409942 32
111  69.72228058  029.88380116 32
115  69.72190374  029.88089686
120 Linear Feature 77
111  69.72113916  029.88709392 24
111  69.72221118  029.88595373 24
112  69.72229199  029.88545068  69.72230253  029.88504435
111  69.72229199  029.88545068 24
111  69.72231953  029.88425241
112  69.72231953  029.88425241  69.72232224  029.88409856 24
111  69.72228231  029.88379926 24
115  69.72190547  029.88089498
120 Linear Feature 77
111  69.72113976  029.88709858 24
111  69.72221185  029.88595832 24
112  69.72229371  029.88545103  69.72230433  029.88504181
111  69.72229371  029.88545103 24
111  69.72232125  029.88425270
112  69.72232125  029.88425270  69.72232398  029.88409776 24
111  69.72228392  029.88379749 24
115  69.72190709  029.88089323
120 Linear Feature 77
111  69.72114050  029.88710434 32
111  69.72221268  029.88596398 32
112  69.72229583  029.88545147  69.72230654  029.88503866
111  69.72229583  029.88545147 32
111  69.72232337  029.88425306
112  69.72232337  029.88425306  69.72232612  029.88409677 32
111  69.72228591  029.88379531 32
115  69.72190908  029.88089108
120 Linear Feature 76
111  69.72227468  029.88680146 10
112  69.72216175  029.88731029  69.72214963  029.88768373 10
111  69.72202914  029.88776467 10
112  69.72181300  029.88744642  69.72175371  029.88706195
111  69.72181300  029.88744642
112  69.72181300  029.88744642  69.72175881  029.88709690 10
112  69.72192075  029.88679889  69.72196920  029.88675842 10
111  69.72204253  029.88680441 10
111  69.72213178  029.88685224
112  69.72213178  029.88685224  69.72218343  029.88687983 10
115  69.72223089  029.88684363
120 Linear Feature 75
111  69.72316905  029.88022059 4
111  69.72324653  029.88077207
111  69.72377261  029.88477263 4
111  69.72384451  029.88529731
111  69.72477059  029.89505344 4
115  69.72484017  029.89582409
120 Linear Feature 74
112  69.72244151  029.88173815  69.72237138  029.88218333 10
111  69.72222777  029.88239470
111  69.72214908  029.88361120 10
111  69.72234901  029.88339894
111  69.72246193  029.88268900 10
112  69.72234901  029.88339894  69.72219736  029.88368317
111  69.72234901  029.88339894
112  69.72234901  029.88339894  69.72252457  029.88333350 10
115  69.72259414  029.88369033
120 Linear Feature 73
111  69.72369565  029.87776925 10
111  69.72385373  029.87895592 10
112  69.72367796  029.87997199  69.72343467  029.88032521
111  69.72367796  029.87997199
112  69.72367796  029.87997199  69.72395339  029.87978433 10
111  69.72404881  029.88042033 10
111  69.72426382  029.88203443
111  69.72430679  029.88235698 10
111  69.72445755  029.88348871 10
112  69.72430163  029.88449633  69.72406293  029.88480100
111  69.72430163  029.88449633
112  69.72430163  029.88449633  69.72455641  029.88429985 10
111  69.72466218  029.88502479 10
111  69.72485945  029.88650567
111  69.72430163  029.88449633 10
111  69.72321653  029.88565421 10
111  69.72232364  029.88675433 10
111  69.72161459  029.88743698 10
112  69.72136362  029.88707399  69.72129706  029.88662146
111  69.72136362  029.88707399 10
111  69.72128861  029.88652151
111  69.72163185  029.88618304 10
111  69.72171127  029.88676492
112  69.72171127  029.88676492  69.72177401  029.88718434 10
111  69.72197829  029.88708682
111  69.72196961  029.88584819 10
111  69.72204546  029.88640731
112  69.72204546  029.88640731  69.72211278  029.88687309 10
111  69.72232364  029.88675433
111  69.72274924  029.88622995 10
112  69.72279223  029.88518639  69.72268298  029.88438902
111  69.72279223  029.88518639
112  69.72279223  029.88518639  69.72299054  029.88586191 10
111  69.72321653  029.88565421
111  69.72279223  029.88518639 10
111  69.72234279  029.88178502
112  69.72234279  029.88178502  69.72227272  029.88127006 10
111  69.72207618  029.88141628 10
111  69.72189717  029.88160642
111  69.72202524  029.88261432 10
111  69.72222777  029.88239470
112  69.72222777  029.88239470  69.72235019  029.88229757 10
111  69.72246136  029.88268230
111  69.72242750  029.88242606
112  69.72242750  029.88242606  69.72235479  029.88141520 10
111  69.72267595  029.88106724 10
112  69.72244063  029.88121600  69.72227261  029.88130607
111  69.72244063  029.88121600 10
111  69.72207618  029.88141628
112  69.72207618  029.88141628  69.72202477  029.88096065
111  69.72267595  029.88106724 10
115  69.72367796  029.87997199
120 Linear Feature 72
111  69.72564123  029.89237440 10
111  69.72583120  029.89380050 10
112  69.72566224  029.89488151  69.72540578  029.89526627
111  69.72566224  029.89488151
112  69.72566224  029.89488151  69.72595727  029.89473085 10
111  69.72604587  029.89541196 10
111  69.72619932  029.89656393
111  69.72566224  029.89488151 10
111  69.72131731  029.89773105 10
112  69.72116550  029.89749401  69.72112584  029.89719522
111  69.72116550  029.89749401 10
111  69.72093095  029.89566058 10
112  69.72095772  029.89530372  69.72100235  029.89513816
111  69.72095772  029.89530372 10
111  69.72113050  029.89465989 10
111  69.72125802  029.89453665 10
112  69.72132915  029.89465670  69.72134573  029.89477442 10
111  69.72130551  029.89490068 10
111  69.72125533  029.89503375 10
111  69.72114464  029.89516788
111  69.72303625  029.89461507 10
111  69.72324971  029.89619070
112  69.72324971  029.89619070  69.72327968  029.89639306 10
115  69.72341063  029.89635818
120 Linear Feature 71
111  69.72288038  029.87304532 1
115  69.72203272  029.87214913
120 Linear Feature 70
111  69.72861452  029.91474480 10
111  69.72881395  029.91624884 10
111  69.72910556  029.91712634 10
112  69.72900968  029.91772484  69.72885819  029.91792578
111  69.72900968  029.91772484
112  69.72900968  029.91772484  69.72885131  029.91785954 10
111  69.72880234  029.91744660 10
115  69.72881395  029.91624884
120 Linear Feature 69
111  69.72250485  029.86866923 10
111  69.72252628  029.86751248 10
112  69.72231435  029.86723875  69.72216057  029.86742197 10
113  69.72222560  029.86783478 10
120 Linear Feature 68
111  69.72563591  029.89444440 3 102
112  69.72557421  029.89452070  69.72552984  029.89454720
111  69.72557421  029.89452070 3 102
111  69.72476269  029.89505868
112  69.72476269  029.89505868  69.72466905  029.89511961 3 102
112  69.72458749  029.89525959  69.72450853  029.89530992
111  69.72458749  029.89525959 3 102
111  69.72352556  029.89595679 3 102
112  69.72325994  029.89561790  69.72318282  029.89512199
111  69.72325994  029.89561790 3 102
111  69.72314579  029.89478687
112  69.72314579  029.89478687  69.72313278  029.89469415 3 102
111  69.72313502  029.89451110 2
111  69.72296112  029.89470723 3 102
111  69.72310495  029.89578434 3 102
112  69.72297183  029.89632741  69.72280749  029.89642013
111  69.72297183  029.89632741 3 102
111  69.72134814  029.89741693 3 102
112  69.72119589  029.89720281  69.72115063  029.89690665
111  69.72119589  029.89720281 3 102
111  69.72106502  029.89623291 3 102
112  69.72106507  029.89590707  69.72109269  029.89579057
111  69.72106507  029.89590707 3 102
111  69.72116223  029.89553181 3 102
111  69.72147240  029.89494274
111  69.72078648  029.89514288 3 102
111  69.72084545  029.89555216 3 102
111  69.72111824  029.89770936
112  69.72111824  029.89770936  69.72117508  029.89816004 3 102
111  69.72128502  029.89805592 3 102
111  69.72468198  029.89580707
112  69.72468198  029.89580707  69.72471962  029.89577793 3 102
111  69.72477149  029.89580486 3 102
112  69.72486560  029.89581590  69.72492160  029.89577881
111  69.72486560  029.89581590 3 102
111  69.72570265  029.89528456
112  69.72570265  029.89528456  69.72579828  029.89522936 3 102
115  69.72584822  029.89547315
120 Linear Feature 67
111  69.72091665  029.88544569 3 102
111  69.72127777  029.88813775 3 102
111  69.72162384  029.88771630 3 102
111  69.72193624  029.88795912 3 102
111  69.72210457  029.88777009 3 102
111  69.72246856  029.88742793 3 102
111  69.72321673  029.88652294 3 102
111  69.72338842  029.88577324 3 102
111  69.72418123  029.88494596
112  69.72418123  029.88494596  69.72437623  029.88475521 3 102
111  69.72450513  029.88538086
111  69.72425155  029.88353657 3 102
112  69.72409114  029.88442321  69.72391762  029.88462190
111  69.72409114  029.88442321 3 102
111  69.72331279  029.88527703 3 102
112  69.72283964  029.88473178  69.72271008  029.88377428
111  69.72283964  029.88473178 3 102
111  69.72257160  029.88274534 3 102
112  69.72276771  029.88130151  69.72308897  029.88092004
111  69.72276771  029.88130151 3 102
111  69.72353082  029.88046119
112  69.72353082  029.88046119  69.72377672  029.88019034 3 102
115  69.72391275  029.88092745
120 Linear Feature 66
111  69.72363986  029.87886122 3 102
112  69.72346771  029.87988999  69.72322809  029.88015490
111  69.72346771  029.87988999 3 102
111  69.72261834  029.88081975 3 102
111  69.72228893  029.88047644 3 102
111  69.72133025  029.88152541 3 102
115  69.72135065  029.88168544
120 Linear Feature 65
111  69.72272433  029.87267480 3 102
111  69.72206211  029.87194988 4 103
111  69.72200064  029.87236654 3 102
115  69.72279226  029.87317812
120 Linear Feature 33
111  69.72447275  029.90030476 20
111  69.72452894  029.90109332 20
111  69.72404879  029.90135495 20
113  69.72399004  029.90060692 20
21  69.72284764  029.87500628 4 69.0900 3.80 06  PAPI-4L
21  69.72370814  029.87403401 4 69.0900 3.80 06  PAPI-4L
21  69.72728585  029.90092668 4 249.1400 3.40 24  PAPI-4L
21  69.72642231  029.90189581 4 249.1400 3.40 24  PAPI-4L
20  69.72486644  029.89615242 339.0815 0 3 {@L}D{@R}06-24{@@,@L}D{@Y}GENERAL_AVIATION
20  69.72474207  029.89478519 339.0815 0 3 {@L}D{@R}06-24{@@,@L}D{@Y}GENERAL_AVIATION
20  69.72388748  029.88563236 339.0815 0 3 {@L}C{@R}06-24{@@,@L}C{@Y}PASS_TERMINAL
20  69.72373192  029.88442779 339.0815 0 3 {@L}B{@R}06-24{@@,@L}B{@Y}PASS_TERMINAL
20  69.72329696  029.88118692 339.0815 0 3 {@L}B{@R}06-24{@@,@L}B{@Y}PASS_TERMINAL
20  69.72309974  029.87980784 339.0815 0 3 {@L}B{@R}06-24{@@,@L}B{@Y}PASS_TERMINAL
20  69.72196889  029.87268630 20.6232 0 3 {@L}A{@R}06-24{@@,@L}A
20  69.72210067  029.87176352 20.6232 0 3 {@L}A{@R}06-24{@@,@L}A
14  69.72404040  029.89207192  45.93 0 New Tower Viewpoint 18
1300  69.72279291  029.89407819 -19.88 tie_down jets|turboprops|props General Aviation 1
1301 A general_aviation 
1300  69.72292121  029.89365106  70.72 tie_down jets|turboprops|props General Aviation 2
1301 A general_aviation 
1300  69.72305474  029.89352899  70.72 tie_down jets|turboprops|props General Aviation 3
1301 A general_aviation 
1300  69.72114701  029.89516865 157.09 tie_down jets|turboprops|props Military 1
1301 C military 
1300  69.72124565  029.87090657 -17.45 tie_down jets|turboprops|props General Aviation 7
1301 A general_aviation 
1300  69.72129412  029.87130391 -17.45 tie_down jets|turboprops|props General Aviation 6
1301 A general_aviation 
1300  69.72134480  029.87169488 -17.45 tie_down jets|turboprops|props General Aviation 5
1301 A general_aviation 
1300  69.72313935  029.89413552 158.60 tie_down jets|turboprops|props General Aviation 4
1301 A general_aviation 
1300  69.72158177  029.88196621 158.60 gate jets|turboprops Stand 25
1301 C airline 
1300  69.72170769  029.88297362 158.60 gate jets|turboprops Stand 24
1301 C airline 
1300  69.72183241  029.88397146 158.60 gate jets|turboprops Stand 23
1301 C airline 
1300  69.72184493  029.88493183 -111.44 gate jets|turboprops Stand 22
1301 C airline 
1300  69.72150753  029.88526698 -111.44 gate jets|turboprops Stand 21
1301 C airline 
1300  69.72116458  029.88560765 -111.44 gate jets|turboprops Stand 20
1301 C airline 
18  69.72402504  029.89202712 1 BCN
19  69.72387743  029.87172305 1 WS
19  69.72620406  029.90367851 1 WS
50 11802 ATIS
54 12035 KIRKENES TWR
1200 
1201  69.72127812  029.88512432 both 0 _stop
1201  69.72094291  029.88548077 both 1 _stop
1201  69.72114437  029.88699596 both 2 _stop
1201  69.72222405  029.88586010 both 3 _stop
1201  69.72183181  029.88626945 both 4 _stop
1201  69.72229369  029.88413955 both 5 _stop
1201  69.72216729  029.88315538 both 6 _stop
1201  69.72203507  029.88212595 both 7 _stop
1201  69.72225931  029.88553455 both 8 _stop
1201  69.72188829  029.88097208 both 9 _stop
1201  69.72139783  029.88151244 both 10 _stop
1201  69.72144663  029.88190228 both 11 _start
1201  69.72139753  029.87051787 both 12 A_stop
1201  69.72203212  029.87214302 both 13 A_stop
1201  69.72152272  029.87147237 both 14 A_stop
1201  69.72294687  029.89394024 both 15 _stop
1201  69.72090112  029.89542784 both 16 D_stop
1201  69.72120359  029.89780501 both 17 D_stop
1201  69.72160911  029.88744238 both 18 _stop
1201  69.72275101  029.88623069 both 19 _stop
1201  69.72232127  029.88675288 both 20 _stop
1201  69.72308258  029.88582205 both 21 Y_stop
1201  69.72229990  029.88147211 both 22 Y_stop
1201  69.72279060  029.88517744 both 23 Y_stop
1201  69.72480424  029.89544374 both 24 D_start
1201  69.72328335  029.89644514 both 25 D_start
1201  69.72380651  029.88502512 both 26 C_stop
1201  69.72320629  029.88048764 both 27 B_stop
1201  69.72237374  029.86768556 both 28 _stop
1201  69.72897465  029.91745760 both 29 _start
1201  69.72595555  029.89468805 both 30 _start
1201  69.72456510  029.88421448 both 31 _start
1201  69.72396619  029.87965841 both 32 _start
1201  69.72311632  029.87329321 both 33 _start
1202 13 14 twoway taxiway_A A
1202 14 12 twoway taxiway_A A
1202 33 13 twoway taxiway_A A
1204 departure 06,24
1204 arrival 06,24
1202 25 15 twoway taxiway_A 
1202 17 16 twoway taxiway_C D
1202 24 25 twoway taxiway_C D
1202 25 17 twoway taxiway_C D
1202 19 20 twoway taxiway_C 
1202 20 18 twoway taxiway_C 
1202 21 19 twoway taxiway_C 
1202 21 26 twoway taxiway_C Y
1202 22 23 twoway taxiway_C Y
1202 23 21 twoway taxiway_C Y
1202 27 22 twoway taxiway_C Y
1202 24 30 twoway taxiway_C D
1204 departure 06,24
1204 arrival 06,24
1202 31 26 twoway taxiway_C C
1204 departure 06,24
1204 arrival 06,24
1202 32 27 twoway taxiway_C B
1204 departure 06,24
1204 arrival 06,24
1202 29 30 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 30 31 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 31 32 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
