I
1130 Generated by WorldEditor 2.0.0r4

1    205 1 0 ENKB Kristiansund Kvernberget
1302 city Kristiansund N
1302 country Norway
115  63.11449894  007.82931232
120 Linear Feature 46
111  63.11465914  007.82919527 25
115  63.11449954  007.82931608
120 Linear Feature 46
111  63.11433867  007.82978232 25
115  63.11430828  007.82980484
120 Linear Feature 46
111  63.11433919  007.82978559 25
115  63.11430880  007.82980811
120 Linear Feature 46
111  63.11433970  007.82978881 25
115  63.11430931  007.82981133
120 Linear Feature 46
111  63.11434030  007.82979263 25
115  63.11430991  007.82981514
120 Linear Feature 46
111  63.11434088  007.82979633 25
115  63.11431049  007.82981885
120 Linear Feature 46
111  63.11434146  007.82979995 25
115  63.11431107  007.82982247
120 Linear Feature 46
111  63.11434205  007.82980372 25
115  63.11431166  007.82982624
120 Linear Feature 46
111  63.11434264  007.82980742 25
115  63.11431224  007.82982993
120 Linear Feature 46
111  63.11434323  007.82981119 25
115  63.11431284  007.82983370
120 Linear Feature 46
111  63.11431863  007.82965541 25
115  63.11428824  007.82967795
120 Linear Feature 46
111  63.11431914  007.82965868 25
115  63.11428876  007.82968122
120 Linear Feature 46
111  63.11431965  007.82966190 25
115  63.11428926  007.82968444
120 Linear Feature 46
111  63.11432026  007.82966572 25
115  63.11428987  007.82968826
120 Linear Feature 46
111  63.11432084  007.82966942 25
115  63.11429045  007.82969196
120 Linear Feature 46
111  63.11432141  007.82967304 25
115  63.11429102  007.82969558
120 Linear Feature 46
111  63.11432201  007.82967681 25
115  63.11429162  007.82969935
120 Linear Feature 46
111  63.11432259  007.82968051 25
115  63.11429220  007.82970305
120 Linear Feature 46
111  63.11432319  007.82968428 25
115  63.11429280  007.82970682
120 Linear Feature 46
111  63.11429614  007.82951306 25
115  63.11426575  007.82953558
120 Linear Feature 46
111  63.11429666  007.82951633 25
115  63.11426627  007.82953885
120 Linear Feature 46
111  63.11429717  007.82951955 25
115  63.11426678  007.82954207
120 Linear Feature 46
111  63.11429777  007.82952337 25
115  63.11426738  007.82954588
120 Linear Feature 46
111  63.11429836  007.82952707 25
115  63.11426797  007.82954958
120 Linear Feature 46
111  63.11429893  007.82953069 25
115  63.11426854  007.82955321
120 Linear Feature 46
111  63.11429953  007.82953446 25
115  63.11426913  007.82955698
120 Linear Feature 46
111  63.11430011  007.82953816 25
115  63.11426972  007.82956067
120 Linear Feature 46
111  63.11430070  007.82954193 25
115  63.11427031  007.82956444
120 Linear Feature 46
111  63.11416468  007.82568215 25
115  63.11409716  007.82573475
120 Linear Feature 46
111  63.11416518  007.82568543 25
115  63.11409768  007.82573801
120 Linear Feature 46
111  63.11416567  007.82568867 25
115  63.11409819  007.82574123
120 Linear Feature 46
111  63.11416626  007.82569249 25
115  63.11409880  007.82574505
120 Linear Feature 46
111  63.11416682  007.82569621 25
115  63.11409939  007.82574874
120 Linear Feature 46
111  63.11416738  007.82569984 25
115  63.11409996  007.82575236
120 Linear Feature 46
111  63.11416796  007.82570363 25
115  63.11410056  007.82575613
120 Linear Feature 46
111  63.11416852  007.82570733 25
115  63.11410115  007.82575982
120 Linear Feature 46
111  63.11416910  007.82571112 25
115  63.11410175  007.82576359
120 Linear Feature 46
111  63.11407317  007.82508850 25
115  63.11398728  007.82515251
120 Linear Feature 46
111  63.11407369  007.82509177 25
115  63.11398780  007.82515577
120 Linear Feature 46
111  63.11407420  007.82509499 25
115  63.11398831  007.82515899
120 Linear Feature 46
111  63.11407481  007.82509880 25
115  63.11398892  007.82516281
120 Linear Feature 46
111  63.11407540  007.82510250 25
115  63.11398951  007.82516650
120 Linear Feature 46
111  63.11407597  007.82510612 25
115  63.11399008  007.82517012
120 Linear Feature 46
111  63.11407657  007.82510989 25
115  63.11399068  007.82517389
120 Linear Feature 46
111  63.11407716  007.82511358 25
115  63.11399127  007.82517758
120 Linear Feature 46
111  63.11407776  007.82511734 25
115  63.11399187  007.82518135
120 Linear Feature 46
111  63.11385280  007.82685857 25
115  63.11345911  007.82431239
120 Linear Feature 46
111  63.11385132  007.82685971 25
115  63.11345764  007.82431356
120 Linear Feature 46
111  63.11384986  007.82686083 25
115  63.11345618  007.82431471
120 Linear Feature 46
111  63.11384814  007.82686216 25
115  63.11345446  007.82431607
120 Linear Feature 46
111  63.11384647  007.82686344 25
115  63.11345280  007.82431739
120 Linear Feature 46
111  63.11384483  007.82686471 25
115  63.11345116  007.82431868
120 Linear Feature 46
111  63.11384312  007.82686602 25
115  63.11344946  007.82432003
120 Linear Feature 46
111  63.11384145  007.82686731 25
115  63.11344779  007.82432135
120 Linear Feature 46
111  63.11383974  007.82686862 25
115  63.11344609  007.82432269
120 Linear Feature 46
111  63.11394174  007.82510055 25
115  63.11390975  007.82487297
120 Linear Feature 46
111  63.11394026  007.82510168 25
115  63.11390827  007.82487414
120 Linear Feature 46
111  63.11393881  007.82510281 25
115  63.11390682  007.82487529
120 Linear Feature 46
111  63.11393708  007.82510413 25
115  63.11390510  007.82487665
120 Linear Feature 46
111  63.11393541  007.82510542 25
115  63.11390343  007.82487797
120 Linear Feature 46
111  63.11393377  007.82510668 25
115  63.11390179  007.82487926
120 Linear Feature 46
111  63.11393206  007.82510800 25
115  63.11390009  007.82488061
120 Linear Feature 46
111  63.11393039  007.82510928 25
115  63.11389843  007.82488193
120 Linear Feature 46
111  63.11392868  007.82511060 25
115  63.11389673  007.82488327
120 Linear Feature 46
111  63.11379627  007.82661623 25
115  63.11376254  007.82664043
120 Linear Feature 46
111  63.11379678  007.82661950 25
115  63.11376306  007.82664370
120 Linear Feature 46
111  63.11379728  007.82662273 25
115  63.11376357  007.82664692
120 Linear Feature 46
111  63.11379787  007.82662655 25
115  63.11376418  007.82665073
120 Linear Feature 46
111  63.11379844  007.82663026 25
115  63.11376477  007.82665443
120 Linear Feature 46
111  63.11379901  007.82663389 25
115  63.11376534  007.82665805
120 Linear Feature 46
111  63.11379959  007.82663767 25
115  63.11376594  007.82666182
120 Linear Feature 46
111  63.11380016  007.82664137 25
115  63.11376653  007.82666551
120 Linear Feature 46
111  63.11380075  007.82664515 25
115  63.11376713  007.82666927
120 Linear Feature 46
111  63.11367303  007.82582032 25
115  63.11363791  007.82584571
120 Linear Feature 46
111  63.11367354  007.82582360 25
115  63.11363843  007.82584897
120 Linear Feature 46
111  63.11367404  007.82582683 25
115  63.11363894  007.82585219
120 Linear Feature 46
111  63.11367463  007.82583065 25
115  63.11363955  007.82585600
120 Linear Feature 46
111  63.11367520  007.82583436 25
115  63.11364013  007.82585970
120 Linear Feature 46
111  63.11367576  007.82583799 25
115  63.11364071  007.82586332
120 Linear Feature 46
111  63.11367635  007.82584177 25
115  63.11364131  007.82586709
120 Linear Feature 46
111  63.11367692  007.82584547 25
115  63.11364190  007.82587078
120 Linear Feature 46
111  63.11367751  007.82584925 25
115  63.11364250  007.82587455
120 Linear Feature 46
111  63.11355861  007.82508138 25
115  63.11352709  007.82510340
120 Linear Feature 46
111  63.11355912  007.82508466 25
115  63.11352761  007.82510667
120 Linear Feature 46
111  63.11355962  007.82508789 25
115  63.11352812  007.82510989
120 Linear Feature 46
111  63.11356021  007.82509171 25
115  63.11352872  007.82511370
120 Linear Feature 46
111  63.11356078  007.82509542 25
115  63.11352931  007.82511740
120 Linear Feature 46
111  63.11356134  007.82509905 25
115  63.11352989  007.82512102
120 Linear Feature 46
111  63.11356193  007.82510283 25
115  63.11353049  007.82512478
120 Linear Feature 46
111  63.11356250  007.82510653 25
115  63.11353108  007.82512848
120 Linear Feature 46
111  63.11356309  007.82511031 25
115  63.11353168  007.82513224
120 Linear Feature 46
111  63.11369147  007.82549132 25
115  63.11364750  007.82552587
120 Linear Feature 46
111  63.11369199  007.82549459 25
115  63.11364802  007.82552914
120 Linear Feature 46
111  63.11369251  007.82549781 25
115  63.11364853  007.82553236
120 Linear Feature 46
111  63.11369311  007.82550162 25
115  63.11364914  007.82553617
120 Linear Feature 46
111  63.11369370  007.82550532 25
115  63.11364973  007.82553987
120 Linear Feature 46
111  63.11369428  007.82550893 25
115  63.11365030  007.82554349
120 Linear Feature 46
111  63.11369488  007.82551270 25
115  63.11365090  007.82554726
120 Linear Feature 46
111  63.11369546  007.82551639 25
115  63.11365149  007.82555095
120 Linear Feature 46
111  63.11369606  007.82552016 25
115  63.11365209  007.82555471
120 Linear Feature 46
111  63.11383002  007.82618561 25
115  63.11375946  007.82624047
120 Linear Feature 46
111  63.11383052  007.82618889 25
115  63.11375998  007.82624374
120 Linear Feature 46
111  63.11383101  007.82619212 25
115  63.11376049  007.82624696
120 Linear Feature 46
111  63.11383159  007.82619595 25
115  63.11376110  007.82625077
120 Linear Feature 46
111  63.11383216  007.82619966 25
115  63.11376168  007.82625447
120 Linear Feature 46
111  63.11383271  007.82620330 25
115  63.11376226  007.82625809
120 Linear Feature 46
111  63.11383329  007.82620709 25
115  63.11376286  007.82626186
120 Linear Feature 46
111  63.11383386  007.82621079 25
115  63.11376345  007.82626555
120 Linear Feature 46
111  63.11383443  007.82621458 25
115  63.11376405  007.82626931
120 Linear Feature 45
111  63.11356498  007.82740093 30
111  63.11371294  007.82727005 30
111  63.11382740  007.82688849 30
111  63.11379530  007.82668076 30
111  63.11361163  007.82660125 30
111  63.11358712  007.82643950 30
111  63.11370781  007.82611460 30
111  63.11367007  007.82587032 30
111  63.11348946  007.82579482 30
111  63.11346852  007.82565652 30
111  63.11359383  007.82537693 30
111  63.11355761  007.82514257 30
111  63.11337934  007.82506785 30
111  63.11335236  007.82488972 30
111  63.11347155  007.82458559 30
111  63.11343848  007.82437158 30
111  63.11323945  007.82416205 30
115  63.11302930  007.82428922
120 Linear Feature 44
111  63.11305359  007.82478161 10
111  63.11303576  007.82479472
111  63.11316846  007.82555261 10
111  63.11314942  007.82556710
111  63.11328573  007.82632399 10
111  63.11326250  007.82634184
111  63.11340347  007.82709893 10
115  63.11337868  007.82711671
120 Linear Feature 43
111  63.11313774  007.82699414 10
112  63.11321947  007.82702092  63.11326323  007.82707141
111  63.11321947  007.82702092 10
111  63.11330800  007.82712318
112  63.11330800  007.82712318  63.11332855  007.82714758 10
111  63.11335002  007.82713896
111  63.11314997  007.82709893 10
112  63.11319279  007.82713750  63.11321379  007.82717284
111  63.11319279  007.82713750 10
111  63.11323017  007.82720283
111  63.11325400  007.82724622 10
111  63.11365923  007.82809992 10
112  63.11370000  007.82824679  63.11371096  007.82832919
111  63.11370000  007.82824679 10
111  63.11420811  007.83164674 10
112  63.11411627  007.83208727  63.11398468  007.83229026
111  63.11411627  007.83208727 10
111  63.11393479  007.83222437
111  63.11389254  007.83225629 10
111  63.11327438  007.83272330
112  63.11327438  007.83272330  63.11313738  007.83287598 10
111  63.11317837  007.83322496 10
115  63.11334955  007.83434153
120 Linear Feature 42
111  63.11291674  007.82555325 10
112  63.11299855  007.82557512  63.11302900  007.82561720
111  63.11299855  007.82557512
112  63.11299855  007.82557512  63.11305792  007.82565170 10
111  63.11312109  007.82559280
111  63.11323552  007.82636945 10
112  63.11319853  007.82658274  63.11319259  007.82671805
111  63.11319853  007.82658274 10
111  63.11319192  007.82675046
112  63.11319192  007.82675046  63.11318416  007.82691303 10
111  63.11313774  007.82699414
111  63.11308885  007.82702803 10
111  63.11248870  007.82747949
112  63.11248870  007.82747949  63.11231983  007.82757196 10
111  63.11226565  007.82723593 10
111  63.11215983  007.82654168 10
116  63.11226512  007.82604422  63.11241582  007.82587357
120 Linear Feature 41
112  63.11324396  007.82719424  63.11323576  007.82719122 10
112  63.11322663  007.82722163  63.11322526  007.82723978 10
112  63.11323901  007.82725996  63.11324722  007.82726299 10
114  63.11325635  007.82723258  63.11325772  007.82721443 10
120 Linear Feature 41
112  63.11400439  007.82836064  63.11393975  007.82833682 30
112  63.11386784  007.82857632  63.11385706  007.82871926 30
112  63.11396537  007.82887828  63.11403001  007.82890210 30
114  63.11410192  007.82866260  63.11411269  007.82851966 30
120 Linear Feature 41
112  63.11410205  007.82900905  63.11403741  007.82898522 30
112  63.11396551  007.82922473  63.11395473  007.82936767 30
112  63.11406304  007.82952668  63.11412768  007.82955050 30
114  63.11419959  007.82931100  63.11421036  007.82916806 30
120 Linear Feature 41
112  63.11420732  007.82970097  63.11414268  007.82967714 30
112  63.11407077  007.82991665  63.11405999  007.83005959 30
112  63.11416830  007.83021860  63.11423294  007.83024243 30
114  63.11430485  007.83000292  63.11431562  007.82985998 30
120 Linear Feature 41
112  63.11431203  007.83038788  63.11424739  007.83036406 30
112  63.11417548  007.83060356  63.11416471  007.83074651 30
112  63.11427301  007.83090552  63.11433765  007.83092934 30
114  63.11440956  007.83068984  63.11442034  007.83054690 30
120 Linear Feature 41
112  63.11441382  007.83105612  63.11434918  007.83103230 30
112  63.11427727  007.83127180  63.11426650  007.83141474 30
112  63.11437481  007.83157376  63.11443945  007.83159758 30
114  63.11451136  007.83135808  63.11452213  007.83121513 30
120 Linear Feature 41
112  63.11336764  007.82709831  63.11335944  007.82709529 10
112  63.11335030  007.82712570  63.11334894  007.82714385 10
112  63.11336269  007.82716404  63.11337090  007.82716706 10
114  63.11338003  007.82713665  63.11338139  007.82711850 10
120 Linear Feature 41
112  63.11325164  007.82632396  63.11324343  007.82632094 10
112  63.11323430  007.82635135  63.11323293  007.82636949 10
112  63.11324669  007.82638968  63.11325489  007.82639271 10
114  63.11326402  007.82636230  63.11326539  007.82634415 10
120 Linear Feature 41
112  63.11313793  007.82554725  63.11312972  007.82554422 10
112  63.11312059  007.82557463  63.11311922  007.82559278 10
112  63.11313298  007.82561297  63.11314118  007.82561600 10
114  63.11315031  007.82558559  63.11315168  007.82556744 10
120 Linear Feature 41
112  63.11302472  007.82477819  63.11301651  007.82477516 10
112  63.11300739  007.82480557  63.11300602  007.82482372 10
112  63.11301977  007.82484391  63.11302798  007.82484693 10
114  63.11303711  007.82481653  63.11303847  007.82479838 10
120 Linear Feature 40
111  63.11559622  007.84938857 10
111  63.11576016  007.85047018 10
112  63.11582561  007.85067065  63.11586507  007.85073003
111  63.11582561  007.85067065 10
111  63.11600280  007.85092918
112  63.11600280  007.85092918  63.11610527  007.85108066 10
112  63.11592060  007.85152905  63.11579675  007.85159327 10
112  63.11573063  007.85106652  63.11576241  007.85083263
111  63.11573063  007.85106652 10
111  63.11576972  007.85075528
112  63.11576972  007.85075528  63.11578287  007.85064621 10
115  63.11576016  007.85047018
120 Linear Feature 39
111  63.10953325  007.80938821 10
111  63.10935629  007.80822074 10
112  63.10935118  007.80801748  63.10936160  007.80793024
111  63.10935118  007.80801748 10
111  63.10940489  007.80747227
112  63.10940489  007.80747227  63.10942540  007.80723500 10
112  63.10917473  007.80701066  63.10901821  007.80709538 10
112  63.10908925  007.80766733  63.10916342  007.80781912
111  63.10908925  007.80766733 10
111  63.10930686  007.80808606
112  63.10930686  007.80808606  63.10934453  007.80815862 10
115  63.10935629  007.80822074
