I
1100 Generated by WorldEditor 1.7.1r2

1     41 1 0 ENAN Andøya Andenes
1302 city Andenes
112  69.28841732  016.15798223  69.28837235  016.15798018
111  69.28833206  016.15778010
112  69.28833206  016.15778010  69.28833232  016.15790456
112  69.28832086  016.15841385  69.28831111  016.15871067
111  69.28832086  016.15841385
112  69.28839677  016.15833778  69.28843159  016.15835830
111  69.28839677  016.15833778
111  69.28859083  016.15841984
112  69.28867486  016.15855146  69.28869808  016.15864582
111  69.28867486  016.15855146
111  69.28871356  016.15872582
111  69.28874681  016.15867625
112  69.28871670  016.15854428  69.28868913  016.15841095
111  69.28873290  016.15829334
111  69.28878852  016.15820479
112  69.28878852  016.15820479  69.28883568  016.15813710
111  69.28888706  016.15829676
111  69.28919832  016.15779754
112  69.28923701  016.15745224  69.28930049  016.15737018
111  69.28934220  016.15750694
111  69.28936670  016.15762295
111  69.28940464  016.15756400
111  69.28937485  016.15742659
112  69.28942623  016.15711377  69.28949806  016.15698658
111  69.28942623  016.15711377
111  69.28982689  016.15641975
113  69.28975222  016.15606021
110 2 0.00 332.9300 New Taxiway 27
111  69.28845511  016.15730846
111  69.28859551  016.15798193
111  69.28975222  016.15606021
113  69.28961194  016.15538475
110 1 0.00 329.6600 New Taxiway 26
111  69.28888868  016.15549616
111  69.28906463  016.15629488
111  69.28961194  016.15538475
112  69.28962326  016.15502289  69.28969029  016.15490473
111  69.28962326  016.15502289
111  69.28975297  016.15480873
111  69.28969725  016.15456257
111  69.28912655  016.15545538
112  69.28912655  016.15545538  69.28904646  016.15556123
113  69.28898009  016.15535257
110 2 0.00 59.9700 New Taxiway 25
111  69.28843486  016.15329102
111  69.28888868  016.15549616
111  69.28898009  016.15535257
113  69.28852365  016.15313841
110 1 0.00 150.1000 New Taxiway 24
111  69.28873127  016.15066031
111  69.28862446  016.15121749
111  69.28829502  016.15174916
111  69.28830073  016.15640647
111  69.28833076  016.15764939
111  69.28831733  016.15330825
112  69.28843486  016.15329102  69.28850172  016.15359526
111  69.28843486  016.15329102
111  69.28852365  016.15313841
111  69.28833387  016.15223996
111  69.28833213  016.15206520
111  69.28858808  016.15166398
112  69.28858808  016.15166398  69.28869617  016.15149167
111  69.28872127  016.15135629
113  69.28898070  016.15025845
110 1 0.00 93.4600 New Taxiway 23
112  69.28819900  016.15760741  69.28820084  016.15722223
111  69.28819900  016.15760741
111  69.28803042  016.15749529
111  69.28796273  016.15884359
111  69.28786795  016.15967724
111  69.28809039  016.15991968
111  69.28816134  016.15894401
114  69.28816134  016.15894401  69.28818937  016.15856668
110 1 0.00 90.4900 New Taxiway 22
111  69.28802249  016.15186184
112  69.28809470  016.15240627  69.28810071  016.15267848
111  69.28809470  016.15240627
111  69.28809470  016.15318037
112  69.28809470  016.15318037  69.28809169  016.15336326
111  69.28798338  016.15361846
111  69.28798338  016.15423094
111  69.28790816  016.15435429
112  69.28787657  016.15456270  69.28787657  016.15472858
111  69.28787657  016.15456270
111  69.28787055  016.15565580
112  69.28787055  016.15565580  69.28787128  016.15572050
111  69.28790214  016.15577064
111  69.28798939  016.15594077
111  69.28799625  016.15668895
111  69.28811927  016.15668927
112  69.28811927  016.15668927  69.28817944  016.15669282
111  69.28818820  016.15647291
111  69.28818787  016.15625266
112  69.28818787  016.15625266  69.28818787  016.15618531
111  69.28815837  016.15610480
111  69.28790690  016.15563243
111  69.28790690  016.15445427
111  69.28814308  016.15406722
112  69.28814308  016.15406722  69.28819573  016.15398215
111  69.28818971  016.15388432
111  69.28818670  016.15242969
112  69.28818670  016.15242969  69.28818490  016.15196524
113  69.28810547  016.15170237
110 2 0.00 332.6400 New Taxiway 20
111  69.28610015  016.14750010
111  69.28465893  016.14991897
111  69.28477826  016.15049756
113  69.28625058  016.14815080
110 2 0.00 252.7000 New Taxiway 20
111  69.28465893  016.14991897
112  69.28461856  016.14998050  69.28459391  016.15002423
111  69.28461856  016.14998050
112  69.28461856  016.14998050  69.28453850  016.15012249
112  69.28432683  016.15150425  69.28428955  016.15247074
111  69.28432683  016.15150425
112  69.28432683  016.15150425  69.28431695  016.15176040
112  69.28433039  016.15239400  69.28434407  016.15273275
111  69.28433039  016.15239400
111  69.28519134  016.15987660
111  69.28531991  016.15972943
111  69.28448055  016.15229306
112  69.28448055  016.15229306  69.28444295  016.15087694
113  69.28477826  016.15049756
110 2 0.00 332.8500 New Taxiway 20
111  69.28519134  016.15987660
112  69.28497456  016.16225095  69.28464662  016.16339493
111  69.28497456  016.16225095
111  69.28431465  016.16389140
112  69.28431465  016.16389140  69.28414917  016.16429894
111  69.28374739  016.16498938
111  69.28315130  016.16584400
112  69.28315130  016.16584400  69.28301967  016.16601764
111  69.28286548  016.16651375
111  69.28243374  016.16786598
112  69.28243374  016.16786598  69.28219932  016.16857823
111  69.28226676  016.16950308
111  69.28236589  016.17212324
112  69.28236589  016.17212324  69.28241102  016.17314023
111  69.28277356  016.17351373
112  69.28281117  016.17382840  69.28279811  016.17404742
111  69.28281117  016.17382840
111  69.28269534  016.17547403
112  69.28269534  016.17547403  69.28266313  016.17556016
111  69.28265623  016.17567389
112  69.28274047  016.17603959  69.28283971  016.17613310
111  69.28274047  016.17603959
112  69.28274047  016.17603959  69.28287540  016.17617001
111  69.28288338  016.17574193
112  69.28286834  016.17549955  69.28284657  016.17544541
111  69.28286834  016.17549955
111  69.28297364  016.17383265
112  69.28307570  016.17368292  69.28315056  016.17368784
111  69.28307570  016.17368292
111  69.28396220  016.17387711
112  69.28405274  016.17402969  69.28405883  016.17417489
111  69.28405274  016.17402969
111  69.28405831  016.17437635
112  69.28397270  016.17453221  69.28389348  016.17453959
111  69.28397270  016.17453221
111  69.28345449  016.17455760
111  69.28347625  016.17524666
111  69.28373481  016.17518760
111  69.28373742  016.17504487
111  69.28399597  016.17501287
112  69.28420317  016.17533772  69.28436739  016.17532001
111  69.28420317  016.17533772
111  69.28441297  016.17553707
111  69.28445650  016.17503010
111  69.28434071  016.17494643
112  69.28434071  016.17494643  69.28432943  016.17463457
111  69.28422058  016.17441731
111  69.28420230  016.17397433
112  69.28429719  016.17376268  69.28435862  016.17375205
111  69.28429719  016.17376268
112  69.28429719  016.17376268  69.28450403  016.17367763
111  69.28465442  016.17313823
111  69.28481329  016.17258449
112  69.28491849  016.17259064  69.28498499  016.17275130
111  69.28491849  016.17259064
111  69.28522999  016.17336101
112  69.28523201  016.17354331  69.28518630  016.17358843
111  69.28523201  016.17354331
111  69.28458683  016.17378111
111  69.28462456  016.17441484
111  69.28487484  016.17427333
111  69.28486904  016.17419129
111  69.28535280  016.17392684
111  69.28546283  016.17394051
111  69.28557225  016.17426867
111  69.28571674  016.17394735
111  69.28558954  016.17348417
112  69.28536308  016.17306030  69.28516575  016.17313209
111  69.28536308  016.17306030
111  69.28499891  016.17221215
112  69.28499891  016.17221215  69.28496868  016.17211815
111  69.28500762  016.17198819
111  69.28514168  016.17153781
112  69.28521655  016.17154273  69.28525625  016.17163724
111  69.28524180  016.17178146
112  69.28551776  016.17210386  69.28573506  016.17170811
111  69.28551776  016.17210386
111  69.28558219  016.17192174
112  69.28566750  016.17180114  69.28569471  016.17172081
111  69.28566750  016.17180114
111  69.28573366  016.17160425
111  69.28564051  016.17124000
111  69.28552299  016.17124738
111  69.28549861  016.17134090
112  69.28536542  016.17128430  69.28525990  016.17131678
111  69.28529142  016.17101603
111  69.28548100  016.17057580
111  69.28611912  016.16955061
112  69.28621053  016.16963183  69.28623873  016.16977655
112  69.28622881  016.17023483  69.28631447  016.17058629
111  69.28646212  016.17038497
112  69.28652045  016.17022498  69.28656014  016.17015115
111  69.28652045  016.17022498
111  69.28669456  016.16992471
111  69.28661011  016.16948414
111  69.28651696  016.16953583
111  69.28647692  016.16959982
112  69.28635069  016.16946199  69.28628383  016.16941178
111  69.28635069  016.16946199
112  69.28635069  016.16946199  69.28627756  016.16930841
111  69.28635591  016.16917895
111  69.28694952  016.16818995
112  69.28694952  016.16818995  69.28735389  016.16752137
111  69.28757154  016.16652645
112  69.28769777  016.16657321  69.28773694  016.16677997
111  69.28769777  016.16657321
111  69.28772127  016.16680704
111  69.28769864  016.16695473
111  69.28766295  016.16720333
111  69.28778831  016.16751592
111  69.28793195  016.16701872
112  69.28800682  016.16632953  69.28791976  016.16577817
111  69.28800682  016.16632953
111  69.28814388  016.16588768
111  69.28818789  016.16599723
111  69.28838377  016.16542864
111  69.28819921  016.16494373
111  69.28800595  016.16554432
111  69.28802145  016.16558291
111  69.28782748  016.16619169
112  69.28773259  016.16611292  69.28769080  016.16601446
111  69.28772389  016.16582247
112  69.28794792  016.16412358  69.28799558  016.16337639
111  69.28794792  016.16412358
111  69.28799798  016.16324361
112  69.28811841  016.16322309  69.28817076  016.16341194
111  69.28811841  016.16322309
111  69.28816484  016.16338924
112  69.28816484  016.16338924  69.28827495  016.16370568
111  69.28838683  016.16339539
111  69.28849782  016.16359026
111  69.28859866  016.16312463
111  69.28849637  016.16288669
112  69.28840569  016.16274105  69.28838764  016.16261855
111  69.28840569  016.16274105
112  69.28840569  016.16274105  69.28830641  016.16233784
111  69.28818660  016.16263234
111  69.28815250  016.16268772
112  69.28815250  016.16268772  69.28804780  016.16281021
111  69.28805602  016.16253388
111  69.28798978  016.16130317
112  69.28788674  016.16138788  69.28779467  016.16134195
111  69.28788674  016.16138788
111  69.28774082  016.16132408
112  69.28774082  016.16132408  69.28763251  016.16127305
111  69.28745048  016.16137086
111  69.28613876  016.16207046
112  69.28613876  016.16207046  69.28605832  016.16211771
111  69.28603647  016.16190459
111  69.28602895  016.16177275
112  69.28609213  016.16142826  69.28609108  016.16124220
111  69.28609213  016.16142826
111  69.28621548  016.16127941
111  69.28615832  016.16067974
111  69.28594470  016.16087113
112  69.28575503  016.16137947  69.28576862  016.16187564
111  69.28575503  016.16137947
112  69.28575503  016.16137947  69.28577279  016.16168958
111  69.28587400  016.16185781
111  69.28588604  016.16201517
112  69.28588604  016.16201517  69.28589230  016.16215398
111  69.28582887  016.16219805
112  69.28536103  016.16184930  69.28506317  016.16134748
111  69.28536103  016.16184930
112  69.28531439  016.16149632  69.28535050  016.16127943
111  69.28531439  016.16149632
112  69.28531439  016.16149632  69.28543173  016.16064577
113  69.28531991  016.15972943
111  69.28546773  016.16241090
112  69.28546773  016.16241090  69.28576884  016.16280896
111  69.28603812  016.16248533
112  69.28608827  016.16294961  69.28600469  016.16330403
111  69.28608827  016.16294961
112  69.28608827  016.16294961  69.28602454  016.16321247
111  69.28608200  016.16344226
111  69.28602935  016.16352377
111  69.28599174  016.16379667
111  69.28610958  016.16410147
111  69.28617100  016.16393844
111  69.28624747  016.16360883
111  69.28628884  016.16353086
112  69.28625625  016.16280430  69.28607343  016.16242035
111  69.28625625  016.16280430
112  69.28625625  016.16280430  69.28615909  016.16250896
111  69.28628633  016.16235065
111  69.28679530  016.16207773
112  69.28690185  016.16241089  69.28686550  016.16270152
111  69.28690185  016.16241089
111  69.28641094  016.16477071
111  69.28659021  016.16505425
111  69.28673638  016.16437022
111  69.28670053  016.16429933
111  69.28693655  016.16317256
112  69.28704812  016.16316193  69.28710645  016.16309548
111  69.28704812  016.16316193
111  69.28727001  016.16326472
111  69.28728380  016.16280396
111  69.28720106  016.16271889
111  69.28713713  016.16272244
112  69.28706818  016.16244953  69.28700299  016.16235029
111  69.28706818  016.16244953
112  69.28706818  016.16244953  69.28693781  016.16226877
111  69.28705815  016.16194269
111  69.28750694  016.16170876
112  69.28750694  016.16170876  69.28768495  016.16162369
111  69.28789556  016.16177964
112  69.28795448  016.16203484  69.28794445  016.16222269
111  69.28795448  016.16203484
111  69.28782211  016.16394456
112  69.28745261  016.16635720  69.28717750  016.16724525
111  69.28745261  016.16635720
112  69.28733376  016.16638272  69.28727610  016.16627285
111  69.28733376  016.16638272
111  69.28715174  016.16595740
111  69.28716528  016.16574900
111  69.28735332  016.16525988
111  69.28739394  016.16537897
111  69.28758348  016.16482606
111  69.28742553  016.16440500
111  69.28707352  016.16543428
112  69.28707352  016.16543428  69.28691932  016.16518618
111  69.28683433  016.16567670
111  69.28673204  016.16585959
111  69.28668841  016.16610626
111  69.28679522  016.16643800
111  69.28690052  016.16611477
112  69.28690052  016.16611477  69.28695693  016.16622464
111  69.28705396  016.16616155
111  69.28727058  016.16663790
112  69.28728262  016.16693562  69.28725002  016.16703486
111  69.28728262  016.16693562
111  69.28691857  016.16781174
111  69.28578408  016.16964978
112  69.28565471  016.16963277  69.28560073  016.16947279
111  69.28561710  016.16937760
111  69.28578857  016.16805798
111  69.28583016  016.16810115
111  69.28592038  016.16739053
111  69.28572090  016.16715338
111  69.28552082  016.16877371
112  69.28552082  016.16877371  69.28544059  016.16870283
111  69.28536287  016.16898210
111  69.28523049  016.16907991
111  69.28518385  016.16931381
111  69.28526358  016.16971357
111  69.28537942  016.16946691
112  69.28537942  016.16946691  69.28540825  016.16959804
111  69.28548321  016.16962001
112  69.28551029  016.17008781  69.28539596  016.17030896
111  69.28551029  016.17008781
112  69.28551029  016.17008781  69.28536588  016.17022816
111  69.28520040  016.17061515
111  69.28455112  016.17283778
112  69.28410505  016.17348157  69.28377159  016.17361269
111  69.28410505  016.17348157
112  69.28403715  016.17305927  69.28412866  016.17277576
111  69.28403715  016.17305927
112  69.28403715  016.17305927  69.28416878  016.17271197
111  69.28409147  016.17244206
111  69.28420116  016.17218513
111  69.28408625  016.17185733
111  69.28401417  016.17194002
111  69.28392641  016.17227077
112  69.28385851  016.17295000  69.28397008  016.17348865
111  69.28385851  016.17295000
112  69.28385851  016.17295000  69.28396632  016.17334336
111  69.28382717  016.17344022
111  69.28306025  016.17331100
112  69.28306025  016.17331100  69.28295871  016.17329683
111  69.28283356  016.17317221
112  69.28278551  016.17294779  69.28279804  016.17279541
111  69.28288266  016.17274403
112  69.28302578  016.17238967  69.28303832  016.17192546
111  69.28302578  016.17238967
111  69.28318979  016.17234537
111  69.28316577  016.17185517
111  69.28306548  016.17181973
111  69.28292967  016.17195262
112  69.28292967  016.17195262  69.28273787  016.17175772
111  69.28273641  016.17228040
112  69.28271760  016.17265543  69.28267999  016.17279008
111  69.28259747  016.17270858
112  69.28248539  016.17198415  69.28247160  016.17168295
111  69.28248539  016.17198415
111  69.28238965  016.16918045
112  69.28238965  016.16918045  69.28238213  016.16893949
111  69.28241490  016.16872766
112  69.28255245  016.16875965  69.28259507  016.16906794
111  69.28255245  016.16875965
111  69.28256638  016.16889007
112  69.28256638  016.16889007  69.28258017  016.16912395
111  69.28266649  016.16920752
111  69.28264908  016.16942654
111  69.28266562  016.16969969
111  69.28282319  016.16973168
111  69.28284234  016.16945853
111  69.28282841  016.16902542
111  69.28284931  016.16888761
112  69.28284931  016.16888761  69.28286811  016.16835608
111  69.28267868  016.16838806
111  69.28261948  016.16841759
112  69.28261948  016.16841759  69.28250164  016.16839633
111  69.28254461  016.16810261
111  69.28303840  016.16658485
112  69.28303840  016.16658485  69.28313329  016.16629939
111  69.28329869  016.16607052
112  69.28342840  016.16633876  69.28341587  016.16666478
111  69.28342840  016.16633876
111  69.28341883  016.16647411
112  69.28341883  016.16647411  69.28340002  016.16670445
111  69.28343363  016.16686540
111  69.28338052  016.16700567
111  69.28334831  016.16725423
111  69.28348329  016.16757690
111  69.28361471  016.16700813
112  69.28368870  016.16647165  69.28364107  016.16613854
111  69.28368870  016.16647165
112  69.28368870  016.16647165  69.28362728  016.16611728
112  69.28351633  016.16605329  69.28346493  016.16578751
111  69.28351633  016.16605329
112  69.28351633  016.16605329  69.28347747  016.16586193
111  69.28356160  016.16570876
111  69.28384540  016.16528301
112  69.28394900  016.16534454  69.28398159  016.16547920
111  69.28394900  016.16534454
111  69.28407697  016.16589825
112  69.28408306  016.16617881  69.28405695  016.16635108
111  69.28408306  016.16617881
112  69.28408306  016.16617881  69.28407436  016.16648644
111  69.28414749  016.16658242
111  69.28410657  016.16676699
111  69.28410483  016.16702540
111  69.28426588  016.16714599
111  69.28429809  016.16689250
111  69.28431986  016.16653566
112  69.28431986  016.16653566  69.28439298  016.16635600
111  69.28436251  016.16612467
112  69.28425282  016.16585642  69.28416142  016.16583673
111  69.28425282  016.16585642
112  69.28425282  016.16585642  69.28419885  016.16584903
111  69.28418057  016.16576782
111  69.28404215  016.16517226
112  69.28407001  016.16487201  69.28412006  016.16475101
111  69.28407001  016.16487201
111  69.28425021  016.16451763
112  69.28434945  016.16454716  69.28438500  016.16463535
111  69.28434945  016.16454716
111  69.28458886  016.16537653
112  69.28460017  016.16562263  69.28459219  016.16576004
111  69.28460017  016.16562263
112  69.28460017  016.16562263  69.28458276  016.16610459
111  69.28476000  016.16606916
111  69.28520802  016.16639639
111  69.28519778  016.16650813
111  69.28545822  016.16671732
111  69.28551699  016.16612460
111  69.28496602  016.16571822
112  69.28490377  016.16556195  69.28492481  016.16546555
111  69.28490377  016.16556195
111  69.28500157  016.16510583
111  69.28481715  016.16491837
111  69.28476318  016.16511772
112  69.28469614  016.16517187  69.28464681  016.16507753
111  69.28469614  016.16517187
111  69.28447746  016.16444910
112  69.28446242  016.16412307  69.28448636  016.16405539
111  69.28446242  016.16412307
111  69.28502834  016.16267898
112  69.28502834  016.16267898  69.28510878  016.16246930
111  69.28517251  016.16226434
112  69.28527279  016.16216865  69.28533562  016.16226663
113  69.28527279  016.16216865
110 2 0.00 279.9200 New Taxiway 20
111  69.28805602  016.16253388
111  69.28829316  016.15904061
112  69.28829316  016.15904061  69.28830620  016.15880167
112  69.28832086  016.15841385  69.28832674  016.15823522
111  69.28832086  016.15841385
112  69.28832086  016.15841385  69.28833062  016.15811704
112  69.28833206  016.15778010  69.28833181  016.15765564
111  69.28833206  016.15778010
112  69.28833206  016.15778010  69.28833189  016.15769338
111  69.28833076  016.15764939
111  69.28818820  016.15647291
112  69.28811927  016.15668927  69.28805909  016.15668573
111  69.28811927  016.15668927
111  69.28799625  016.15668895
111  69.28800042  016.15699232
111  69.28812829  016.15699658
112  69.28819899  016.15720074  69.28820400  016.15732125
111  69.28819899  016.15720074
111  69.28819900  016.15760741
112  69.28819900  016.15760741  69.28819715  016.15799259
112  69.28816134  016.15894401  69.28813332  016.15932135
111  69.28816134  016.15894401
113  69.28798978  016.16130317
110 2 0.00 269.2000 New Taxiway 20
111  69.28833076  016.15764939
111  69.28830073  016.15640647
111  69.28829502  016.15174916
111  69.28862446  016.15121749
111  69.28873127  016.15066031
111  69.28810547  016.15170237
112  69.28818670  016.15242969  69.28818851  016.15289415
111  69.28818670  016.15242969
111  69.28818971  016.15388432
112  69.28814308  016.15406722  69.28809043  016.15415228
111  69.28814308  016.15406722
111  69.28790690  016.15445427
111  69.28790690  016.15563243
111  69.28815837  016.15610480
112  69.28818787  016.15625266  69.28818787  016.15632000
111  69.28818787  016.15625266
113  69.28818820  016.15647291
110 1 0.00 330.4900 New Taxiway 19
111  69.28983517  016.14029182
112  69.28985387  016.14135326  69.28970830  016.14178691
111  69.28985387  016.14135326
111  69.28647467  016.14678331
112  69.28633928  016.14667102  69.28630245  016.14651792
111  69.28633928  016.14667102
111  69.28596415  016.14482399
112  69.28596415  016.14482399  69.28591877  016.14460126
112  69.28594023  016.14417118  69.28586874  016.14379149
112  69.28564608  016.14399682  69.28558340  016.14410314
112  69.28556846  016.14477764  69.28563561  016.14516345
112  69.28579591  016.14521143  69.28582408  016.14534004
111  69.28579591  016.14521143
111  69.28617681  016.14710481
112  69.28617681  016.14710481  69.28618764  016.14724567
111  69.28610015  016.14750010
111  69.28625058  016.14815080
111  69.28690655  016.14699272
112  69.28712071  016.14725263  69.28719869  016.14758335
111  69.28712071  016.14725263
111  69.28772051  016.15015472
111  69.28772652  016.15105215
111  69.28836293  016.15000195
111  69.28826206  016.14973365
112  69.28788297  016.14949121  69.28777466  016.14901910
111  69.28788297  016.14949121
111  69.28740976  016.14722892
112  69.28757132  016.14588773  69.28785466  016.14540268
111  69.28757132  016.14588773
111  69.29017067  016.14176593
112  69.29017067  016.14176593  69.29039682  016.14142783
113  69.29070219  016.14179075
110 1 0.00 344.2300 New Taxiway 18
111  69.28292835  016.12834447
111  69.28279188  016.12873023
111  69.27950127  016.13120369
111  69.27957604  016.13188447
111  69.28168590  016.13025098
112  69.28168590  016.13025098  69.28176262  016.13022547
111  69.28180016  016.13056494
111  69.28202855  016.13290412
112  69.28202855  016.13290412  69.28193830  016.13323721
111  69.28198092  016.13359155
112  69.28222036  016.13398134  69.28241968  016.13390339
111  69.28239711  016.13330808
112  69.28223039  016.13267735  69.28207619  016.13244702
111  69.28223039  016.13267735
111  69.28200961  016.13028367
112  69.28208714  016.12994034  69.28218341  016.12985105
111  69.28208714  016.12994034
111  69.28317244  016.12910008
112  69.28317244  016.12910008  69.28322660  016.12905926
113  69.28339448  016.12921234
110 1 0.00 130.2000 New Taxiway 18
111  69.27950127  016.13120369
112  69.27950127  016.13120369  69.27931281  016.13132001
111  69.27919575  016.13158704
112  69.27901481  016.13153544  69.27896342  016.13136183
