I
1100 Generated by WorldEditor 1.7.21r1

1     32 1 0 ESSP Norrkoping Kungsangen
1302 city Norrköping
110 1 0.00 0.0000 New Taxiway 5
111  58.59147384  016.24001886
111  58.59174716  016.24000551
111  58.59179586  016.24008915
111  58.59182965  016.24003602
111  58.59186678  016.24011398
111  58.59206719  016.23972897
111  58.59185848  016.23929796
111  58.59175611  016.23949440
111  58.59173408  016.23945381
111  58.59168455  016.23954207
111  58.59169647  016.23957259
111  58.59161001  016.23974042
112  58.59166434  016.23994731  58.59164805  016.24003560
111  58.59166434  016.23994731
112  58.59166434  016.23994731  58.59165859  016.23995466
113  58.59147017  016.23995862
110 1 0.00 0.0000 New Taxiway 6
111  58.59146394  016.24068506
111  58.59144820  016.24077723
111  58.59156587  016.24088278
113  58.59158613  016.24079876
110 1 0.00 0.0000 New Taxiway 25
112  58.58587158  016.23192859  58.58586613  016.23197794
111  58.58587158  016.23192859
112  58.58587158  016.23192859  58.58582638  016.23220522 3 102
111  58.58574129  016.23223518 3 102
111  58.58462750  016.23220677
111  58.58462639  016.23255503
111  58.58462422  016.23323082 3 102
112  58.58489197  016.23268413  58.58514503  016.23251851
111  58.58489197  016.23268413
112  58.58489197  016.23268413  58.58502762  016.23264816 3 102
112  58.58529630  016.23267081  58.58542052  016.23268883
111  58.58529630  016.23267081
112  58.58529630  016.23267081  58.58558561  016.23271277 3 102
112  58.58582095  016.23285679  58.58583786  016.23287353
111  58.58582095  016.23285679
112  58.58582095  016.23285679  58.58586769  016.23291546 3 102
112  58.58589619  016.23309493  58.58590463  016.23316649
111  58.58589619  016.23309493
112  58.58589619  016.23309493  58.58590112  016.23313667
111  58.58590208  016.23316604
111  58.58591226  016.23176942
113  58.58587712  016.23177007 3 102
110 2 0.00 0.0000 New Taxiway 12
111  58.58403746  016.23327888
111  58.58402103  016.23332203
111  58.58396912  016.23325233
111  58.58394058  016.23332867
111  58.58399334  016.23339173
111  58.58397085  016.23343654
111  58.58408937  016.23361080
113  58.58415598  016.23343820
110 1 0.00 0.0000 New Taxiway 27
111  58.58462750  016.23220677 3
111  58.58457704  016.23219557 3
112  58.58448861  016.23200359  58.58448721  016.23186622
111  58.58448861  016.23200359
112  58.58448861  016.23200359  58.58448319  016.23189768 3
111  58.58451030  016.23047757
111  58.58453729  016.22951255
111  58.58455564  016.22885629
111  58.58458402  016.22784171
111  58.58458553  016.22779262
111  58.58461083  016.22696738
112  58.58456385  016.22663181  58.58450459  016.22649229
111  58.58456385  016.22663181
112  58.58456385  016.22663181  58.58450055  016.22652329
111  58.58435742  016.22636564
111  58.58435614  016.22591303
111  58.58377638  016.22584231
111  58.58387356  016.22820172
111  58.58403137  016.22818926
111  58.58444519  016.22815657
111  58.58442935  016.22880379
111  58.58408050  016.22873202
111  58.58401222  016.22938513
111  58.58443214  016.22955988
111  58.58444338  016.22956456
111  58.58442247  016.23044376
111  58.58415484  016.23035447
111  58.58400487  016.23034471
111  58.58400770  016.23113657
111  58.58369167  016.23117070
111  58.58368702  016.23125999
111  58.58340318  016.23130367
111  58.58339844  016.23095640
111  58.58309629  016.23100551
111  58.58311525  016.23178247
111  58.58313259  016.23249314
111  58.58331291  016.23247082
111  58.58331407  016.23263075
111  58.58375060  016.23256072
111  58.58374519  016.23292303
111  58.58347059  016.23292081
111  58.58347291  016.23464413
111  58.58361352  016.23463479
112  58.58363484  016.23459460  58.58364792  016.23459114
111  58.58372839  016.23461142
112  58.58374520  016.23468431  58.58374475  016.23473449
112  58.58373276  016.23560403  58.58373276  016.23566234
111  58.58372425  016.23567098
111  58.58356359  016.23566512
111  58.58357136  016.23585999
111  58.58335655  016.23583170
111  58.58335223  016.23626277
111  58.58307774  016.23629685
112  58.58292601  016.23644781  58.58290965  016.23655546
111  58.58292601  016.23644781
112  58.58292601  016.23644781  58.58291978  016.23647173
111  58.58284921  016.23648353
111  58.58285154  016.23713981
111  58.58289576  016.23716659
111  58.58289576  016.23740768
111  58.58405710  016.23746624
111  58.58405759  016.23705924
111  58.58435857  016.23709465 3
111  58.58434060  016.23895702 3
112  58.58429616  016.23913865  58.58426143  016.23922384
111  58.58429616  016.23913865
112  58.58429616  016.23913865  58.58427155  016.23919902 3
112  58.58417921  016.23926449  58.58412404  016.23927523
111  58.58417921  016.23926449
112  58.58417921  016.23926449  58.58417155  016.23926421 3
111  58.58384728  016.23926290 3
111  58.58384799  016.23905624
111  58.58340976  016.23906198
111  58.58339580  016.24044599
111  58.58384728  016.24044153
111  58.58384403  016.23967625 3
111  58.58384337  016.23951968 3
112  58.58417715  016.23952889  58.58421721  016.23953512 3
111  58.58428567  016.23967570
112  58.58424273  016.23975844  58.58419781  016.23975948
111  58.58424273  016.23975844
112  58.58424273  016.23975844  58.58424003  016.23977090
111  58.58423875  016.23979792
111  58.58430968  016.23979886
111  58.58431416  016.23991614
111  58.58432971  016.23991171 3
111  58.58433129  016.24002446 3
111  58.58453538  016.24002059 3
111  58.58453212  016.23973594 3
111  58.58453163  016.23969290 3
112  58.58446861  016.23939062  58.58446731  016.23931835
111  58.58446861  016.23939062
112  58.58446861  016.23939062  58.58446793  016.23935244 3
112  58.58448865  016.23711544  58.58449878  016.23603391
111  58.58448865  016.23711544
112  58.58448865  016.23711544  58.58448906  016.23707126 3
112  58.58448988  016.23698333  58.58449030  016.23693947
111  58.58448988  016.23698333
112  58.58448988  016.23698333  58.58449847  016.23606875 3
111  58.58450639  016.23524316 3
112  58.58453600  016.23518428  58.58456360  016.23518117
111  58.58453600  016.23518428
112  58.58453600  016.23518428  58.58453692  016.23518423 3
111  58.58460764  016.23518119 3
111  58.58462422  016.23323082
113  58.58462639  016.23255503
111  58.58435978  016.23694086
111  58.58382150  016.23686578
111  58.58381552  016.23683997
111  58.58384735  016.23545282 30
111  58.58396670  016.23545668 30
111  58.58396756  016.23558342 30
111  58.58406658  016.23558771 30
111  58.58406791  016.23546419 30
113  58.58436755  016.23547963 3
111  58.58415598  016.23343820
111  58.58408937  016.23361080
111  58.58397085  016.23343654
111  58.58399334  016.23339173
111  58.58394058  016.23332867
111  58.58396912  016.23325233
111  58.58402103  016.23332203
113  58.58403746  016.23327888
111  58.58391614  016.23416961
111  58.58396804  016.23424557
111  58.58395549  016.23428355
113  58.58390214  016.23420018
111  58.58406943  016.23515808
111  58.58402438  016.23528006
111  58.58397281  016.23519554
113  58.58401336  016.23507837
111  58.58396130  016.23507645
111  58.58395079  016.23511199
111  58.58389322  016.23503323
113  58.58390473  016.23499194
111  58.58414596  016.23233238
111  58.58408685  016.23246930
111  58.58397775  016.23233284
111  58.58395493  016.23240291
111  58.58391456  016.23234621
111  58.58395709  016.23223280
111  58.58394411  016.23220929
111  58.58396567  016.23216735
111  58.58398537  016.23216852
111  58.58402074  016.23221116
113  58.58404215  016.23217749
111  58.58396567  016.23216735
111  58.58397386  016.23214744
113  58.58398537  016.23216852
110 2 0.00 0.0000 New Taxiway 5
111  58.58423875  016.23979792
111  58.58423810  016.23983890
111  58.58418197  016.23983724
111  58.58418203  016.23991949
111  58.58431416  016.23991614
113  58.58430968  016.23979886
110 1 0.00 0.0000 New Taxiway 6
111  58.58605094  016.26516972
111  58.58605098  016.26552493 3 102
112  58.58664976  016.26680656  58.58672242  016.26712921 3 102
111  58.58668606  016.26855363 3 102
112  58.58662756  016.26899081  58.58658322  016.26917643
111  58.58662756  016.26899081
112  58.58662756  016.26899081  58.58661401  016.26904752 3 102
112  58.58657801  016.26913342  58.58655838  016.26916877
111  58.58657801  016.26913342
112  58.58657801  016.26913342  58.58649410  016.26928446 3 102
111  58.58626418  016.26929298 3 102
111  58.58627175  016.26877565 3 102
111  58.58603412  016.26777170
111  58.58603254  016.26776501
111  58.58601239  016.26955457
111  58.58602018  016.26955492 3 102
111  58.58648417  016.26957535 3 102
112  58.58679173  016.26911223  58.58687833  016.26870348
111  58.58679173  016.26911223
112  58.58679173  016.26911223  58.58680653  016.26904237 3 102
112  58.58682258  016.26887011  58.58682776  016.26877806
111  58.58682258  016.26887011
112  58.58682258  016.26887011  58.58682172  016.26874896 3 102
111  58.58683192  016.26692616 3 102
112  58.58678239  016.26666516  58.58674417  016.26652656
111  58.58678239  016.26666516
112  58.58678239  016.26666516  58.58675892  016.26658004 3 102
112  58.58667790  016.26641606  58.58663050  016.26634331
111  58.58667790  016.26641606
114  58.58667790  016.26641606  58.58664156  016.26633838 3 102
110 2 0.00 0.0000 New Taxiway 15
111  58.58390214  016.23420018
111  58.58395549  016.23428355
111  58.58396804  016.23424557
113  58.58391614  016.23416961
110 3 0.00 0.0000 New Taxiway 23
111  58.58776492  016.24669352
111  58.58816557  016.24670110
112  58.58837365  016.24641706  58.58843290  016.24640603
111  58.58837365  016.24641706
112  58.58837365  016.24641706  58.58842024  016.24639609
112  58.58862062  016.24638793  58.58862694  016.24638312
111  58.59062878  016.24325612
111  58.59070545  016.24305208
112  58.59113890  016.24131640  58.59136808  016.24061422
111  58.59113890  016.24131640
112  58.59113890  016.24131640  58.59114101  016.24131193
111  58.59116933  016.24121301
111  58.59110473  016.24116243
111  58.59111339  016.24110594
111  58.59118590  016.24115897
111  58.59126541  016.24084112
111  58.59117844  016.24074894
111  58.59120163  016.24066312
112  58.59134090  016.24017251  58.59134321  016.23990716
111  58.59176190  016.23924785
112  58.59176589  016.23872437  58.59178221  016.23841848
111  58.59248175  016.23741812
113  58.59088130  016.23416669
110 2 0.00 0.0000 New Taxiway 34
111  58.58404215  016.23217749
111  58.58402074  016.23221116
111  58.58398537  016.23216852
111  58.58397386  016.23214744
111  58.58396567  016.23216735
111  58.58394411  016.23220929
111  58.58395709  016.23223280
111  58.58391456  016.23234621
111  58.58395493  016.23240291
111  58.58397775  016.23233284
111  58.58408685  016.23246930
113  58.58414596  016.23233238
110 2 0.00 0.0000 New Taxiway 36
111  58.58401336  016.23507837
111  58.58397371  016.23519426
111  58.58402438  016.23528006
113  58.58406943  016.23515808
110 2 0.00 0.0000 New Taxiway 37
111  58.58390473  016.23499194
111  58.58389322  016.23503323
111  58.58395079  016.23511199
113  58.58396130  016.23507645
130 Airport Boundary 7
111  58.58756758  016.26236503
111  58.58821989  016.26088922
111  58.58831697  016.24993075
111  58.58921790  016.24790471
111  58.58957236  016.24801806
111  58.59039206  016.24679960
111  58.59070960  016.24454677
111  58.59136529  016.24300287
111  58.59174174  016.24116206
111  58.59275320  016.23744103
111  58.58980908  016.23219340
111  58.58641199  016.22686459
111  58.58635882  016.22645682
111  58.58596537  016.22623245
111  58.58513593  016.22876180
111  58.58469994  016.22851702
111  58.58480628  016.22680359
111  58.58460423  016.22555931
111  58.58362591  016.22551852
111  58.58343636  016.22845440
111  58.58248021  016.22848749
111  58.58156994  016.23313109
111  58.58162674  016.23579899
111  58.58205405  016.23617934
111  58.58224636  016.23934372
111  58.58243141  016.24275856
111  58.58395560  016.24250358
111  58.58390560  016.26591418
111  58.58401469  016.27380880
113  58.58748843  016.27387680
120 Linear Feature 28
111  58.58390951  016.23515422 1
115  58.58395336  016.23503403
120 Linear Feature 27
111  58.58388734  016.23512001 1
111  58.58391608  016.23504048 1
115  58.58393312  016.23499336
120 Linear Feature 26
111  58.58436076  016.23525329 1
112  58.58405642  016.23523024  58.58404003  016.23521082 1
115  58.58390890  016.23503066
120 Linear Feature 25
111  58.58443655  016.23525717 1
115  58.58439834  016.23525619
120 Linear Feature 19
111  58.58395346  016.23329083 1
112  58.58396193  016.23320618  58.58396451  016.23318636 1
115  58.58398067  016.23314069
120 Linear Feature 18
111  58.58390385  016.23333153 1
115  58.58393223  016.23326120
120 Linear Feature 17
112  58.58445770  016.23399290  58.58428567  016.23403728 1
111  58.58425458  016.23371110 1
111  58.58395346  016.23329083 1
111  58.58393223  016.23326120 1
115  58.58395181  016.23321267
120 Linear Feature 16
111  58.58452938  016.23394306 1
115  58.58449240  016.23396415
120 Linear Feature 12
111  58.58837253  016.24642670 2
115  58.58838926  016.24651741
120 Linear Feature 11
111  58.58841357  016.24667007 2
115  58.58842978  016.24674782
120 Linear Feature 10
111  58.58709895  016.24668202 2
115  58.58709788  016.24679412
120 Linear Feature 9
111  58.58680781  016.24678529 4
115  58.58680754  016.24667680
120 Linear Feature 8
111  58.58627871  016.24671403 1
112  58.58600660  016.24717550  58.58599277  016.24762210
111  58.58600660  016.24717550 1
115  58.58599968  016.24824115
120 Linear Feature 7
112  58.58843652  016.24669604  58.58849307  016.24667239 1
111  58.58863243  016.24644872 1
111  58.59012601  016.24413354 1
112  58.59063042  016.24333622  58.59066145  016.24327934
111  58.59063042  016.24333622
112  58.59063042  016.24333622  58.59066894  016.24327809 1
111  58.59072281  016.24308425 1
112  58.59096513  016.24202290  58.59100828  016.24184522 1
115  58.59116746  016.24133594
120 Linear Feature 6
111  58.58839273  016.24646864 1
112  58.58844421  016.24644725  58.58847045  016.24644133
111  58.58844421  016.24644725
112  58.58844421  016.24644725  58.58847045  016.24644133 1
115  58.58863243  016.24644872
120 Linear Feature 5
111  58.58816668  016.24676010 1
112  58.58828805  016.24656478  58.58833398  016.24649443
111  58.58828805  016.24656478
112  58.58828805  016.24656478  58.58833861  016.24649962 1
115  58.58837506  016.24648004
120 Linear Feature 4
111  58.58711226  016.24672693 1
111  58.58816668  016.24676010 1
112  58.58830016  016.24675458  58.58835535  016.24675161 1
115  58.58840867  016.24671404
120 Linear Feature 3
111  58.58682033  016.24672387 1
115  58.58708729  016.24672877
120 Linear Feature 2
111  58.58601943  016.24515351 1
111  58.58601316  016.24625362
112  58.58601316  016.24625362  58.58602817  016.24664279 1
111  58.58627871  016.24671403 1
115  58.58679146  016.24672415
120 Linear Feature 17
111  58.58609857  016.26944257 1
112  58.58619628  016.26928545  58.58619572  016.26923427
111  58.58619628  016.26928545
112  58.58619628  016.26928545  58.58619850  016.26924813 1
111  58.58619979  016.26889542 1
112  58.58587343  016.26775648  58.58584462  016.26766363
111  58.58587343  016.26775648
112  58.58587343  016.26775648  58.58584346  016.26766363 1
111  58.58584554  016.26753717 1
115  58.58584692  016.26645738
120 Linear Feature 16
111  58.58609857  016.26944257 1
112  58.58586974  016.26946725  58.58573837  016.26939872
111  58.58586974  016.26946725
112  58.58586974  016.26946725  58.58572911  016.26933898 1
112  58.58569896  016.26910246  58.58570241  016.26899634
111  58.58569896  016.26910246
112  58.58569896  016.26910246  58.58569823  016.26899696 1
112  58.58569896  016.26882389  58.58570086  016.26873258
111  58.58569896  016.26882389
112  58.58569896  016.26882389  58.58570472  016.26869124 1
115  58.58578608  016.26852144
120 Linear Feature 15
111  58.58673139  016.26909296 1
112  58.58646986  016.26944759  58.58629869  016.26944972
111  58.58646986  016.26944759
112  58.58646986  016.26944759  58.58641818  016.26944972 1
111  58.58609857  016.26944257 1
112  58.58582977  016.26887422  58.58582286  016.26841436
111  58.58582977  016.26887422
112  58.58582977  016.26887422  58.58583093  016.26872167 1
115  58.58584415  016.26780512
120 Linear Feature 14
111  58.58673407  016.26674098 1
112  58.58677036  016.26693905  58.58677258  016.26700623 1
112  58.58675584  016.26885860  58.58675417  016.26892578 1
115  58.58673850  016.26904285
120 Linear Feature 13
111  58.58587727  016.26363156 1
111  58.58586921  016.26471489 1
112  58.58605589  016.26536710  58.58626396  016.26577089
111  58.58605589  016.26536710
112  58.58605589  016.26536710  58.58612311  016.26548532 1
112  58.58667507  016.26658088  58.58668819  016.26660828 1
115  58.58672461  016.26670670
120 Linear Feature 18
111  58.58679173  016.26911223 4
115  58.58662756  016.26899081
120 Linear Feature 22
111  58.58529604  016.23222382 4
115  58.58529630  016.23267081
120 Linear Feature 21
111  58.58528414  016.23243593 1
111  58.58480200  016.23241420 1
115  58.58463260  016.23240315
120 Linear Feature 20
111  58.58609072  016.23402899 1
111  58.58609957  016.23295721 1
112  58.58578295  016.23244622  58.58549601  016.23230030
111  58.58578295  016.23244622
112  58.58578295  016.23244622  58.58569767  016.23243738 1
115  58.58530735  016.23243746
120 Linear Feature 19
111  58.58664976  016.26680656 4
115  58.58678239  016.26666516
120 Linear Feature 15
111  58.58452642  016.23293242 1
111  58.58452257  016.23394304 1
111  58.58451658  016.23444913 1
112  58.58444223  016.23504954  58.58443723  016.23512463 1
111  58.58443667  016.23524310 1
112  58.58443655  016.23525717  58.58443647  016.23526644
111  58.58443655  016.23525717
112  58.58443655  016.23525717  58.58443439  016.23550886 1
112  58.58440298  016.23909193  58.58440202  016.23913075
111  58.58440298  016.23909193
112  58.58440298  016.23909193  58.58440198  016.23913218 1
112  58.58425509  016.23939482  58.58416216  016.23939865 1
115  58.58383641  016.23939481
120 Linear Feature 14
111  58.58467125  016.23251253 1
116  58.58452642  016.23293242  58.58449033  016.23323595
120 Linear Feature 13
111  58.58480196  016.23241095 1
115  58.58467125  016.23251253
120 Linear Feature 12
111  58.58399248  016.23205537 1
111  58.58399090  016.23204024 1
115  58.58398218  016.23204598
120 Linear Feature 11
111  58.58396180  016.23218303 1
112  58.58396236  016.23213796  58.58396349  016.23211691 1
115  58.58399070  016.23204033
120 Linear Feature 10
111  58.58393750  016.23227220 1
115  58.58397021  016.23219403
120 Linear Feature 9
111  58.58463529  016.23240319 1
112  58.58424729  016.23258169  58.58417067  016.23261774 1
112  58.58410265  016.23247817  58.58409494  016.23246430 1
111  58.58406263  016.23231484 1
111  58.58397021  016.23219403 1
111  58.58396180  016.23218303 1
111  58.58393750  016.23215127 1
115  58.58390280  016.23223559
120 Linear Feature 8
111  58.58410721  016.23148148 1
115  58.58415183  016.23143708
120 Linear Feature 7
111  58.58402522  016.23169709 1
112  58.58402299  016.23134613  58.58402243  016.23132366 1
112  58.58406371  016.23132259  58.58407821  016.23132045
111  58.58406371  016.23132259
112  58.58406371  016.23132259  58.58408713  016.23131938 1
112  58.58410215  016.23138400  58.58410271  016.23140058 1
111  58.58410276  016.23146319 1
111  58.58410721  016.23148148 1
115  58.58411179  016.23149968
120 Linear Feature 6
111  58.58402690  016.23184101 1
115  58.58402467  016.23175862
120 Linear Feature 5
111  58.58387809  016.23149300 1
115  58.58383770  016.23153632
120 Linear Feature 4
111  58.58375380  016.23172948 1
112  58.58375226  016.23140772  58.58375203  016.23138587 1
112  58.58379083  016.23138295  58.58380454  016.23138250
111  58.58379083  016.23138295
112  58.58379083  016.23138295  58.58382174  016.23138206 1
112  58.58383709  016.23145599  58.58383779  016.23147382
111  58.58383709  016.23145599
112  58.58383709  016.23145599  58.58383639  016.23146000 1
111  58.58383564  016.23152810 1
111  58.58383770  016.23153632 1
115  58.58384615  016.23156877
120 Linear Feature 3
111  58.58375525  016.23186603 1
115  58.58375380  016.23179264
120 Linear Feature 2
111  58.58349348  016.23180826 1
115  58.58353165  016.23188037
120 Linear Feature 1
111  58.58367217  016.23187593 1
112  58.58361765  016.23188457  58.58359590  016.23189099
111  58.58361765  016.23188457
112  58.58361765  016.23188457  58.58358821  016.23189099 1
112  58.58351040  016.23210498  58.58350505  016.23211076
111  58.58351040  016.23210498
112  58.58351040  016.23210498  58.58350505  016.23211269 1
112  58.58347397  016.23207264  58.58346594  016.23205338
111  58.58347397  016.23207264
112  58.58347397  016.23207264  58.58346326  016.23205017 1
112  58.58346658  016.23198120  58.58346825  016.23196258 1
112  58.58349348  016.23192252  58.58350051  016.23191225 1
111  58.58351892  016.23191032 1
111  58.58353165  016.23188037 1
115  58.58354668  016.23184930
120 Linear Feature 25
111  58.58440618  016.23199965 1
111  58.58437175  016.23189801 1
112  58.58435152  016.23186072  58.58433992  016.23185766
111  58.58435152  016.23186072
112  58.58435152  016.23186072  58.58429298  016.23186340 1
112  58.58402655  016.23184160  58.58389928  016.23183590
111  58.58402655  016.23184160
112  58.58402655  016.23184160  58.58395052  016.23183546 1
111  58.58375525  016.23186603 1
115  58.58371607  016.23186758
120 Linear Feature 24
111  58.58463529  016.23240319 1
112  58.58451045  016.23240657  58.58449412  016.23240104
111  58.58451045  016.23240657
112  58.58451045  016.23240657  58.58442018  016.23235682 1
111  58.58440081  016.23212684 1
111  58.58440618  016.23199965 1
111  58.58445884  016.23075142 1
112  58.58450077  016.22955498  58.58450282  016.22949334
111  58.58450077  016.22955498
112  58.58450077  016.22955498  58.58450083  016.22947737 1
112  58.58449060  016.22881562  58.58449230  016.22849344
111  58.58449060  016.22881562
112  58.58449060  016.22881562  58.58449242  016.22847139 1
115  58.58450789  016.22814593
120 Linear Feature 24
111  58.58391728  016.23432309 1
115  58.58394634  016.23424854
120 Linear Feature 23
111  58.58389647  016.23429202 1
115  58.58392499  016.23421657
120 Linear Feature 22
111  58.58443726  016.23445088 1
112  58.58405422  016.23440357  58.58403624  016.23438249
111  58.58405422  016.23440357
112  58.58405422  016.23440357  58.58402924  016.23436523 1
111  58.58394634  016.23424854 1
111  58.58392499  016.23421657 1
115  58.58391092  016.23419550
120 Linear Feature 21
111  58.58451688  016.23444958 1
115  58.58447257  016.23445149
120 Linear Feature 20
111  58.58397300  016.23314256 1
111  58.58398078  016.23314092 1
115  58.58398195  016.23315749
120 Linear Feature 29
111  58.58435978  016.23694086 3
115  58.58435857  016.23709465
120 Linear Feature 30
111  58.58384735  016.23545282 30
112  58.58380548  016.23537263  58.58380317  016.23531716 30
111  58.58383255  016.23218879 30
111  58.58368266  016.23204118 30
111  58.58350784  016.23241911 30
111  58.58333597  016.23215841 30
111  58.58347486  016.23166958 30
115  58.58347286  016.23135711
120 Linear Feature 22
111  58.58428108  016.23049554 24
111  58.58425997  016.23115046 24
111  58.58440263  016.23117839 24
115  58.58443102  016.23044526
120 Linear Feature 33
111  58.58473817  016.23699783 24
115  58.58473612  016.23715946
21  58.58541598  016.26295893 2 270.8600 3.00 PAPI-4L RWY27
21  58.58653853  016.23738902 2 90.8600 3.00 PAPI-4L RWY09
20  58.58835396  016.24625179 180.0812 0 2 {@L}D1
20  58.58846849  016.24691203 140.4500 0 2 {@L}D1
20  58.58710425  016.24649756 181.6700 0 2 {@L}D2
20  58.58709582  016.24694812 181.6700 0 2 {@L}D2
20  58.58681348  016.24648471 181.3100 0 2 {@R}27-09{@L}D
20  58.58680690  016.24696768 180.4200 0 2 {@L}D{@R}27-09
20  58.58620108  016.26369585 91.7900 0 2 {@Y,^l}C
20  58.58614662  016.26646330 91.4400 0 2 {@Y,^lu}TURNPAD
20  58.58617026  016.26775385 89.6700 0 2 {@Y,^l}C
20  58.58655754  016.26691782 242.8800 0 2 {@L}C{@R}27
20  58.58689469  016.26655417 270.9200 0 2 {@R}27{@L}C
20  58.58654028  016.26886746 105.0400 0 2 {@R}27{@L}C
20  58.58689840  016.26919927 89.6000 0 2 {@L}C{@R}27
20  58.58454462  016.23688495 0.7000 0 2 {no-entry}
20  58.58453345  016.23714395 0.8400 0 2 {no-entry}
20  58.58530561  016.23286400 0.5800 0 2 {@R}09{@L}B
20  58.58529349  016.23200830 359.4700 0 2 {@L}B{@R}09
20  58.58571587  016.23889931 247.5300 0 2 {no-entry}
20  58.58572557  016.23855827 244.3300 0 2 {no-entry}
20  58.58573705  016.23723339 180.8900 0 2 {no-entry}
20  58.58573256  016.23696641 182.3500 0 2 {no-entry}
20  58.58633410  016.24811892 270.1200 0 2 {@Y}D{^r}
20  58.58635170  016.24530652 90.3900 0 2 {@Y,^l}D
20  58.58576564  016.23411782 269.7699 0 2 {@Y,^l}B
1300  58.58395321  016.23329049 215.59 gate jets|turboprops Gate 2
1301 B airline 
1300  58.58396882  016.23219357 -145.71 gate jets|turboprops Gate 1
1301 B general_aviation 
1300  58.58393929  016.23507235 214.52 gate jets|turboprops Gate 4
1301 C airline 
1300  58.58394142  016.23424254 217.26 gate jets|turboprops Gate 3
1301 B airline 
1300  58.58352974  016.23187762  44.10 tie_down turboprops|props Stand 7
1301 B general_aviation 
1300  58.58411228  016.23147702 152.88 tie_down turboprops|props Stand 5
1301 A general_aviation 
1300  58.58384364  016.23152891 -208.35 tie_down turboprops|props Stand 6
1301 A general_aviation 
