I
1100 Generated by WorldEditor 1.7.1r2

1   2696 0 0 ENFG Fagernes Leirin
1302 city 
112  61.01158370  009.29057569  61.01166035  009.29070855
111  61.01174127  009.29060644
111  61.01200423  009.29033624
111  61.01216500  009.29003088
112  61.01238219  009.28999573  61.01248337  009.29035636
111  61.01238219  009.28999573
111  61.01247588  009.29042631
111  61.01256744  009.29082174
111  61.01264894  009.29122922
111  61.01271341  009.29115109
111  61.01261854  009.29080197
111  61.01235116  009.28948088
112  61.01230645  009.28914038  61.01230951  009.28904864
111  61.01230645  009.28914038
112  61.01232455  009.28885040  61.01232455  009.28884820
111  61.01228835  009.28879987
111  61.01227131  009.28901076
111  61.01217337  009.28978844
112  61.01217337  009.28978844  61.01215803  009.28991814
111  61.01200834  009.29022121
111  61.01170598  009.29053095
112  61.01159952  009.29052436  61.01154586  009.29045477
111  61.01159952  009.29052436
111  61.01152180  009.29042551
112  61.01152180  009.29042551  61.01145434  009.29027683
111  61.01137488  009.29039914
111  61.01109025  009.29070995
112  61.01088467  009.29120055  61.01082334  009.29156117
111  61.01088467  009.29120055
112  61.01063446  009.29246457  61.01051028  009.29282834
111  61.01063446  009.29246457
112  61.01008807  009.29341730  61.00975079  009.29370831
111  61.01008807  009.29341730
112  61.00976980  009.29355015  61.00963795  009.29355331
111  61.00976980  009.29355015
113  61.00929937  009.29353865
110 4 0.00 61.8500 New Taxiway 27
111  61.00807930  009.29158922
112  61.00811071  009.29174884  61.00810702  009.29182663
111  61.00813585  009.29192578
111  61.00821274  009.29216680
111  61.00834878  009.29254357
112  61.00834878  009.29254357  61.00838427  009.29262746
111  61.00838271  009.29272371
111  61.00841465  009.29278083
112  61.00839462  009.29255119  61.00836505  009.29247492
111  61.00839462  009.29255119
111  61.00824453  009.29212866
111  61.00819204  009.29188307
112  61.00817577  009.29173663  61.00816025  009.29168172
111  61.00817577  009.29173663
111  61.00814620  009.29162528
112  61.00814620  009.29162528  61.00813659  009.29158715
113  61.00818576  009.29150685
110 5 0.00 0.0000 New Taxiway 25
111  61.00739055  009.29356161
111  61.00735622  009.29357217
111  61.00731260  009.29357370
111  61.00728155  009.29348065
111  61.00726011  009.29344862
111  61.00723127  009.29347150
111  61.00720614  009.29353099
112  61.00713886  009.29351116  61.00713590  009.29350964
111  61.00710559  009.29343337
111  61.00707453  009.29330066
111  61.00703239  009.29312220
112  61.00708562  009.29282781  61.00716399  009.29264019
111  61.00708562  009.29282781
111  61.00737618  009.29214140
112  61.00737618  009.29214140  61.00750749  009.29184121
111  61.00784419  009.29145957
112  61.00784419  009.29145957  61.00794959  009.29143101
111  61.00807930  009.29158922
111  61.00818576  009.29150685
111  61.00817985  009.29135584
111  61.00816802  009.29127805
111  61.00812957  009.29117890
111  61.00812538  009.29107466
111  61.00810801  009.29101263
111  61.00816888  009.29094068
111  61.00818355  009.29100805
111  61.00824626  009.29093839
111  61.00820548  009.29078382
112  61.00810813  009.29073348  61.00808447  009.29063738
111  61.00810813  009.29073348
111  61.00815693  009.29067857
112  61.00815693  009.29067857  61.00828114  009.29060382
111  61.00843094  009.29104763
111  61.00880234  009.29233201
111  61.00891251  009.29221718
112  61.00891251  009.29221718  61.00885395  009.29210552
111  61.00883711  009.29194094
111  61.00898971  009.29172860
112  61.00899592  009.29150711  61.00894801  009.29136251
111  61.00899592  009.29150711
111  61.00892849  009.29154921
111  61.00884243  009.29181281
112  61.00869516  009.29181830  61.00863660  009.29171945
111  61.00869516  009.29181830
111  61.00845561  009.29100007
112  61.00814189  009.29060616  61.00795558  009.29071379
111  61.00814189  009.29060616
112  61.00814189  009.29060616  61.00798220  009.29069622
111  61.00796942  009.29092319
112  61.00782214  009.29138447  61.00770929  009.29155799
111  61.00782214  009.29138447
112  61.00734008  009.29213167  61.00717595  009.29250142
111  61.00734008  009.29213167
111  61.00701924  009.29286432
112  61.00701924  009.29286432  61.00692460  009.29307634
111  61.00670401  009.29309127
112  61.00670401  009.29309127  61.00677797  009.29311755
112  61.00692826  009.29337420  61.00699592  009.29355519
111  61.00692826  009.29337420
111  61.00700737  009.29358164
112  61.00700737  009.29358164  61.00702808  009.29363198
111  61.00706504  009.29365638
112  61.00721365  009.29389281  61.00725357  009.29403161
111  61.00721365  009.29389281
113  61.00741199  009.29363482
110 1 0.00 148.4800 New Taxiway 20
111  61.01887710  009.28456494 19
111  61.01896609  009.28460203 19
111  61.01937284  009.28411130 19
111  61.01910297  009.28317715 19
111  61.01869518  009.28367464 19
113  61.01867608  009.28386410
110 1 0.00 60.1900 New Taxiway 18
111  61.00815996  009.29666907
111  61.00812502  009.29656093
112  61.00791742  009.29651334  61.00779784  009.29642478
111  61.00791742  009.29651334
111  61.00786685  009.29639619
111  61.00772407  009.29581794
112  61.00780924  009.29528418  61.00795336  009.29510706
111  61.00780924  009.29528418
111  61.00816088  009.29487449
112  61.00816088  009.29487449  61.00855163  009.29535274
111  61.00890903  009.29508009
111  61.00927382  009.29466332
112  61.00927382  009.29466332  61.00938827  009.29467613
112  61.00934728  009.29494889  61.00930913  009.29499465
111  61.00934728  009.29494889
111  61.00940993  009.29515434
111  61.00979643  009.29468596
111  61.00973694  009.29447880
111  61.00967519  009.29455349
112  61.00952827  009.29442608  61.00947504  009.29423388
111  61.00952827  009.29442608
111  61.00929937  009.29353865
112  61.00929937  009.29353865  61.00922271  009.29314853
111  61.00903640  009.29329922
111  61.00893419  009.29339367
112  61.00879153  009.29343321  61.00874964  009.29338999
111  61.00879153  009.29343321
111  61.00856902  009.29319597
111  61.00841039  009.29340684
111  61.00832202  009.29309933
112  61.00833160  009.29294776  61.00836600  009.29288421
111  61.00833160  009.29294776
111  61.00841465  009.29278083
111  61.00838271  009.29272371
111  61.00835290  009.29277643
112  61.00829327  009.29257216  61.00826350  009.29250966
111  61.00829327  009.29257216
112  61.00811654  009.29241400  61.00803522  009.29244451
111  61.00811654  009.29241400
111  61.00792597  009.29192858
111  61.00781823  009.29177208
112  61.00781823  009.29177208  61.00768293  009.29168055
111  61.00754270  009.29197690
112  61.00709718  009.29312505  61.00695558  009.29379278
111  61.00709718  009.29312505
111  61.00721011  009.29333878
111  61.00739055  009.29356161
111  61.00741199  009.29363482
111  61.00727328  009.29411443
111  61.00699721  009.29447077
111  61.00636998  009.29511127
112  61.00636998  009.29511127  61.00638488  009.29526721
111  61.00633612  009.29534184
111  61.00669078  009.29661998
112  61.00669522  009.29677373  61.00667057  009.29680021
111  61.00669522  009.29677373
111  61.00666062  009.29680850
112  61.00666062  009.29680850  61.00664368  009.29682545
111  61.00665175  009.29685975
111  61.00668635  009.29696409
112  61.00671563  009.29698239  61.00673052  009.29696121
111  61.00671563  009.29698239
111  61.00675200  009.29693846
111  61.00691128  009.29752023
112  61.00682398  009.29801795  61.00666940  009.29822354
111  61.00682398  009.29801795
113  61.00687755  009.29822313
111  61.00754780  009.29723475
111  61.00741649  009.29739217
112  61.00719291  009.29718167  61.00710597  009.29690528
111  61.00719291  009.29718167
111  61.00710774  009.29688148
112  61.00710774  009.29688148  61.00703233  009.29660509
111  61.00714767  009.29641839
111  61.00728696  009.29627012
112  61.00748480  009.29637080  61.00755223  009.29662889
111  61.00748480  009.29637080
111  61.00759659  009.29678447
114  61.00759659  009.29678447  61.00766402  009.29703341
110 1 0.00 329.6100 New Taxiway 17
111  61.00379368  009.30186872 19
111  61.00370212  009.30182602 19
111  61.00328172  009.30234639 19
111  61.00356208  009.30332005 19
111  61.00398616  009.30279113 19
113  61.00399876  009.30258873
110 4 0.00 0.0000 New Taxiway 54
111  61.01882854  009.28351194
112  61.01886636  009.28332216  61.01890007  009.28326906
111  61.01886636  009.28332216
111  61.01907219  009.28304384
112  61.01919729  009.28322329  61.01927714  009.28349246
111  61.01919729  009.28322329
111  61.01941111  009.28403995
112  61.01941111  009.28403995  61.01944748  009.28422489
111  61.01939957  009.28428715
111  61.01926472  009.28439518
112  61.01926472  009.28439518  61.01922390  009.28442631
111  61.01917774  009.28434669
111  61.01896609  009.28460203
111  61.01896500  009.28474127
112  61.01896500  009.28474127  61.01908655  009.28471380
111  61.01926649  009.28458195
111  61.01928778  009.28473393
112  61.01928778  009.28473393  61.01929399  009.28481084
111  61.01935255  009.28474675
111  61.01934811  009.28469548
112  61.01931972  009.28464787  61.01931263  009.28459294
111  61.01931972  009.28464787
112  61.01932505  009.28449589  61.01935787  009.28445744
111  61.01932505  009.28449589
111  61.01939780  009.28439884
112  61.01944837  009.28403079  61.01938715  009.28377078
111  61.01944837  009.28403079
111  61.01920439  009.28311891
112  61.01920439  009.28311891  61.01911478  009.28279298
111  61.01902339  009.28298708
111  61.01863656  009.28357693
113  61.01869518  009.28367464
110 4 0.00 137.9600 New Taxiway 53
111  61.01568778  009.29021686
112  61.01577917  009.29000265  61.01581835  009.28992789
111  61.01577917  009.29000265
111  61.01607283  009.28944056
112  61.01607283  009.28944056  61.01621553  009.28916135
111  61.01627689  009.28875947
111  61.01630752  009.28850010
111  61.01626359  009.28842758
111  61.01624229  009.28870454
112  61.01603912  009.28940761  61.01588607  009.28970819
111  61.01603912  009.28940761
111  61.01577432  009.28993630
112  61.01577432  009.28993630  61.01572257  009.29003243
113  61.01566958  009.29018043
110 4 0.00 0.0000 New Taxiway 52
111  61.01311700  009.29172426
111  61.01333710  009.29235778
112  61.01333710  009.29235778  61.01337170  009.29245664
111  61.01344783  009.29258845
111  61.01347444  009.29252035
112  61.01338288  009.29234899  61.01336603  009.29229773
111  61.01338288  009.29234899
111  61.01326636  009.29199152
112  61.01326636  009.29199152  61.01324329  009.29192012
111  61.01330374  009.29182576
112  61.01330374  009.29182576  61.01370112  009.29139679
111  61.01528330  009.29053280
111  61.01530323  009.29041574
112  61.01326789  009.29175393  61.01285794  009.29222340
111  61.01326789  009.29175393
112  61.01318272  009.29173495  61.01316231  009.29166721
111  61.01318272  009.29173495
113  61.01315992  009.29166501
130 Airport Boundary 51
111  61.00540448  009.29632920
111  61.00556392  009.29770499
111  61.00457712  009.29973573
111  61.00314248  009.30122904
111  61.00242430  009.30292374
111  61.00286707  009.30466475
111  61.00371321  009.30386446
111  61.00490724  009.30409091
111  61.00529567  009.30196896
111  61.01331892  009.29239329
111  61.01384876  009.29285339
111  61.01609465  009.29090355
111  61.01637726  009.28864267
111  61.01966702  009.28470934
111  61.01900171  009.28225322
111  61.01298517  009.28949878
111  61.01264112  009.28707185
111  61.00906472  009.29104684
111  61.00815678  009.29055096
111  61.00582592  009.29383280
113  61.00618833  009.29522578
120 Linear Feature 39
111  61.00705612  009.29521501 1
111  61.00708608  009.29531922
111  61.00685422  009.29561604 1
115  61.00682820  009.29553144
120 Linear Feature 38
111  61.00714499  009.29517760 2
111  61.00737792  009.29487556 2
112  61.00755831  009.29494675  61.00762167  009.29514675
111  61.00755831  009.29494675 2
111  61.00760001  009.29508220
112  61.00760001  009.29508220  61.00763103  009.29518445 2
111  61.00757960  009.29538239 2
111  61.00754234  009.29552150
112  61.00754234  009.29552150  61.00753107  009.29556478 2
112  61.00752208  009.29566124  61.00751924  009.29570949
111  61.00752208  009.29566124
112  61.00752208  009.29566124  61.00751961  009.29570326
112  61.00752097  009.29578412  61.00752230  009.29582294
111  61.00752097  009.29578412
112  61.00752097  009.29578412  61.00752444  009.29588532 2
115  61.00753679  009.29596464
120 Linear Feature 36
111  61.00763023  009.29568770 4
111  61.00741979  009.29595836
111  61.00695918  009.29655171 4
115  61.00678412  009.29676719
120 Linear Feature 35
111  61.00636720  009.29529167 3
111  61.00698970  009.29749477
112  61.00698970  009.29749477  61.00708424  009.29787959 3 102
115  61.00688877  009.29814316
120 Linear Feature 34
112  61.00755268  009.29731680  61.00740333  009.29750289
111  61.00755268  009.29731680 3
111  61.00745041  009.29744773
112  61.00745041  009.29744773  61.00731880  009.29761857 3 102
111  61.00718055  009.29732824 3
111  61.00695918  009.29655171
112  61.00695918  009.29655171  61.00691039  009.29638088 3
111  61.00698210  009.29627410 3
111  61.00729262  009.29586836 3
112  61.00741979  009.29595836  61.00747376  009.29613987
111  61.00741979  009.29595836 3
113  61.00763420  009.29674086 3 102
120 Linear Feature 33
111  61.00810419  009.29663079 3 102
112  61.00781141  009.29650119  61.00767620  009.29619148
111  61.00781141  009.29650119 3
111  61.00764940  009.29593028
112  61.00764940  009.29593028  61.00757061  009.29557664 3
111  61.00774202  009.29532844 3
111  61.00800993  009.29502502 1
111  61.00909277  009.29378108
111  61.00920392  009.29385487 3
111  61.00946547  009.29479480
112  61.00946547  009.29479480  61.00951415  009.29496133 3
111  61.00943176  009.29509134
111  61.00968728  009.29477650 3
112  61.00954621  009.29470327  61.00949692  009.29454056
111  61.00954621  009.29470327 3
111  61.00928111  009.29375433 4
115  61.00920392  009.29385487
120 Linear Feature 32
111  61.01034195  009.29439058 10
111  61.00977060  009.29508421 10
112  61.00956919  009.29498002  61.00947378  009.29474343
111  61.00956919  009.29498002
112  61.00956919  009.29498002  61.00963038  009.29525457 10
111  61.00950180  009.29541053 10
111  61.00820942  009.29697947 10
112  61.00775381  009.29673720  61.00755711  009.29621203
111  61.00775381  009.29673720
112  61.00775381  009.29673720  61.00786501  009.29730853 10
111  61.00760094  009.29771816 10
112  61.00711289  009.29751256  61.00692688  009.29696712
111  61.00711289  009.29751256
112  61.00711289  009.29751256  61.00724627  009.29807854 10
111  61.00701159  009.29843363 10
111  61.00649114  009.29906546
111  61.00711289  009.29751256 10
111  61.00686727  009.29663306
111  61.00683850  009.29653004 10
111  61.00672722  009.29613160 10
112  61.00677158  009.29566180  61.00689269  009.29548468
111  61.00677158  009.29566180 10
111  61.00714499  009.29517760 10
112  61.00736075  009.29533795  61.00744148  009.29562166
111  61.00736075  009.29533795 10
111  61.00747021  009.29572761
111  61.00749665  009.29582175 10
111  61.00775381  009.29673720
111  61.00701159  009.29843363 10
111  61.00820942  009.29697947
111  61.00950180  009.29541053 10
111  61.00977060  009.29508421
111  61.00956919  009.29498002 10
115  61.00924153  009.29380589
120 Linear Feature 31
111  61.01808690  009.28502658 10
111  61.01857206  009.28443945 10
112  61.01862597  009.28431017  61.01864974  009.28422739
111  61.01862597  009.28431017 10
111  61.01880733  009.28366217
112  61.01880733  009.28366217  61.01888541  009.28338750 10
112  61.01920165  009.28368760  61.01928505  009.28398972 10
112  61.01903037  009.28438061  61.01889019  009.28438794
111  61.01903037  009.28438061 10
111  61.01863932  009.28440410
112  61.01863932  009.28440410  61.01860991  009.28440410 10
115  61.01857206  009.28443945
120 Linear Feature 30
111  61.00451892  009.30144611 10
111  61.00406264  009.30199829 10
112  61.00401387  009.30212433  61.00399889  009.30218317
111  61.00401387  009.30212433 10
111  61.00383859  009.30280927
112  61.00383859  009.30280927  61.00378802  009.30300876 10
112  61.00345454  009.30277220  61.00334224  009.30238877 10
112  61.00363835  009.30204351  61.00376434  009.30203985
111  61.00363835  009.30204351 10
111  61.00399057  009.30201703
112  61.00399057  009.30201703  61.00403870  009.30201335 10
115  61.00406264  009.30199829
120 Linear Feature 41
111  61.00700737  009.29358164 22
111  61.00692826  009.29337420
112  61.00692826  009.29337420  61.00686061  009.29319320 22
112  61.00670401  009.29309127  61.00663004  009.29306500
111  61.00670401  009.29309127
112  61.00670401  009.29309127  61.00659755  009.29305346 22
111  61.00650906  009.29311795
112  61.00650906  009.29311795  61.00640777  009.29314845 22
111  61.00617635  009.29345046 22
111  61.00593777  009.29378851 22
112  61.00549565  009.29388308  61.00520798  009.29370206
111  61.00549565  009.29388308 22
111  61.00528124  009.29371988 22
111  61.00524723  009.29380834 22
112  61.00543354  009.29407984  61.00551635  009.29425066
111  61.00543354  009.29407984
111  61.00542280  009.29392720 22
111  61.00552199  009.29398440
112  61.00552199  009.29398440  61.00577854  009.29416591 22
111  61.00597361  009.29385983 22
111  61.00630569  009.29340606 22
112  61.00688107  009.29340532  61.00706529  009.29389596
111  61.00688107  009.29340532 22
115  61.00695099  009.29360637
120 Linear Feature 40
111  61.00642061  009.29548071 30
111  61.00746493  009.29418217 30
111  61.00772288  009.29389759
111  61.00823176  009.29340422 1
111  61.00835328  009.29324058
111  61.00820017  009.29317809 20
111  61.00813116  009.29330140
111  61.00806339  009.29332809 20
111  61.00789827  009.29354037
111  61.00740773  009.29401089 20
111  61.00745607  009.29419008 20
111  61.00739400  009.29426711 20
111  61.00734183  009.29409298 20
111  61.00740773  009.29401089 20
111  61.00739400  009.29426711
111  61.00745607  009.29419008 20
111  61.00734252  009.29409281
111  61.00668650  009.29493545 20
115  61.00641664  009.29526467
21  61.01629319  009.28828961 2 149.4700 3.10 15  PAPI-4L
21  61.00597216  009.29860706 2 329.4900 3.10 33  PAPI-4L
20  61.00934398  009.29368878 58.6735 0 2 {@L}C{@R}15-33{@@,@L}C
20  61.00669397  009.29690039 58.6735 0 3 {@L}A{@R}15-33{@@,@L}A
20  61.00708327  009.29641287 58.6735 0 3 {@L}A{@R}15-33{@@,@L}A
20  61.00730565  009.29613134 58.6735 0 3 {@L}B{@R}15-33{@@,@L}B
20  61.00777062  009.29554483 55.1971 0 3 {@L}B{@R}15-33{@@,@L}B
14  61.00896898  009.29214816  26.25 0 New Tower Viewpoint 74
1300  61.00783648  009.29414333  61.31 tie_down props General Aviation 1
1301 A general_aviation 
1300  61.00769988  009.29437491  64.91 tie_down props General Aviation 2
1301 A general_aviation 
1300  61.00707303  009.29527290 327.55 tie_down jets|turboprops Terminal Ramp
1301 C airline 
18  61.01569918  009.29052528 2 BCN
19  61.01769511  009.28743023 1 WS
19  61.00466587  009.30011493 1 WS
54 11992 AFIS
1200 
1201  61.00916040  009.29347840 both 0 C_stop
1201  61.00726550  009.29499469 both 1 C_stop
1201  61.00663527  009.29580994 both 2 C_stop
1201  61.00924153  009.29380589 both 3 C_start
1201  61.00750413  009.29584648 both 4 B_start
1201  61.00740589  009.29550528 both 5 B_start
1201  61.00687278  009.29665078 both 6 A_start
1201  61.00362474  009.30256617 both 7 _stop
1201  61.01882138  009.28414670 both 8 _start
1201  61.00964987  009.29526642 both 9 _start
1201  61.00792729  009.29735350 both 10 _start
1201  61.00728504  009.29813219 both 11 _start
1201  61.00757181  009.29421729 both 12 _stop
1201  61.00688528  009.29504780 both 13 _start
1201  61.00717591  009.29470104 both 14 _start
1202 0 5 twoway taxiway_A C
1202 3 0 twoway taxiway_A C
1202 4 5 twoway taxiway_C C
1202 5 1 twoway taxiway_C C
1202 6 2 twoway taxiway_C C
1202 3 9 twoway taxiway_A C
1204 departure 15,33
1204 arrival 15,33
1202 4 10 twoway taxiway_C B
1204 departure 15,33
1204 arrival 15,33
1202 6 11 twoway taxiway_C A
1204 departure 15,33
1204 arrival 15,33
1202 8 9 twoway runway 15/33
1204 departure 15,33
1204 arrival 15,33
1204 ils 15,33
1202 9 10 twoway runway 15/33
1204 departure 15,33
1204 arrival 15,33
1204 ils 15,33
1202 10 11 twoway runway 15/33
1204 departure 15,33
1204 arrival 15,33
1204 ils 15,33
1202 11 7 twoway runway 15/33
1204 departure 15,33
1204 arrival 15,33
1204 ils 15,33
1206 13 14 twoway  
1206 14 12 twoway  
1400  61.00731307  9.29420613  147.75 baggage_loader 0 New Service Truck 85
1400  61.00706919  9.29452179  59.68 baggage_train 3 New Service Truck 84
1400  61.00708921  9.29450590  61.03 baggage_train 3 New Service Truck 83
1400  61.00710513  9.29439362  56.80 gpu 0 New Service Truck 82
1400  61.00712464  9.29430993  58.94 fuel_jets 0 New Service Truck 80
1400  61.00715994  9.29425456  59.92 fuel_liners 0 New Service Truck 79
99
