I
1100 Generated by WorldEditor 1.7.21r1

1    390 1 0 EFTP Tampere Pirkkala
1302 city Tampere / Pirkkala
1302 country Finland
1302 datum_lat 61.415277778
1302 datum_lon 23.587777778
1302 faa_code 
1302 iata_code TMP
1302 icao_code EFTP
1302 region_code EF
1302 state Western Finland
1302 transition_alt 5000
1302 transition_level 
100 45.11 1 0 0.00 0 3 0 06  61.40892224  023.58158575    0  150 3 3 0 0 24  61.41936876  023.62721588    0  150 3 3 0 0
102 H9  61.42144124  023.62760951 269.77 24.30 20.70 2 0 0 0.00 1
111  61.41947314  023.61095133
111  61.41943803  023.61079621
111  61.41976361  023.61048637
111  61.41970686  023.61039915
111  61.41964313  023.61011644
111  61.41935196  023.61040024
111  61.41898891  023.61074721
111  61.41918872  023.61160374
111  61.41922462  023.61160277
111  61.41929404  023.61191020
113  61.41927147  023.61211666
110 1 0.00 0.0000 New Taxiway 47
111  61.41969042  023.61905138
111  61.41962294  023.61875802 102
112  61.41960794  023.61899426  61.41959453  023.61912507 102
113  61.41955439  023.61918513
110 1 0.00 0.0000 New Taxiway 46
111  61.41964633  023.61968696 102
112  61.41975216  023.61967542  61.41981640  023.61970163 102
111  61.41985900  023.61978830
113  61.41980024  023.61953009
110 1 0.00 0.0000 New Taxiway 45
111  61.41787585  023.61316452
111  61.41780230  023.61284097 102
112  61.41779771  023.61307563  61.41778840  023.61318052 102
113  61.41773518  023.61330612
110 1 0.00 0.0000 New Taxiway 42
111  61.42119009  023.62478235
112  61.42119686  023.62473483  61.42120199  023.62470826
111  61.42120508  023.62470451
112  61.42124667  023.62466508  61.42125248  023.62466609
111  61.42128730  023.62472573
111  61.42144665  023.62456023
111  61.42145382  023.62459046
111  61.42161020  023.62442430
111  61.42153681  023.62409364
111  61.42138275  023.62425816
111  61.42138091  023.62436431
111  61.42124815  023.62451748
112  61.42118686  023.62455824  61.42114603  023.62457576
113  61.42114024  023.62456336
110 1 0.00 0.0000 New Taxiway 41
111  61.42108123  023.62430408
112  61.42109113  023.62425386  61.42109771  023.62423407
111  61.42110109  023.62422849
111  61.42141890  023.62391188
112  61.42144476  023.62389995  61.42145786  023.62389784
111  61.42148832  023.62391214
111  61.42144316  023.62371667
112  61.42142829  023.62377287  61.42142113  023.62380095
111  61.42140362  023.62381791
112  61.42109569  023.62411592  61.42109495  023.62411646
111  61.42109569  023.62411592
112  61.42109569  023.62411592  61.42108477  023.62412451
113  61.42103944  023.62412195
110 2 0.00 0.0000 New Taxiway 6
111  61.42134824  023.62706915
111  61.42134692  023.62784280
111  61.42153543  023.62783866
113  61.42153378  023.62707152
110 1 0.00 0.0000 New Taxiway 5
111  61.42137744  023.62559510
112  61.42138171  023.62557479  61.42138622  023.62556424
111  61.42139021  023.62556368
112  61.42157582  023.62558954  61.42158539  023.62558554
111  61.42161599  023.62557275
111  61.42161484  023.62569110
111  61.42176824  023.62569910
111  61.42177316  023.62539647
111  61.42174619  023.62539799
111  61.42168575  023.62543323
112  61.42163067  023.62544666  61.42161965  023.62545242
112  61.42158660  023.62548121  61.42157512  023.62549080
111  61.42153427  023.62550136
111  61.42143175  023.62548861
112  61.42140890  023.62547917  61.42140306  023.62547139
111  61.42139690  023.62543702
111  61.42151233  023.62529341
112  61.42155041  023.62529202  61.42157591  023.62529935
111  61.42159759  023.62539998
111  61.42202720  023.62497554
111  61.42196174  023.62468631
111  61.42171504  023.62493865
111  61.42139675  023.62518572
112  61.42134318  023.62521319  61.42130322  023.62522759
113  61.42127643  023.62515302
110 1 0.00 0.0000 New Taxiway 48
111  61.41799439  023.61367945
111  61.41788171  023.61378989 102
112  61.41815482  023.61392667  61.41824457  023.61408016 102
111  61.41884676  023.61537178
111  61.41831770  023.61306362
111  61.41812652  023.61296639
111  61.41820932  023.61332619
113  61.41796843  023.61356818
110 1 0.00 0.0000 New Taxiway 44
111  61.41354240  023.59587893 102
112  61.41381598  023.59592462  61.41393075  023.59604509 102
111  61.41398445  023.59619065
113  61.41384377  023.59557717
110 1 0.00 0.0000 xxx
111  61.41487273  023.62575277
111  61.41611446  023.62683576
111  61.41708016  023.62768397
111  61.41765275  023.62819736
111  61.41743848  023.62845394
111  61.41758730  023.62921805
111  61.41779013  023.62937969
111  61.41814735  023.62872842
111  61.41837520  023.62894752
111  61.41876022  023.62812599
111  61.41916765  023.62732282
111  61.41902580  023.62670538
112  61.41891236  023.62731538  61.41887820  023.62751171
111  61.41865448  023.62788058
112  61.41835486  023.62815401  61.41816164  023.62823662
111  61.41798461  023.62815185
111  61.41715092  023.62740523
111  61.41717103  023.62707979
111  61.41823763  023.62454684
112  61.41838607  023.62427323  61.41842663  023.62424289
111  61.41850037  023.62440413
111  61.41832734  023.62365343
112  61.41814051  023.62443398  61.41803336  023.62471301
111  61.41652396  023.62687672
111  61.41578395  023.62621558
111  61.41570762  023.62594042
111  61.41651119  023.61619827
111  61.41658342  023.61602640
111  61.41641899  023.61530853
111  61.41566118  023.62452713
112  61.41537428  023.62529512  61.41519716  023.62547868
113  61.41494080  023.62547851
111  61.41735142  023.62599272
112  61.41742463  023.62598503  61.41745527  023.62604361
111  61.41742314  023.62614175
111  61.41706165  023.62696241
111  61.41695506  023.62691667
113  61.41691412  023.62678240
110 1 0.00 0.0000 xxx
111  61.40878738  023.58197506
111  61.40725076  023.58126886
111  61.40727425  023.58263388
111  61.40906720  023.59042007
111  61.40941275  023.59201301
111  61.40958876  023.59300682
112  61.40967719  023.59400222  61.40971102  023.59454507
111  61.40967719  023.59400222
112  61.40967719  023.59400222  61.40969920  023.59435552
112  61.40971470  023.59510318  61.40971553  023.59543312
111  61.40971470  023.59510318
112  61.40971470  023.59510318  61.40971681  023.59594007
111  61.40965181  023.59694309
112  61.40948186  023.59830271  61.40943442  023.59857354
111  61.40925631  023.59953169
111  61.40894517  023.60056009
111  61.40862015  023.60144444
111  61.40803540  023.60259449
112  61.40740408  023.60383329  61.40734186  023.60399386
112  61.40711574  023.60486373  61.40705390  023.60513455
112  61.40696853  023.60594387  61.40695389  023.60619161
112  61.40697523  023.60738934  61.40701304  023.60780480
112  61.40721669  023.60936667  61.40722020  023.60991354
112  61.40718535  023.61027689  61.40716414  023.61048306
111  61.40702681  023.61225128
111  61.40677463  023.61231115
111  61.40659696  023.61126930
111  61.40586334  023.61158064
111  61.40612698  023.61475397
111  61.40671159  023.61461027
111  61.40703255  023.61525691
111  61.40665427  023.61595145
111  61.40738789  023.61763997
111  61.40759996  023.61884946
111  61.40782348  023.62077745
111  61.40884941  023.62003499
111  61.40931938  023.62146013
111  61.40975851  023.62105431
112  61.41019351  023.62164139  61.41044674  023.62192586
111  61.41065278  023.62211501
111  61.41208444  023.62336833
112  61.41216148  023.62364971  61.41213505  023.62382603
111  61.41201296  023.62378949
111  61.41175820  023.62357080
111  61.41155587  023.62467394
111  61.41205900  023.62512489
111  61.41196630  023.62563562
111  61.41329699  023.62684959
111  61.41319382  023.62752031
111  61.41355490  023.62778380
111  61.41391598  023.62736461
111  61.41423121  023.62593934
111  61.41395037  023.62544828
111  61.41437661  023.62533621
111  61.41487273  023.62575277
111  61.41494080  023.62547851
111  61.41070670  023.62184466
112  61.41007195  023.62114022  61.40982076  023.62077316
111  61.40957157  023.61998683
111  61.40876395  023.61599859
112  61.40853283  023.61571036  61.40843475  023.61564919
111  61.40819835  023.61551122
112  61.40760202  023.61442870  61.40721736  023.61369979
111  61.40721633  023.61313082
112  61.40723600  023.61099200  61.40732200  023.61015167
111  61.40723600  023.61099200
112  61.40723600  023.61099200  61.40728083  023.61053778
112  61.40734060  023.60981498  61.40737141  023.60928100
111  61.40734060  023.60981498
112  61.40734060  023.60981498  61.40735839  023.60927028
111  61.40730962  023.60884999
112  61.40723923  023.60826709  61.40719605  023.60794171
111  61.40723923  023.60826709
112  61.40723923  023.60826709  61.40719828  023.60795855
112  61.40711193  023.60729408  61.40708175  023.60699841
111  61.40711193  023.60729408
112  61.40711193  023.60729408  61.40704992  023.60668661
112  61.40708986  023.60595186  61.40711182  023.60554813
111  61.40723793  023.60494816
112  61.40753209  023.60398247  61.40765530  023.60372758
111  61.40832947  023.60246663
111  61.40871268  023.60165963
111  61.40906749  023.60071552
111  61.40937043  023.59964788
112  61.40962056  023.59839688  61.40968155  023.59802515
111  61.40978515  023.59701087
112  61.40983963  023.59510223  61.40983461  023.59461868
111  61.40983963  023.59510223
112  61.40983963  023.59510223  61.40983711  023.59473376
112  61.40979588  023.59398754  61.40978638  023.59357384
111  61.40979588  023.59398754
112  61.40979588  023.59398754  61.40978892  023.59368412
111  61.40981802  023.59346102
112  61.40990294  023.59315347  61.40996156  023.59298735
111  61.41002104  023.59289811
111  61.41070629  023.59218061
112  61.41092838  023.59213904  61.41103939  023.59216963
111  61.41114102  023.59225291
111  61.41092029  023.59129010
112  61.41088481  023.59159825  61.41083846  023.59169257
111  61.41077996  023.59174614
111  61.40994435  023.59253892
112  61.40975895  023.59247464  61.40966441  023.59239817
111  61.40960652  023.59217400
111  61.40819214  023.58602328
112  61.40816978  023.58553171  61.40820930  023.58529007
111  61.40831479  023.58530403
111  61.40912644  023.58532584
111  61.40960150  023.58553261
111  61.40949362  023.58505523
111  61.40915557  023.58500738
111  61.40833210  023.58462887
112  61.40790061  023.58432966  61.40773311  023.58414870
111  61.40770478  023.58391458
111  61.40747729  023.58291566
112  61.40744620  023.58239988  61.40745937  023.58220107
111  61.40755314  023.58208419
111  61.40863746  023.58220877
111  61.40874173  023.58258813
113  61.40898696  023.58284942
111  61.41356710  023.62508004
111  61.41239243  023.62408842
112  61.41234636  023.62381722  61.41236974  023.62370675
111  61.41247445  023.62368991
111  61.41397453  023.62497430
114  61.41392361  023.62512975  61.41387915  023.62516646
110 1 0.00 64.4000 xxx
111  61.41384377  023.59557717
111  61.41796845  023.61356842
111  61.41820932  023.61332619
113  61.41408532  023.59533530
110 1 0.00 154.4000 xxx
111  61.41396917  023.59482866
111  61.41394174  023.59470387
111  61.41391983  023.59460585
111  61.41353702  023.59502186
111  61.41344890  023.59534962
111  61.41223758  023.59656254
111  61.41235373  023.59706918
113  61.41408532  023.59533530
110 1 0.00 154.4000 xxx
111  61.41787585  023.61316452
111  61.41773518  023.61330612 102
111  61.41706733  023.61397590 102
112  61.41680703  023.61405240  61.41666505  023.61401147 102
111  61.41648294  023.61362349
111  61.41695408  023.61569425 102
112  61.41698255  023.61493858  61.41702498  023.61465207 102
111  61.41717689  023.61448388 102
111  61.41787950  023.61379251
113  61.41799439  023.61367945
110 1 0.00 154.4000 xxx
111  61.41969119  023.61905032
111  61.41955439  023.61918513 102
111  61.41849832  023.62022593 102
112  61.41821669  023.62023108  61.41808492  023.62016916 102
111  61.41789503  023.61978902
111  61.41840049  023.62200380 102
112  61.41844190  023.62125556  61.41849575  023.62093259 102
111  61.41860899  023.62074372 102
111  61.41964402  023.61968925
113  61.41980024  023.61953009
110 1 0.00 64.4000 xxx
111  61.41892675  023.61246108
111  61.41969713  023.61582217
111  61.42043925  023.61507892
113  61.41966887  023.61171783
110 1 0.00 64.4000 xxx
111  61.41983152  023.61568754
111  61.42024224  023.61748073
111  61.42036789  023.61735482
111  61.42012826  023.61625884
113  61.42043925  023.61507892
110 1 0.00 64.4000 xxx
111  61.41831763  023.61306352
111  61.42051026  023.62262972
111  61.42125237  023.62188648
111  61.42130032  023.62183842
111  61.42088971  023.62003682
111  61.42083934  023.62008538
111  61.42083586  023.62006929
113  61.41905974  023.61232028
110 1 0.00 64.4000 xxx
111  61.42024475  023.62198156
111  61.42095588  023.62508420
111  61.42120325  023.62483644
111  61.42066245  023.62247698
111  61.42051033  023.62262934
113  61.42033991  023.62188602
110 1 0.00 64.4000 xxx
111  61.42112954  023.62491016
111  61.42141967  023.62617584
111  61.42149389  023.62610151
113  61.42120378  023.62483564
110 1 0.00 64.4000 xxx
111  61.42102533  023.62406052
111  61.42143332  023.62365280
111  61.42114251  023.62237104
113  61.42072897  023.62276775
110 1 0.00 90.0000 xxx
111  61.42149389  023.62610151
111  61.42141967  023.62617584
111  61.42132868  023.62577810
111  61.42132756  023.62608829
111  61.42132745  023.62706865
111  61.42153398  023.62707112
111  61.42153421  023.62742702
111  61.42216709  023.62743776
113  61.42216368  023.62610056
111  61.42145854  023.62670472
111  61.42145706  023.62651983
112  61.42149857  023.62640723  61.42153513  023.62640930
111  61.42153365  023.62652499
111  61.42153266  023.62677393
114  61.42149560  023.62682351  61.42146447  023.62680182
130 Airport Boundary 5
111  61.40771452  023.62235768
111  61.41311306  023.62791899
111  61.41999583  023.63300148
111  61.42166171  023.63169716
111  61.42218790  023.62760276
111  61.42218968  023.62411982
111  61.42213360  023.62298336
111  61.42183447  023.62094385
111  61.42162254  023.61984721
111  61.42167552  023.61859589
111  61.42128957  023.61669131
111  61.42125063  023.61652080
111  61.42119764  023.61656480
111  61.42088345  023.61521810
111  61.41987932  023.61069394
111  61.41993413  023.61050296
111  61.41978475  023.60914390
111  61.41863634  023.61040438
111  61.41697836  023.60418744
111  61.41855142  023.60227547
111  61.41778903  023.59874670
111  61.41564453  023.60047112
111  61.41417989  023.59411780
111  61.40912876  023.57575293
111  61.40591226  023.57897209
111  61.40918132  023.59404659
111  61.40542507  023.60988225
113  61.40578712  023.61470385
120 Linear Feature 2
111  61.42068929  023.62259537 2
115  61.42043940  023.62284526
120 Linear Feature 8
111  61.41583596  023.60297301 1
112  61.41576039  023.60311862  61.41573666  023.60320504 1
115  61.41575386  023.60328157
120 Linear Feature 7
111  61.41583590  023.60297267 1
112  61.41573043  023.60300072  61.41567866  023.60297968 1
115  61.41566746  023.60290130
120 Linear Feature 6
111  61.41593698  023.60341946 1
115  61.41570036  023.60367388
120 Linear Feature 5
111  61.41572456  023.60249267 1
115  61.41548797  023.60274174
120 Linear Feature 4
111  61.41601738  023.60254144 2
115  61.41610756  023.60293371
120 Linear Feature 3
111  61.41776619  023.61268540 2
115  61.41800564  023.61244255
120 Linear Feature 1
111  61.42102259  023.61674431 20
115  61.42117101  023.61660812
120 Linear Feature 10
111  61.42123508  023.61796976 20
115  61.42141839  023.61876824
120 Linear Feature 9
111  61.42095752  023.61697209 20
112  61.42098767  023.61696328  61.42100028  023.61697270 20
111  61.42101852  023.61704093 20
115  61.42121457  023.61788371
120 Linear Feature 8
111  61.42120097  023.61677788 20
111  61.42109473  023.61687940 20
112  61.42107810  023.61691616  61.42107289  023.61694377 20
111  61.42108084  023.61698152 20
111  61.42145758  023.61863098 20
112  61.42148534  023.61867073  61.42150249  023.61868549 20
111  61.42159103  023.61870559 20
112  61.42163955  023.61867853  61.42166274  023.61864824 20
115  61.42168057  023.61859822
120 Linear Feature 7
111  61.42095814  023.61697198 20
111  61.42067174  023.61726151 20
112  61.42065543  023.61728580  61.42065320  023.61729855 20
111  61.42065378  023.61731267 20
111  61.42104654  023.61903359 20
112  61.42107633  023.61907829  61.42109331  023.61908869 20
111  61.42112558  023.61906982 20
115  61.42141653  023.61877010
120 Linear Feature 6
111  61.42057224  023.61735402 20
112  61.42055999  023.61719882  61.42057291  023.61713795 20
111  61.42060761  023.61710188 20
115  61.42092532  023.61679373
120 Linear Feature 5
111  61.42057224  023.61735402 20
111  61.42101412  023.61927245 20
112  61.42105924  023.61932350  61.42109031  023.61933054 20
111  61.42111909  023.61930802 20
111  61.42152698  023.61888581 20
112  61.42160603  023.61889958  61.42164683  023.61894831 20
115  61.42165798  023.61900143
120 Linear Feature 27
111  61.41590970  023.60304929 102
111  61.41702212  023.60191918 102
115  61.41720283  023.60195227
120 Linear Feature 26
111  61.41584217  023.60275225 102
111  61.41695122  023.60159316 102
115  61.41705755  023.60124278
120 Linear Feature 24
111  61.41700480  023.59986414 1
111  61.41731105  023.60119880 1
112  61.41731068  023.60138066  61.41729466  023.60147280 1
111  61.41723258  023.60153814 1
112  61.41733770  023.60151143  61.41737009  023.60153663
111  61.41733770  023.60151143
112  61.41733770  023.60151143  61.41738391  023.60154659 1
112  61.41740916  023.60162232  61.41740927  023.60162279
111  61.41740916  023.60162232
112  61.41740916  023.60162232  61.41740879  023.60162255 1
111  61.41755517  023.60225772 1
112  61.41759065  023.60230652  61.41761648  023.60230872 1
111  61.41763278  023.60229018 1
115  61.41775707  023.60216436
120 Linear Feature 22
111  61.41723282  023.60153823 1
115  61.41583593  023.60297260
120 Linear Feature 19
111  61.42042838  023.62179444 1
111  61.42112335  023.62480468 1
111  61.42115926  023.62493784 1
115  61.42126969  023.62539684
120 Linear Feature 53
111  61.41985788  023.61984359 102
111  61.42032570  023.62186120 102
111  61.42022145  023.62197533 102
115  61.42036449  023.62264018
120 Linear Feature 52
111  61.41884517  023.61544354 102
115  61.41960388  023.61873409
120 Linear Feature 51
111  61.41593623  023.60316261 102
111  61.41813562  023.61286613 102
115  61.41831683  023.61301034
120 Linear Feature 50
111  61.41238980  023.59556661 102
112  61.41260828  023.59587598  61.41269749  023.59590825 102
111  61.41284182  023.59585673 102
111  61.41343046  023.59527875 102
111  61.41351452  023.59497042 102
111  61.41392100  023.59453079 102
111  61.41395270  023.59453978 102
115  61.41581672  023.60269879
120 Linear Feature 49
111  61.41281504  023.59750670 102
112  61.41280621  023.59693518  61.41285624  023.59670812 102
111  61.41304382  023.59646269 102
115  61.41353299  023.59592026
120 Linear Feature 48
111  61.41398406  023.59621583 102
115  61.41778876  023.61283175
120 Linear Feature 23
111  61.42149291  023.62122935 22
111  61.42128096  023.62145149 22
112  61.42119486  023.62146495  61.42114313  023.62144112 22
111  61.42111022  023.62131037 22
115  61.42094279  023.62056602
120 Linear Feature 22
111  61.42097030  023.62053526 20
111  61.42113918  023.62127601 20
112  61.42120250  023.62138858  61.42124371  023.62141405 20
111  61.42126566  023.62139210 20
115  61.42148114  023.62117043
120 Linear Feature 8
111  61.42094419  023.61688178 22
115  61.42069236  023.61712683
120 Linear Feature 7
111  61.42101185  023.61685286 22
115  61.42097625  023.61686410
120 Linear Feature 6
111  61.42107620  023.61680301 22
115  61.42103964  023.61683940
120 Linear Feature 1
111  61.41977036  023.61238115 20
111  61.41996858  023.61321972 20
112  61.41997409  023.61329917  61.41996858  023.61333602 20
111  61.41994214  023.61337171 20
111  61.41975695  023.61357414 20
112  61.41972720  023.61368238  61.41972279  023.61375262 20
111  61.41973381  023.61378831 20
111  61.41981368  023.61413145 20
112  61.41985555  023.61419593  61.41988640  023.61421090 20
111  61.41990138  023.61420261 20
111  61.42006818  023.61402897 20
112  61.42010454  023.61402091  61.42011941  023.61402782 20
111  61.42013593  023.61406236 20
111  61.42034776  023.61496388 20
112  61.42036481  023.61511453  61.42036030  023.61516632 20
111  61.42033837  023.61524718 20
111  61.42003416  023.61628284 20
112  61.41999943  023.61646178  61.41999423  023.61651990 20
111  61.42001609  023.61663920 20
111  61.42108275  023.62134064 20
112  61.42119596  023.62154076  61.42126052  023.62156014 20
111  61.42129626  023.62151060 20
115  61.42150977  023.62128674
120 Linear Feature 43
111  61.41286290  023.59624767 1
112  61.41263597  023.59683676  61.41253669  023.59726875 1
115  61.41264957  023.59769506
120 Linear Feature 42
111  61.41412132  023.59616705 1
112  61.41379769  023.59564948  61.41357124  023.59551536 1
111  61.41343988  023.59566509 1
111  61.41286290  023.59624767 1
112  61.41250868  023.59626907  61.41228408  023.59615248 1
115  61.41219874  023.59570001
120 Linear Feature 41
111  61.41926329  023.61253077 1
111  61.41956706  023.61386980 1
115  61.41961243  023.61382259
120 Linear Feature 40
111  61.41877750  023.61301309 1
111  61.41903440  023.61414547 1
115  61.41909459  023.61408211
120 Linear Feature 39
111  61.41809931  023.61338330 1
111  61.41832795  023.61338880 1
112  61.41840783  023.61336233  61.41844895  023.61334118 1
111  61.41847773  023.61331059 1
111  61.41926332  023.61253119 1
111  61.41981389  023.61283143 1
115  61.41983013  023.61272020
120 Linear Feature 38
111  61.41902812  023.61540870 1
111  61.41971498  023.61472960 1
115  61.41968361  023.61459666
120 Linear Feature 31
111  61.42105723  023.62188638 1
115  61.42111965  023.62151372
120 Linear Feature 30
111  61.42100136  023.62163623 1
115  61.42117309  023.62176739
120 Linear Feature 29
111  61.42100143  023.62163615 1
111  61.42105709  023.62188643 1
111  61.42117321  023.62176694 1
113  61.42111928  023.62151440 1
120 Linear Feature 28
111  61.42082107  023.62151189 1
115  61.42094467  023.62138770
120 Linear Feature 27
111  61.42076285  023.62125714 1
115  61.42088636  023.62113338
120 Linear Feature 26
111  61.42070568  023.62100335 1
111  61.42087720  023.62176198 1
111  61.42100150  023.62163602 1
113  61.42082807  023.62087721 1
120 Linear Feature 25
111  61.42053890  023.62179421 1
115  61.42065869  023.62167400
120 Linear Feature 24
111  61.42048167  023.62154298 1
115  61.42060087  023.62141989
120 Linear Feature 23
111  61.42042349  023.62128778 1
111  61.42059602  023.62204516 1
111  61.42071625  023.62192524 1
113  61.42054238  023.62116381 1
120 Linear Feature 22
111  61.41321150  023.59620983 4 103
115  61.41309502  023.59570410
120 Linear Feature 21
111  61.41878297  023.62056644 4 103
115  61.41866621  023.62006043
120 Linear Feature 20
111  61.41735352  023.61431089 4 103
115  61.41723557  023.61380438
120 Linear Feature 18
111  61.41702799  023.61432890 1
112  61.41678612  023.61494367  61.41668821  023.61540982 1
115  61.41683780  023.61595841
120 Linear Feature 17
111  61.41702791  023.61432842 1
112  61.41664683  023.61435307  61.41642698  023.61423597 1
115  61.41631430  023.61366433
120 Linear Feature 16
111  61.41702786  023.61432863 1
115  61.41796564  023.61339575
120 Linear Feature 15
111  61.41924684  023.61627807 1
111  61.41911675  023.61571260 1
112  61.41906429  023.61551108  61.41904330  023.61544802 1
111  61.41902035  023.61539044 1
111  61.41815321  023.61351380 1
112  61.41805833  023.61327381  61.41803857  023.61320979 1
111  61.41798963  023.61301910 1
115  61.41412133  023.59616712
120 Linear Feature 14
111  61.41998559  023.61485443 1
111  61.42014252  023.61471550 1
115  61.42011823  023.61459412
120 Linear Feature 13
111  61.41996598  023.61533910 1
111  61.41998511  023.61484881 1
112  61.42000640  023.61475159  61.42002541  023.61471807 1
111  61.42004249  023.61471552 1
115  61.42011259  023.61471838
120 Linear Feature 12
111  61.41924678  023.61627798 1
111  61.41977376  023.61574478 1
112  61.41986737  023.61561379  61.41990563  023.61553039 1
111  61.41992683  023.61545937 1
111  61.42013356  023.61484774 1
115  61.42008586  023.61478163
120 Linear Feature 10
111  61.41843133  023.62061017 1
112  61.41821370  023.62120133  61.41813720  023.62163126 1
115  61.41823152  023.62203518
120 Linear Feature 9
111  61.41843130  023.62061010 1
112  61.41807799  023.62060328  61.41784953  023.62048105 1
115  61.41776800  023.62003066
120 Linear Feature 8
111  61.41990038  023.61914635 1
115  61.41843131  023.62061013
120 Linear Feature 7
111  61.41995574  023.61743690 1
111  61.42005113  023.61785405 1
115  61.42011196  023.61779024
120 Linear Feature 6
111  61.41989621  023.61768701 1
111  61.41995498  023.61794815 1
115  61.41999452  023.61790628
120 Linear Feature 5
111  61.41930123  023.61651719 1
111  61.42011704  023.61744742 1
115  61.42013868  023.61736500
120 Linear Feature 4
111  61.41957637  023.61772419 1
111  61.42028383  023.61854200 1
115  61.42031308  023.61841528
120 Linear Feature 3
111  61.41984496  023.61890489 1
111  61.42054793  023.61971945 1
115  61.42058472  023.61959899
120 Linear Feature 2
111  61.42007401  023.61991175 1
111  61.42067883  023.62060867 1
115  61.42071102  023.62048552
120 Linear Feature 1
111  61.41924673  023.61627809 1
111  61.42010233  023.62003566 1
112  61.42014474  023.62027444  61.42016068  023.62039439 1
112  61.42019094  023.62066980  61.42021717  023.62085145 1
111  61.42026475  023.62105919 1
115  61.42042800  023.62179309
21  61.41082654  023.58755328 2 65.3800 3.00 New Light Fixture 1
21  61.41772801  023.62213183 3 245.0400 3.00 New Light Fixture 8
20  61.41882350  023.62069838 130.0200 0 2 {@L}G{@R}24-06
20  61.41863273  023.61990950 180.0000 0 2 {@R}24-06{@L}G
20  61.41720540  023.61365831 179.0500 0 2 {@R}24-06{@L}H
20  61.41739337  023.61445557 130.1800 0 2 {@L}H{@R}24-06
20  61.41841362  023.61476156 222.1400 0 2 {@Y,^l}H{@L}T{@@}T
20  61.41769902  023.61275354 244.4500 0 2 {@L}T{@@}T{@Y}H{^r}
20  61.41870574  023.62283702 247.8200 0 2 {@Y}G{^r}
20  61.41778661  023.61878744 58.3100 0 2 {@Y,^l}G
20  61.41732566  023.61675617 248.6700 0 2 {@Y}H{^r}
20  61.41640447  023.61269652 53.8200 0 2 {@Y,^l}H
20  61.41315332  023.59855052 251.8300 0 2 {@Y}J{^r}
20  61.41223863  023.59452039 55.7100 0 2 {@Y,^l}J
20  61.41305982  023.59555079 176.4700 0 2 {@R}24-06{@L}J
20  61.41324929  023.59634044 128.4600 0 2 {@L}J{@R}24-06
14  61.41982300  023.61186900  49.21 0 ATC Tower
1300  61.41900431  023.61402627  64.91 tie_down heavy|jets A3
1301 D airline 
1300  61.42107516  023.62272019  62.59 misc props GA 8
1301 A none 
1300  61.42091781  023.62287000  62.48 misc props GA 3
1301 A none 
1300  61.42074431  023.62359465 331.43 tie_down props GA 4
1301 A general_aviation 
1300  61.42081847  023.62392069 331.43 tie_down props GA 2
1301 A general_aviation 
1300  61.41954681  023.61376917  64.42 tie_down jets|turboprops|props A2
1301 C airline 
1300  61.42012822  023.61486992 305.18 tie_down jets|turboprops|props A4
1301 C airline 
1300  61.41977465  023.61280380  15.44 misc jets|turboprops|props A1
1301 C none 
1300  61.42010554  023.61743416  29.00 tie_down jets|turboprops B2
1301 C airline 
1300  61.42004791  023.61784272  64.00 misc jets B1
1301 A none 
1300  61.42066627  023.62059216  28.50 tie_down jets|turboprops B5
1301 C airline 
1300  61.42053646  023.61970921  28.89 tie_down jets|turboprops B4
