I
1100 Generated by WorldEditor 1.7.1r2

1    243 1 0 ENOV Orsta-Volda Hovden
1302 city Ørsta
111  62.17668381  006.06192876
112  62.17668381  006.06192876  62.17671443  006.06206130
111  62.17670985  006.06211172
111  62.17661976  006.06223109
111  62.17664736  006.06236161
111  62.17700202  006.06192482
111  62.17718008  006.06259993
113  62.17716957  006.06268590
111  62.17638940  006.06220100
111  62.17639591  006.06231349
112  62.17633646  006.06249849  62.17626703  006.06253568
111  62.17624490  006.06240460
111  62.17623058  006.06225399
114  62.17629133  006.06206156  62.17637551  006.06202623
110 1 0.00 330.6400 New Taxiway 88
111  62.18094926  006.07827720
111  62.18075741  006.07848678
111  62.18074751  006.07843992
111  62.18066785  006.07847339
111  62.18046265  006.07868954
112  62.18022573  006.07874979  62.18007277  006.07873244
111  62.18022573  006.07874979
112  62.18022573  006.07874979  62.18016962  006.07873244
111  62.18006702  006.07864536
111  62.17995393  006.07849541
112  62.17995393  006.07849541  62.17991944  006.07844561
111  62.17981071  006.07844266
111  62.17980896  006.07900819
111  62.18046406  006.08110664
111  62.18047095  006.08126185
111  62.18066529  006.08149321
111  62.18109274  006.08091551
111  62.18095052  006.08037883
112  62.18096672  006.08026904  62.18099484  006.08023022
111  62.18096672  006.08026904
111  62.18135689  006.07979224
111  62.18123182  006.07933268
112  62.18118184  006.07948040  62.18113872  006.07953663
111  62.18118184  006.07948040
111  62.18090217  006.07981871
111  62.18084067  006.07969685
111  62.18073133  006.07928582
112  62.18073133  006.07928582  62.18071397  006.07922228
111  62.18074445  006.07912247
111  62.18101126  006.07879310
112  62.18110311  006.07882524  62.18114372  006.07891494
113  62.18110311  006.07882524
110 1 0.00 241.3000 New Taxiway 87
111  62.18167460  006.07986891
111  62.18176146  006.07976849
111  62.18158636  006.07910337
113  62.18144316  006.07900221
110 1 0.00 60.7900 New Taxiway 86
111  62.17714395  006.06289550
111  62.17718008  006.06259993
111  62.17700202  006.06192482
113  62.17692275  006.06202411
130 Airport Boundary
111  62.17734523  006.05905618
111  62.17626130  006.05955016
111  62.17561140  006.06037662
111  62.17631723  006.06441729
111  62.17654635  006.06664518
111  62.17958933  006.07988560
111  62.17984729  006.08057723
111  62.18154574  006.08277509
113  62.18253736  006.08167019
120 Linear Feature 1
111  62.18029215  006.07949052 25
115  62.18014559  006.07966845
120 Linear Feature 1
111  62.18029133  006.07948749 25
115  62.18014476  006.07966542
120 Linear Feature 1
111  62.18029046  006.07948431 25
115  62.18014389  006.07966223
120 Linear Feature 1
111  62.18028960  006.07948115 25
115  62.18014303  006.07965908
120 Linear Feature 1
111  62.18028881  006.07947828 25
115  62.18014225  006.07965621
120 Linear Feature 1
111  62.18028797  006.07947519 25
115  62.18014141  006.07965312
120 Linear Feature 1
111  62.18028707  006.07947175 25
115  62.18014050  006.07964967
120 Linear Feature 1
111  62.18028620  006.07946857 25
115  62.18013964  006.07964650
120 Linear Feature 1
111  62.18001801  006.07919452 25
115  62.18014522  006.07967048
120 Linear Feature 1
111  62.18001659  006.07919628 25
115  62.18014381  006.07967224
120 Linear Feature 1
111  62.18001510  006.07919814 25
115  62.18014232  006.07967409
120 Linear Feature 1
111  62.18001363  006.07919997 25
115  62.18014084  006.07967593
120 Linear Feature 1
111  62.18001229  006.07920164 25
115  62.18013950  006.07967760
120 Linear Feature 1
111  62.18001084  006.07920344 25
115  62.18013806  006.07967940
120 Linear Feature 1
111  62.18000923  006.07920537 25
115  62.18013645  006.07968133
120 Linear Feature 1
111  62.18000775  006.07920722 25
115  62.18013496  006.07968318
120 Linear Feature 11
111  62.18086544  006.08110358 30
111  62.18073364  006.08063579 30
111  62.18059736  006.08080293 30
112  62.18053057  006.08075202  62.18050143  006.08066557
111  62.18053057  006.08075202 30
111  62.18048574  006.08059449
112  62.18048574  006.08059449  62.18047095  006.08054166 30
111  62.18043240  006.08048595 30
111  62.18037143  006.08038413 30
112  62.18031226  006.08021795  62.18028760  006.08012862
111  62.18031226  006.08021795 30
111  62.17999898  006.07903041 30
115  62.17993368  006.07898455
120 Linear Feature 118
111  62.18062735  006.07884579 4
111  62.18071312  006.07916057
111  62.18089569  006.07983851 4
115  62.18098191  006.08015432
120 Linear Feature 117
111  62.18060713  006.07907837 10
112  62.18050898  006.07910403  62.18046529  006.07906658
111  62.18050898  006.07910403 10
115  62.18040485  006.07901624
120 Linear Feature 115
111  62.18021925  006.07919914 10
111  62.18023351  006.07918260 10
111  62.18023991  006.07920792 10
111  62.18022565  006.07922446 10
111  62.18022237  006.07921146
112  62.18022237  006.07921146  62.18021214  006.07915720
111  62.18016487  006.07927871 10
113  62.18022237  006.07921146 10
120 Linear Feature 115
111  62.18030956  006.07947327 10
111  62.18029521  006.07948941 10
111  62.18028896  006.07946391 10
111  62.18030332  006.07944777 10
111  62.18030652  006.07946086
112  62.18030652  006.07946086  62.18031642  006.07951540
111  62.18036443  006.07939522 10
113  62.18030652  006.07946086 10
120 Linear Feature 115
111  62.18055704  006.08037583 10
111  62.18057324  006.08037446 10
111  62.18057377  006.08040324 10
111  62.18055757  006.08040460 10
111  62.18055730  006.08038983
112  62.18055730  006.08038983  62.18055930  006.08033147
111  62.18049185  006.08039582 10
113  62.18055730  006.08038983 10
120 Linear Feature 115
111  62.18073134  006.07980713 10
111  62.18071732  006.07982457 10
111  62.18071057  006.07979967 10
111  62.18072459  006.07978223 10
111  62.18072806  006.07979501
112  62.18072806  006.07979501  62.18073904  006.07984859
111  62.18077868  006.07973182 10
113  62.18072806  006.07979501 10
120 Linear Feature 115
111  62.18062672  006.07949137 10
111  62.18064095  006.07947472 10
111  62.18064739  006.07950000 10
111  62.18063316  006.07951665 10
111  62.18062985  006.07950367
112  62.18062985  006.07950367  62.18061954  006.07944949
111  62.18057571  006.07956718 10
113  62.18062985  006.07950367 10
120 Linear Feature 112
111  62.18066603  006.07900529
111  62.18061952  006.07906299 10
111  62.18051900  006.07918768
112  62.18051900  006.07918768  62.18050720  006.07920167 10
111  62.18048828  006.07924793 10
111  62.18036800  006.07955810
112  62.18036800  006.07955810  62.18034977  006.07961574 10
111  62.18036487  006.07971318 10
111  62.18046171  006.08008351
112  62.18046171  006.08008351  62.18051247  006.08025273 10
111  62.18062538  006.08023893 10
111  62.18071325  006.08022886
112  62.18071325  006.08022886  62.18074145  006.08022498 10
111  62.18078303  006.08018082 10
111  62.18088522  006.08005624
115  62.18093742  006.07999260
120 Linear Feature 111
111  62.18075829  006.07701193 10
111  62.18103003  006.07802650 10
112  62.18095326  006.07865912  62.18081195  006.07895307
111  62.18095326  006.07865912
112  62.18095326  006.07865912  62.18113587  006.07848264 10
111  62.18123578  006.07879464 10
111  62.18131567  006.07909293 10
112  62.18122507  006.07964589  62.18108650  006.07984255
111  62.18122507  006.07964589 10
111  62.18093742  006.07999260
112  62.18093742  006.07999260  62.18092480  006.08000652
112  62.18088009  006.08003588  62.18085602  006.08004534
111  62.18088009  006.08003588
112  62.18088009  006.08003588  62.18083903  006.08005202 10
112  62.18075000  006.07991156  62.18071197  006.07978535
111  62.18075000  006.07991156 10
111  62.18060615  006.07937348
112  62.18060615  006.07937348  62.18058125  006.07924932 10
112  62.18062573  006.07908604  62.18064939  006.07902202
111  62.18062573  006.07908604
112  62.18062573  006.07908604  62.18064494  006.07903405
111  62.18066603  006.07900529 10
115  62.18095326  006.07865912
120 Linear Feature 110
111  62.18081271  006.08091643 3
111  62.18098039  006.08069970 3
111  62.18089728  006.08039709 3 102
111  62.18094192  006.08020407 3 102
111  62.18130418  006.07975339
112  62.18130418  006.07975339  62.18133455  006.07971248 3 102
115  62.18136015  006.07979058
120 Linear Feature 109
111  62.18095986  006.07829479 3 102
112  62.18092675  006.07847956  62.18087572  006.07854204
111  62.18092675  006.07847956 3 102
111  62.18053633  006.07895714 3 102
111  62.18016115  006.07883360 3
115  62.17995768  006.07908052
120 Linear Feature 107
111  62.18132230  006.07908733 10
112  62.18135396  006.07915205  62.18137626  006.07917981
111  62.18135396  006.07915205 10
111  62.18158648  006.07945516
112  62.18158648  006.07945516  62.18167031  006.07957566 10
112  62.18158226  006.07984839  62.18153013  006.07990327 10
112  62.18142225  006.07962304  62.18142017  006.07938427
111  62.18142225  006.07962304 10
111  62.18142045  006.07949907
112  62.18142045  006.07949907  62.18142045  006.07946549 10
115  62.18140663  006.07940322
120 Linear Feature 108
111  62.18123182  006.07933268 3 102
112  62.18118184  006.07948040  62.18113872  006.07953663
111  62.18118184  006.07948040 3 102
111  62.18086657  006.07987496 3 102
112  62.18080962  006.07984719  62.18079124  006.07978520
111  62.18080962  006.07984719 3 102
111  62.18066933  006.07932397 3 102
112  62.18068907  006.07919022  62.18073276  006.07913534
111  62.18068907  006.07919022 3 102
111  62.18101126  006.07879310 3 102
116  62.18110311  006.07882524  62.18114372  006.07891494
120 Linear Feature 106
111  62.18144316  006.07900221 19
111  62.18158636  006.07910337 19
111  62.18176146  006.07976849 19
115  62.18144686  006.08013592
120 Linear Feature 105
111  62.17714396  006.06289546 19
111  62.17718008  006.06259993 19
111  62.17700202  006.06192482 19
115  62.17668919  006.06231463
120 Linear Feature 138
111  62.17720484  006.06366391 10
111  62.17697404  006.06279935 10
112  62.17690401  006.06264145  62.17686913  006.06261078
111  62.17690401  006.06264145
112  62.17690401  006.06264145  62.17685436  006.06259270 10
112  62.17682946  006.06230818  62.17686594  006.06212312
111  62.17682946  006.06230818
112  62.17682946  006.06230818  62.17687635  006.06209337 10
112  62.17703355  006.06240068  62.17703193  006.06263504
111  62.17703355  006.06240068 10
111  62.17703038  006.06293520
112  62.17703038  006.06293520  62.17702963  006.06300594 10
115  62.17704621  006.06306968
120 Linear Feature 114
111  62.18078303  006.08018082 10
112  62.18072632  006.08029197  62.18070342  006.08034556
111  62.18072632  006.08029197 10
111  62.18064677  006.08048180 10
112  62.18056963  006.08044176  62.18054161  006.08034556
111  62.18056963  006.08044176
112  62.18056963  006.08044176  62.18055155  006.08037591 10
112  62.18061604  006.08027001  62.18065551  006.08026549
111  62.18061604  006.08027001
112  62.18061604  006.08027001  62.18063351  006.08026808 10
111  62.18071325  006.08022886
111  62.18036487  006.07971318 10
111  62.18023334  006.07921584
111  62.18019618  006.07922283 10
111  62.18017253  006.07913528
112  62.18017253  006.07913528  62.18015387  006.07906741 10
111  62.18010531  006.07898645 10
111  62.17999748  006.07883411
112  62.17999748  006.07883411  62.17995374  006.07877721 10
111  62.17988664  006.07877246 10
111  62.17980333  006.07876502
111  62.17980940  006.07861254 3
111  62.17990616  006.07861347
112  62.17990616  006.07861347  62.17996643  006.07861670 3
111  62.18003677  006.07870366 3
115  62.18014370  006.07885476
120 Linear Feature 113
112  62.18045378  006.07911683  62.18042618  006.07900468 10
112  62.18030903  006.07902083  62.18025669  006.07907997 10
112  62.18026423  006.07933098  62.18029183  006.07944314 10
114  62.18040898  006.07942698  62.18046132  006.07936785 10
21  62.17776139  006.06477407 5 59.9900 4.50 06  VASI
21  62.18065002  006.07758992 5 240.0100 4.50 24  VASI
21  62.18065905  006.07757925 5 240.0100 4.50 24  VASI
20  62.18086513  006.07972517 330.2600 0 2 {@L}B{@R}06-24{@@,@L}B
20  62.18100696  006.08026028 330.2600 0 2 {@L}B{@R}06-24{@@,@L}B
20  62.18074344  006.07926399 330.2600 0 2 {@L}A{@R}06-24{@@,@L}A
20  62.18060271  006.07874541 330.2600 0 2 {@L}A{@R}06-24{@@,@L}A
14  62.18032279  006.08049002  45.93 0 ATC Tower
1300  62.18029995  006.07946940 239.52 tie_down turboprops Stand 1
1301 B airline 
1300  62.18083278  006.08058642 -118.67 tie_down props General Aviation
1301 A general_aviation 
1300  62.18056379  006.08039251 -90.96 tie_down jets|turboprops|props Stand 3
1301 A general_aviation 
1300  62.18072104  006.07980101  59.95 tie_down turboprops Stand 2
1301 B airline 
19  62.17798743  006.06444330 1 WS
19  62.18050117  006.07818263 1 WS
50 11890 AFIS
1200 
1201  62.18073272  006.08023726 both 0 B_stop
1201  62.18044229  006.07936613 both 1 A_stop
1201  62.18055767  006.07913455 both 2 A_stop
1201  62.18093736  006.07999271 both 3 A_start
1201  62.18066653  006.07900437 both 4 A_start
1201  62.17690110  006.06252558 both 5 _stop
1201  62.18141042  006.07941951 both 6 _start
1201  62.18114416  006.07842088 both 7 _start
1201  62.18061598  006.08069919 both 8 _stop
1201  62.18053908  006.08080531 both 9 _stop
1201  62.18036308  006.08017332 both 10 _stop
1201  62.18067759  006.07978750 both 11 _start
1202 3 0 twoway taxiway_B B
1202 2 1 twoway taxiway_B A
1202 4 2 twoway taxiway_B A
1202 3 6 twoway taxiway_B B
1204 departure 06,24
1204 arrival 06,24
1202 4 7 twoway taxiway_B A
1204 departure 06,24
1204 arrival 06,24
1202 6 7 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1202 7 5 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
1206 9 8 twoway  
1206 10 9 twoway  
1206 11 10 twoway  
1400  62.18049998  6.08091929  240.12 gpu 0 New Service Truck 35
1400  62.18045221  6.08072564  239.39 baggage_train 1 New Service Truck 34
1400  62.18062509  6.08098229  239.25 fuel_jets 0 New Service Truck 13
99
