I
1100 Generated by WorldEditor 1.7.1r1

1      0 1 0 ENTC Tromso Langnes
1302 city Tromsø
112  69.67947790  018.92123393  69.67944590  018.92149666
111  69.67957758  018.92165508
111  69.67970050  018.92174110
112  69.67993146  018.91913836  69.67996125  018.91874759
111  69.68004277  018.91768670
112  69.68007252  018.91757704  69.68009281  018.91755472
111  69.68012256  018.91754581
111  69.68019783  018.91737233
113  69.67988033  018.91714823
110 1 0.00 13.0300 MAIN
111  69.67651932  018.91356324
112  69.67639612  018.91323111  69.67636647  018.91299206
111  69.67638864  018.91279959
111  69.67645265  018.91201498
111  69.67648694  018.91159458
111  69.67649866  018.91145094
112  69.67660687  018.91112935  69.67667915  018.91105870
111  69.67673383  018.91109387
111  69.67683568  018.91116339
111  69.67704051  018.91130319
111  69.67712193  018.91135876
112  69.67727395  018.91167159  69.67731123  018.91187406
111  69.67729643  018.91210662
111  69.67725044  018.91267109
111  69.67719061  018.91340551
112  69.67713099  018.91372239  69.67708608  018.91384923
111  69.67700949  018.91388744
111  69.67681903  018.91404535
111  69.67772347  018.91463694
111  69.67762130  018.91429057
112  69.67753111  018.91396663  69.67750976  018.91378514
111  69.67751323  018.91359589
111  69.67757598  018.91275532
111  69.67760459  018.91237203
111  69.67761918  018.91217657
112  69.67772726  018.91190053  69.67781057  018.91183345
111  69.67791772  018.91190561
111  69.67800750  018.91196658
111  69.67815240  018.91206497
111  69.68035961  018.91356381
112  69.68054967  018.91388482  69.68060389  018.91409220
111  69.68059415  018.91431195
111  69.68054342  018.91490934
111  69.68047914  018.91566650
112  69.68040219  018.91592978  69.68034119  018.91602737
111  69.68017542  018.91600601
111  69.68000835  018.91614725
111  69.68105104  018.91684162
111  69.68092723  018.91650226
112  69.68082988  018.91627356  69.68079952  018.91609464
111  69.68080580  018.91596901
111  69.68088749  018.91502242
111  69.68092516  018.91458598
111  69.68094131  018.91439885
112  69.68104522  018.91409105  69.68111345  018.91402633
111  69.68118831  018.91408080
111  69.68130961  018.91416146
111  69.68145903  018.91426081
111  69.68271627  018.91509678
111  69.68288145  018.91520661
111  69.68306319  018.91532745
112  69.68316550  018.91563778  69.68319233  018.91582282
111  69.68318618  018.91603671
111  69.68316674  018.91626349
111  69.68314644  018.91650022
111  69.68310887  018.91693838
112  69.68298827  018.91754572  69.68292422  018.91769798
111  69.68281178  018.91778805
111  69.68259109  018.91786761
111  69.68368178  018.91858823
111  69.68359743  018.91827824
112  69.68336908  018.91783568  69.68331520  018.91756630
111  69.68334899  018.91703605
111  69.68338738  018.91665625
111  69.68340806  018.91645169
111  69.68346505  018.91588787
112  69.68355286  018.91559244  69.68361905  018.91547100
111  69.68355286  018.91559244
112  69.68355286  018.91559244  69.68358548  018.91553259
112  69.68365145  018.91548449  69.68368051  018.91546791
111  69.68365145  018.91548449
112  69.68365145  018.91548449  69.68368134  018.91546743
111  69.68370291  018.91546619
111  69.68374489  018.91546609
111  69.68438898  018.91546458
112  69.68449268  018.91548927  69.68452749  018.91550198
111  69.68462746  018.91556687
111  69.68741490  018.91743662
112  69.68757599  018.91794635  69.68761496  018.91828559
111  69.68758749  018.91861136
111  69.68744821  018.92024944
112  69.68737379  018.92057392  69.68730883  018.92071832
111  69.68723450  018.92071748
111  69.68707792  018.92086990
111  69.68794929  018.92142832
111  69.68787088  018.92114183
112  69.68778460  018.92081243  69.68776554  018.92058058
111  69.68778411  018.92040491
111  69.68809045  018.91673900
112  69.68809530  018.91550306  69.68805138  018.91491097
111  69.68779181  018.91447665
111  69.68686068  018.91387125
112  69.68678228  018.91378365  69.68675404  018.91372941
111  69.68672951  018.91358785
112  69.68664751  018.91319726  69.68659566  018.91300691
112  69.68630547  018.91260878  69.68619059  018.91245650
111  69.68492430  018.91119935
112  69.68453111  018.91073891  69.68428589  018.91057376
111  69.68403782  018.91057175
111  69.68395786  018.91070259
112  69.68394530  018.91107831  69.68389988  018.91122618
111  69.68372015  018.91113649
111  69.68300589  018.91064435
112  69.68286191  018.91100611  69.68282269  018.91109225
111  69.68277072  018.91117069
111  69.68273329  018.91136209
111  69.68277421  018.91138898
111  69.68262813  018.91288427
111  69.68286582  018.91304178
111  69.68296917  018.91285605
111  69.68319208  018.91300270
111  69.68318320  018.91311075
111  69.68336109  018.91322946
111  69.68333990  018.91341943
111  69.68328276  018.91356767
111  69.68324560  018.91375912
111  69.68332863  018.91389124
111  69.68330526  018.91413378
112  69.68321785  018.91432342  69.68316066  018.91438239
111  69.68310652  018.91436251
111  69.68160058  018.91335353
112  69.68144879  018.91300607  69.68140502  018.91274582
111  69.68143029  018.91252303
111  69.68144454  018.91233700
112  69.68141743  018.91220513  69.68141331  018.91209330
111  69.68142173  018.91197301
111  69.68144702  018.91201542
111  69.68171262  018.90883756
111  69.68067354  018.90815281
111  69.68063493  018.90859284
111  69.67929790  018.90772647
111  69.67930078  018.90794714
111  69.67943106  018.90817817
112  69.67893469  018.90897503  69.67862307  018.90884991
111  69.67893469  018.90897503
112  69.67893469  018.90897503  69.67849373  018.90879798
111  69.67845178  018.90777054
111  69.67800721  018.90720095
111  69.67745749  018.90682895
112  69.67736839  018.90687873  69.67733112  018.90695496
111  69.67728143  018.90692367
111  69.67695737  018.90670680
112  69.67685890  018.90673920  69.67681820  018.90680273
111  69.67676031  018.90685975
111  69.67664124  018.90726987
111  69.67646992  018.90737525
111  69.67603508  018.90829016
111  69.67588751  018.90868973
111  69.67579967  018.90904884
111  69.67565684  018.91011986
112  69.67569632  018.91064879  69.67576398  018.91088085
111  69.67586564  018.91087863
111  69.67607735  018.91086844
112  69.67615937  018.91096302  69.67620595  018.91107171
111  69.67620048  018.91119173
111  69.67618636  018.91136185
111  69.67613756  018.91194998
111  69.67607792  018.91266877
112  69.67600755  018.91299246  69.67595884  018.91311036
111  69.67582752  018.91313387
111  69.67571928  018.91329420
113  69.67659334  018.91387360
110 1 0.00 13.0300 Turn19
111  69.69319336  018.92686237
111  69.69369006  018.92719309
111  69.69375715  018.92641611
113  69.69291727  018.92585119
130 Airport Boundary 46
111  69.67061826  018.91113321
111  69.67241860  018.91372710
111  69.67239849  018.91625545
111  69.67408760  018.91787546
111  69.67975169  018.92179354
111  69.68174881  018.92139382
111  69.69194390  018.92652568
111  69.69382095  018.92775448
111  69.69535593  018.92889120
111  69.69585051  018.92747529
111  69.69597867  018.92559265
111  69.69542929  018.92411914
111  69.69173987  018.92164738
111  69.68829316  018.91902694
111  69.68844668  018.91628733
111  69.68809500  018.91365000
111  69.68434028  018.90958678
111  69.68381578  018.90726964
111  69.67851162  018.90395917
111  69.67702065  018.90555088
111  69.67528119  018.90779677
111  69.67304264  018.90863961
111  69.67262694  018.91029036
113  69.67076259  018.90945146
120 Linear Feature 22
111  69.67912485  018.90563654 20
112  69.67901856  018.90554793  69.67896912  018.90549118 20
111  69.67895811  018.90532762 20
111  69.67896022  018.90473319 20
112  69.67898419  018.90458276  69.67900885  018.90453185 20
111  69.67903393  018.90453996 20
111  69.67960254  018.90488001 20
112  69.67972073  018.90502818  69.67977567  018.90508799 20
111  69.67988715  018.90512311 20
111  69.68003106  018.90518231 20
112  69.68004881  018.90520177  69.68005269  018.90521666 20
111  69.68005047  018.90523310 20
111  69.68003206  018.90542225 20
111  69.68010086  018.90549744 20
111  69.68011928  018.90531093 20
112  69.68013547  018.90526431  69.68014243  018.90525268 20
111  69.68015334  018.90525788 20
111  69.68030805  018.90536627 20
112  69.68032871  018.90543219  69.68033220  018.90546457 20
111  69.68033038  018.90552062 20
111  69.68026364  018.90620446 20
112  69.68019915  018.90630896  69.68014937  018.90630896 20
115  69.68007132  018.90625023
120 Linear Feature 21
111  69.67915733  018.90620592 20
111  69.67926419  018.90628228 20
111  69.67935562  018.90638663 20
111  69.67993781  018.90677322 20
111  69.67997857  018.90669284 20
115  69.68006389  018.90674954
120 Linear Feature 20
111  69.67914792  018.90629590 20
115  69.68005006  018.90691081
120 Linear Feature 19
111  69.67915733  018.90620592 20
112  69.67896065  018.90593461  69.67894310  018.90583511
111  69.67896065  018.90593461
112  69.67896065  018.90593461  69.67894741  018.90587387 20
112  69.67892070  018.90567952  69.67890991  018.90567088
111  69.67892070  018.90567952
112  69.67892070  018.90567952  69.67891745  018.90567692 20
112  69.67890833  018.90570460  69.67890411  018.90573262
111  69.67890833  018.90570460
112  69.67890833  018.90570460  69.67890405  018.90574655 20
112  69.67889175  018.90583791  69.67889157  018.90584989
111  69.67889175  018.90583791
112  69.67889175  018.90583791  69.67889150  018.90585505 20
112  69.67889927  018.90591960  69.67890847  018.90597479 20
112  69.67897049  018.90610967  69.67900161  018.90617566 20
113  69.67914882  018.90629503 20
120 Linear Feature 18
111  69.67910940  018.90571584 20
112  69.67903749  018.90565383  69.67901244  018.90562638 20
111  69.67896478  018.90556065 20
112  69.67895851  018.90556086  69.67895617  018.90556669 20
111  69.67895935  018.90558745 20
112  69.67903895  018.90587220  69.67909064  018.90598292 20
111  69.67933441  018.90617540 20
111  69.67936652  018.90614325 20
111  69.67996171  018.90651692 20
111  69.67997288  018.90656381 20
111  69.68007849  018.90665090 20
112  69.68016320  018.90660423  69.68020262  018.90654189 20
111  69.68023225  018.90647810 20
112  69.68023688  018.90644990  69.68023578  018.90643338 20
111  69.68022993  018.90643790 20
112  69.68015408  018.90648881  69.68010717  018.90649440
111  69.68015408  018.90648881
112  69.68015408  018.90648881  69.68011686  018.90647542 20
115  69.68005544  018.90642584
120 Linear Feature 17
111  69.68022842  018.90666201 20
112  69.68016425  018.90675371  69.68012564  018.90678286 20
111  69.68006389  018.90674954 20
111  69.68005231  018.90691210 20
112  69.68016425  018.90692461  69.68021484  018.90687540 20
111  69.68024193  018.90669674 20
114  69.68024090  018.90666785  69.68023688  018.90665225 20
120 Linear Feature 16
111  69.68048010  018.90551668 20
112  69.68042407  018.90553685  69.68040612  018.90558187 20
111  69.68039930  018.90564874 20
111  69.68026941  018.90692588 20
112  69.68020634  018.90715178  69.68016060  018.90722514 20
111  69.68011237  018.90719970 20
111  69.68003551  018.90716733 20
111  69.67924159  018.90667168 20
111  69.67921183  018.90668601 20
111  69.67888515  018.90643128 20
112  69.67881947  018.90621762  69.67878858  018.90604234 20
111  69.67880471  018.90590402 20
112  69.67883765  018.90556804  69.67885496  018.90539440 20
111  69.67887724  018.90523248 20
112  69.67888748  018.90461585  69.67884645  018.90429859
111  69.67888748  018.90461585
112  69.67888748  018.90461585  69.67885711  018.90448839 20
115  69.67880629  018.90450450
120 Linear Feature 22
111  69.67862709  018.91132169 19
111  69.67862633  018.91130949 19
111  69.67861843  018.91134199 19
113  69.67862849  018.91134721 19
120 Linear Feature 22
111  69.67817197  018.91102399 19
111  69.67817122  018.91101179 19
111  69.67816332  018.91104428 19
113  69.67817338  018.91104951 19
120 Linear Feature 22
111  69.67771150  018.91071571 19
111  69.67771074  018.91070351 19
111  69.67770284  018.91073600 19
113  69.67771290  018.91074122 19
120 Linear Feature 22
111  69.68099418  018.91289053 19
111  69.68099342  018.91287833 19
111  69.68098555  018.91291090 19
113  69.68099562  018.91291603 19
120 Linear Feature 22
111  69.68063971  018.91266332 19
111  69.68063894  018.91265113 19
111  69.68063107  018.91268369 19
113  69.68064114  018.91268883 19
120 Linear Feature 22
111  69.68028468  018.91242841 19
111  69.68028393  018.91241620 19
111  69.68027603  018.91244870 19
113  69.68028609  018.91245392 19
120 Linear Feature 22
111  69.67993107  018.91219509 19
111  69.67993032  018.91218289 19
111  69.67992242  018.91221539 19
113  69.67993248  018.91222061 19
120 Linear Feature 22
111  69.67956762  018.91196047 19
111  69.67956686  018.91194827 19
111  69.67955896  018.91198076 19
113  69.67956902  018.91198599 19
120 Linear Feature 22
111  69.67907614  018.91162365 19
111  69.67907539  018.91161145 19
111  69.67906749  018.91164394 19
113  69.67907755  018.91164916 19
120 Linear Feature 22
111  69.67731420  018.91045556 19
111  69.67731344  018.91044336 19
111  69.67730554  018.91047585 19
113  69.67731560  018.91048108 19
120 Linear Feature 21
111  69.67861880  018.91139548 10
115  69.67877657  018.90951399
120 Linear Feature 21
111  69.67816369  018.91109778 10
115  69.67836753  018.90876754
120 Linear Feature 21
111  69.67770321  018.91078950 10
115  69.67797273  018.90753634
120 Linear Feature 21
111  69.68098598  018.91296440 10
115  69.68130000  018.90911253
120 Linear Feature 21
111  69.68063151  018.91273719 10
115  69.68090365  018.90950153
120 Linear Feature 21
111  69.68027640  018.91250220 10
115  69.68054789  018.90921348
120 Linear Feature 21
111  69.67992279  018.91226889 10
115  69.68018822  018.90896442
120 Linear Feature 21
111  69.67955933  018.91203426 10
115  69.67982491  018.90874773
120 Linear Feature 21
111  69.67906786  018.91169744 10
115  69.67920893  018.90985730
120 Linear Feature 21
111  69.67730591  018.91052935 10
115  69.67757543  018.90727625
120 Linear Feature 1
112  69.67861254  018.91139350  69.67861425  018.91139350 1
112  69.67863872  018.91146951  69.67863879  018.91154279 1
112  69.67861249  018.91154514  69.67861179  018.91154540 1
114  69.67858649  018.91146761  69.67858712  018.91139546 1
120 Linear Feature 1
112  69.67815742  018.91109580  69.67815914  018.91109580 1
112  69.67818361  018.91117181  69.67818368  018.91124508 1
112  69.67815738  018.91124744  69.67815667  018.91124769 1
114  69.67813098  018.91117143  69.67813201  018.91109244 1
120 Linear Feature 1
112  69.67769695  018.91078752  69.67769866  018.91078752 1
112  69.67772313  018.91086352  69.67772321  018.91093679 1
112  69.67769691  018.91093915  69.67769620  018.91093940 1
114  69.67767050  018.91086315  69.67767154  018.91078415 1
120 Linear Feature 1
112  69.68097971  018.91296248  69.68098143  018.91296246 1
112  69.68100598  018.91303826  69.68100613  018.91311154 1
112  69.68097983  018.91311413  69.68097913  018.91311439 1
114  69.68095335  018.91303835  69.68095429  018.91295934 1
120 Linear Feature 1
112  69.68062524  018.91273527  69.68062695  018.91273526 1
112  69.68065151  018.91281105  69.68065166  018.91288433 1
112  69.68062536  018.91288692  69.68062465  018.91288718 1
114  69.68059887  018.91281115  69.68059982  018.91273213 1
120 Linear Feature 1
112  69.68027013  018.91250022  69.68027185  018.91250022 1
112  69.68029632  018.91257624  69.68029639  018.91264952 1
112  69.68027009  018.91265187  69.68026938  018.91265213 1
114  69.68024369  018.91257586  69.68024472  018.91249686 1
120 Linear Feature 1
112  69.67991653  018.91226691  69.67991824  018.91226691 1
112  69.67994271  018.91234292  69.67994278  018.91241620 1
112  69.67991648  018.91241855  69.67991577  018.91241881 1
114  69.67989008  018.91234254  69.67989111  018.91226354 1
120 Linear Feature 1
112  69.67955307  018.91203228  69.67955478  018.91203228 1
112  69.67957925  018.91210829  69.67957932  018.91218157 1
112  69.67955303  018.91218393  69.67955232  018.91218418 1
114  69.67952662  018.91210792  69.67952765  018.91202892 1
120 Linear Feature 1
112  69.67906159  018.91169546  69.67906331  018.91169546 1
112  69.67908778  018.91177147  69.67908785  018.91184475 1
112  69.67906155  018.91184710  69.67906084  018.91184736 1
114  69.67903515  018.91177109  69.67903618  018.91169210 1
120 Linear Feature 1
112  69.67729965  018.91052737  69.67730136  018.91052737 1
112  69.67732583  018.91060337  69.67732590  018.91067664 1
112  69.67729960  018.91067900  69.67729890  018.91067925 1
114  69.67727320  018.91060300  69.67727423  018.91052401 1
120 Linear Feature 20
111  69.67857863  018.91185350 10
115  69.67860456  018.91154290
120 Linear Feature 20
111  69.67812366  018.91155150 10
115  69.67814944  018.91124519
120 Linear Feature 20
111  69.67766310  018.91124535 10
115  69.67768897  018.91093690
120 Linear Feature 20
111  69.68094596  018.91342679 10
115  69.68097189  018.91311196
120 Linear Feature 20
111  69.68059459  018.91319301 10
115  69.68061742  018.91288475
120 Linear Feature 20
111  69.68023743  018.91295620 10
115  69.68026215  018.91264963
120 Linear Feature 20
111  69.67988319  018.91271832 10
115  69.67990855  018.91241631
120 Linear Feature 20
111  69.67951998  018.91247918 10
115  69.67954509  018.91218168
120 Linear Feature 20
111  69.67902781  018.91215205 10
115  69.67905361  018.91184486
120 Linear Feature 20
111  69.67726609  018.91098165 10
115  69.67729167  018.91067675
120 01blastarrow
111  69.67167410  018.91074644 19
111  69.67176691  018.91119211 19
115  69.67161822  018.91148876
120 01blastarrow
111  69.67193180  018.91092645 19
111  69.67202988  018.91136867 19
115  69.67187722  018.91165861
120 01blastarrow
111  69.67219966  018.91110091 19
111  69.67229608  018.91154313 19
115  69.67214360  018.91183260
120 Edgeturn19
111  69.69300541  018.92592158 19
111  69.69318172  018.92667517 19
111  69.69370545  018.92700810 19
111  69.69384068  018.92534423 19
115  69.69370196  018.92525260
120 Turn01
111  69.67375839  018.91255742 10
111  69.67318998  018.91217268 10
112  69.67309385  018.91199989  69.67304808  018.91189449 10
111  69.67294605  018.91155303 10
112  69.67277315  018.91112991  69.67269230  018.91102113 10
112  69.67243290  018.91162293  69.67237753  018.91219971 10
112  69.67266284  018.91251740  69.67275775  018.91251234 10
111  69.67290925  018.91234536 10
112  69.67308469  018.91220231  69.67314657  018.91217352 10
115  69.67318998  018.91217268
120 Linear Feature 37
111  69.68779606  018.91946832 4 103
115  69.68759040  018.91933133
120 Linear Feature 36
111  69.68334003  018.91649328 4 103
115  69.68320070  018.91640120
120 Linear Feature 35
111  69.68083855  018.91482757 4 103
115  69.68062298  018.91468672
120 Linear Feature 35
111  69.67750640  018.91261640 4 103
115  69.67732551  018.91249486
120 Linear Feature 35
111  69.67639788  018.91186996 4 103
115  69.67622023  018.91175116
120 Linear Feature 34
111  69.68357782  018.91847318 3 102
112  69.68332506  018.91785263  69.68326040  018.91745207 3 102
111  69.68329212  018.91709016 3 102
111  69.68338737  018.91595669 3 102
112  69.68348029  018.91550987  69.68353113  018.91535468 3 102
111  69.68361795  018.91531720 3 102
111  69.68444248  018.91531242 3 102
112  69.68448640  018.91531593  69.68450724  018.91532064 3 102
111  69.68452910  018.91533350 3 102
111  69.68739215  018.91724545 3 102
112  69.68761175  018.91777295  69.68769227  018.91819045 3 102
111  69.68764234  018.91866198 3 102
111  69.68750169  018.92039692 3 102
112  69.68746182  018.92059379  69.68742651  018.92070564 3 102
115  69.68729632  018.92095335
120 Linear Feature 33
111  69.68093576  018.91670612 3 102
112  69.68078994  018.91639865  69.68073064  018.91617420 3 102
111  69.68075233  018.91583507 3 102
111  69.68087826  018.91439706 3 102
112  69.68100270  018.91395790  69.68108932  018.91384196 3 102
111  69.68119302  018.91389466 3 102
111  69.68305312  018.91514079 3 102
112  69.68319825  018.91546425  69.68325706  018.91572610 3 102
111  69.68323307  018.91601333 3 102
111  69.68313511  018.91711558 3 102
112  69.68296382  018.91772553  69.68282474  018.91795743 3 102
115  69.68264906  018.91786607
120 Linear Feature 41
111  69.67954245  018.90800865 20
112  69.67954754  018.90807782  69.67955286  018.90809697 20
111  69.67956450  018.90811276 20
111  69.68081332  018.90893810 20
112  69.68087664  018.90893356  69.68090291  018.90891780 20
111  69.68093114  018.90887569 20
111  69.68107896  018.90859445 20
112  69.68114364  018.90851438  69.68118525  018.90849668 20
111  69.68122024  018.90851510 20
115  69.68220259  018.90917298
120 Linear Feature 40
111  69.67716240  018.90797586 20
111  69.67727825  018.90714375 20
112  69.67729991  018.90703798  69.67731277  018.90699780 20
111  69.67732387  018.90697320 20
111  69.67740500  018.90684909 20
112  69.67742899  018.90682795  69.67744075  018.90682244 20
111  69.67745370  018.90683003 20
111  69.67800413  018.90720809 20
112  69.67809564  018.90733983  69.67816538  018.90745556 20
111  69.67817489  018.90750922 20
111  69.67852871  018.90873000 20
112  69.67874518  018.90918529  69.67883225  018.90928353 20
111  69.67898540  018.90933115 20
111  69.67932090  018.90938450 20
112  69.67934757  018.90937143  69.67936179  018.90935882 20
112  69.67937877  018.90932242  69.67937991  018.90932078 20
111  69.67961181  018.90873550 20
112  69.67963142  018.90866727  69.67963615  018.90863891 20
111  69.67963939  018.90859873 20
111  69.67965200  018.90841719 20
112  69.67965075  018.90837227  69.67964695  018.90835312 20
111  69.67964097  018.90834457 20
111  69.67946719  018.90812967 20
112  69.67943854  018.90805921  69.67942759  018.90801718 20
115  69.67943134  018.90796288
120 Linear Feature 38
111  69.68099900  018.91300507 10
111  69.68098560  018.91299743 10
111  69.68098295  018.91303076 10
111  69.68098431  018.91303163 10
112  69.68099492  018.91305996  69.68099345  018.91309246 10
116  69.68098009  018.91306687  69.68098061  018.91304469
120 Linear Feature 37
111  69.68063422  018.91285696 10
111  69.68064170  018.91277625 10
111  69.68063915  018.91277505 10
111  69.68062552  018.91281781 10
111  69.68062529  018.91282084 10
115  69.68064293  018.91283035
120 Linear Feature 36
111  69.68127197  018.90945356 10
115  69.68121801  018.90942052
120 Linear Feature 35
111  69.68128861  018.90924478 10
115  69.68123800  018.90920801
120 Linear Feature 34
111  69.68087574  018.90982778 10
115  69.68083185  018.90980152
120 Linear Feature 33
111  69.68089060  018.90964972 10
115  69.68084263  018.90961620
120 Linear Feature 32
111  69.68024762  018.91059490 30
111  69.68033700  018.90952185 30
111  69.68046795  018.90940264 30
111  69.68049181  018.90916227 30
111  69.68061441  018.90923798 30
111  69.68059644  018.90947561 30
111  69.68069259  018.90975038 30
115  69.68060071  018.91084278
120 Linear Feature 32
111  69.67988815  018.91037131 30
111  69.67997799  018.90927255 30
111  69.68009982  018.90915138 30
111  69.68012368  018.90891101 30
111  69.68024628  018.90898671 30
111  69.68022831  018.90922717 30
111  69.68031762  018.90950829 30
115  69.68023104  018.91058262
120 Linear Feature 32
111  69.67953857  018.91013526 30
111  69.67963112  018.90903735 30
111  69.67974224  018.90892931 30
111  69.67976610  018.90868895 30
111  69.67988869  018.90876465 30
111  69.67987073  018.90900511 30
111  69.67995844  018.90926653 30
115  69.67986989  018.91036159
120 Linear Feature 30
111  69.67873984  018.90995007 10
115  69.67869967  018.90992476
120 Linear Feature 29
111  69.67875742  018.90973929 10
115  69.67870925  018.90970359
120 Linear Feature 28
111  69.67918850  018.91012273 10
115  69.67914278  018.91009603
120 Linear Feature 28
111  69.67832325  018.90926367 10
115  69.67827687  018.90923032
120 Linear Feature 28
111  69.67793846  018.90795182 10
115  69.67789191  018.90792037
120 Linear Feature 28
111  69.67754190  018.90767365 10
115  69.67749536  018.90764220
120 Linear Feature 27
111  69.67916298  018.90989199 10
115  69.67920383  018.90991992
120 Linear Feature 27
111  69.67830853  018.90893757 10
115  69.67834938  018.90896915
120 Linear Feature 27
111  69.67792213  018.90762636 10
115  69.67796313  018.90765627
120 Linear Feature 27
111  69.67752558  018.90734820 10
115  69.67756658  018.90737810
120 Linear Feature 26
111  69.67636381  018.91115100 10
112  69.67636128  018.91066372  69.67633812  018.91041056 10
115  69.67621734  018.91028158
120 Linear Feature 25
111  69.67670281  018.91060760 10
111  69.67621734  018.91028158 10
111  69.67608316  018.91019147 10
112  69.67597755  018.90995297  69.67595372  018.90975502 10
111  69.67599003  018.90958232 10
111  69.67618765  018.90858607 10
112  69.67628227  018.90842764  69.67634808  018.90841620 10
111  69.67639286  018.90855681 10
115  69.67710137  018.91087241
120 Linear Feature 19
111  69.69254150  018.92508352 10
111  69.69302993  018.92540408 10
112  69.69313499  018.92566501  69.69317202  018.92587293 10
112  69.69331307  018.92651375  69.69337482  018.92670017 10
111  69.69345354  018.92671678 10
112  69.69371841  018.92613266  69.69376076  018.92551576 10
111  69.69356176  018.92534742 10
112  69.69339687  018.92534911  69.69333022  018.92540843 10
112  69.69324356  018.92546831  69.69318376  018.92549373 10
115  69.69302993  018.92540408
120 Linear Feature 18
111  69.68757720  018.92083841 10 105
112  69.68760975  018.92141703  69.68766013  018.92171903 10 105
111  69.68777015  018.92182638 10 105
115  69.68833592  018.92220574
120 Linear Feature 17
111  69.68769237  018.91942088 10 105
111  69.68757720  018.92083841 10 105
112  69.68745078  018.92131880  69.68734799  018.92153059 10 105
111  69.68719166  018.92144164 10 105
115  69.68673605  018.92114216
120 Linear Feature 16
111  69.68314926  018.91786117 10 105
112  69.68319139  018.91851337  69.68326083  018.91881687 10 105
111  69.68337789  018.91890743 10 105
115  69.68393435  018.91927303
120 Linear Feature 15
111  69.68326889  018.91646909 10 105
111  69.68314926  018.91786117 10 105
112  69.68300564  018.91840155  69.68289218  018.91859924 10 105
111  69.68273175  018.91848568 10 105
115  69.68229456  018.91819651
120 Linear Feature 14
111  69.68359525  018.91500391 10
112  69.68347890  018.91477001  69.68343557  018.91459187 10
115  69.68344057  018.91441386
120 Linear Feature 12
111  69.68345208  018.91427732 10
112  69.68331917  018.91470807  69.68321309  018.91491394 10
115  69.68310272  018.91485976
120 Linear Feature 11
111  69.68310272  018.91485976 10 101
112  69.68328307  018.91523650  69.68334122  018.91547885 10 101
115  69.68333675  018.91564559
120 Linear Feature 13
