I
1100 Generated by WorldEditor 1.7.0r3

1     76 1 0 ENHD Haugesund Lufthavn Karmoy
1302 city Karmøy
112  59.34322310  005.21669152  59.34322033  005.21669743
112  59.34321455  005.21670894  59.34321162  005.21671465
111  59.34321455  005.21670894
112  59.34321455  005.21670894  59.34320616  005.21672526 1
112  59.34318832  005.21676006  59.34317925  005.21677777
111  59.34318832  005.21676006
112  59.34318832  005.21676006  59.34318679  005.21676305 1
112  59.34318369  005.21676910  59.34318214  005.21677213
111  59.34318369  005.21676910
112  59.34318369  005.21676910  59.34317254  005.21679088
112  59.34314904  005.21683688  59.34313713  005.21686020
111  59.34314904  005.21683688
112  59.34314904  005.21683688  59.34311658  005.21690046 1
112  59.34304725  005.21703689  59.34301270  005.21710497
111  59.34304725  005.21703689
112  59.34304725  005.21703689  59.34293860  005.21725098 1
112  59.34280664  005.21751518  59.34278116  005.21756784
111  59.34280664  005.21751518
112  59.34280664  005.21751518  59.34276723  005.21759663 1
112  59.34271718  005.21778879  59.34270546  005.21789114 1
112  59.34269907  005.21795380  59.34269055  005.21803943 1
112  59.34261067  005.21830260  59.34255423  005.21841957 1
112  59.34217827  005.21919027  59.34214845  005.21925084 1
112  59.34193970  005.21941167  59.34182787  005.21944300 1
112  59.34165001  005.21920072  59.34158398  005.21907749
111  59.34165001  005.21920072
112  59.34165001  005.21920072  59.34161571  005.21913671 1
111  59.34135417  005.21863445
111  59.34132112  005.21857088 1
112  59.34104188  005.21803320  59.34098594  005.21792533
111  59.34104188  005.21803320
112  59.34104188  005.21803320  59.34091408  005.21778675 1
112  59.34104933  005.21685107  59.34124104  005.21646051 1
115  59.34143062  005.21608457
120 Linear Feature 13
112  59.34469754  005.21400352  59.34471605  005.21400806 1
112  59.34474832  005.21398533  59.34476489  005.21396428
111  59.34474832  005.21398533
112  59.34474832  005.21398533  59.34475294  005.21397946
112  59.34476247  005.21396291  59.34476731  005.21395374
111  59.34476247  005.21396291
112  59.34476247  005.21396291  59.34476583  005.21395654 1
112  59.34478435  005.21392039  59.34479510  005.21389933
111  59.34478435  005.21392039
112  59.34478435  005.21392039  59.34482853  005.21383390 1
112  59.34497076  005.21355331  59.34501826  005.21345957
111  59.34497076  005.21355331
112  59.34497076  005.21355331  59.34498810  005.21351909 1
115  59.34499914  005.21349728
120 Linear Feature 12
112  59.34464779  005.21398641  59.34466593  005.21398167 1
112  59.34471549  005.21390578  59.34473303  005.21385424
111  59.34471549  005.21390578
112  59.34471549  005.21390578  59.34471940  005.21389429
112  59.34472475  005.21386717  59.34472690  005.21385290
111  59.34472475  005.21386717
112  59.34472475  005.21386717  59.34472618  005.21385767 1
112  59.34473222  005.21381548  59.34473566  005.21379125
111  59.34473222  005.21381548
112  59.34473222  005.21381548  59.34475039  005.21368758 1
112  59.34481374  005.21323056  59.34483514  005.21307601
111  59.34481374  005.21323056
112  59.34481374  005.21323056  59.34482170  005.21317311 1
115  59.34482681  005.21313610
120 Linear Feature 11
112  59.34450331  005.21404801  59.34451884  005.21402770 1
112  59.34454872  005.21392665  59.34455907  005.21385267
111  59.34454872  005.21392665
112  59.34454872  005.21392665  59.34455015  005.21391646 1
112  59.34455849  005.21385482  59.34456330  005.21381918
111  59.34455849  005.21385482
112  59.34455849  005.21385482  59.34456207  005.21382833
112  59.34457100  005.21376195  59.34457565  005.21372737
111  59.34457100  005.21376195
112  59.34457100  005.21376195  59.34459397  005.21359116 1
111  59.34462590  005.21335265 1
115  59.34463895  005.21325504
120 Linear Feature 10
111  59.34375989  005.21728953 1
115  59.34379978  005.21720958
120 Linear Feature 10
111  59.34402938  005.21674798 1
115  59.34406927  005.21666802
120 Linear Feature 10
111  59.34430015  005.21620307 1
115  59.34434004  005.21612311
120 Linear Feature 10
111  59.34457010  005.21565979 1
115  59.34460999  005.21557984
120 Linear Feature 10
111  59.34462590  005.21335265 1
115  59.34457471  005.21332524
120 Linear Feature 10
111  59.34481374  005.21323056 1
115  59.34476256  005.21320315
120 Linear Feature 10
111  59.34497076  005.21355331 1
115  59.34493806  005.21348964
120 Linear Feature 10
111  59.34521588  005.21423113 1
115  59.34522582  005.21413522
120 Linear Feature 10
111  59.34483525  005.21512395 1
115  59.34487515  005.21504399
120 Linear Feature 8
111  59.34445203  005.21487474 20
111  59.34459804  005.21515794 20
111  59.34475184  005.21517979 20
111  59.34484133  005.21535598 20
111  59.34495227  005.21512970 20
111  59.34486492  005.21495820 20
111  59.34485162  005.21466999 20
115  59.34470820  005.21438388
120 Linear Feature 8
111  59.34418364  005.21541364 20
111  59.34432966  005.21569685 20
111  59.34448345  005.21571869 20
111  59.34457294  005.21589488 20
111  59.34468388  005.21566860 20
111  59.34459653  005.21549710 20
111  59.34458196  005.21521140 20
115  59.34443854  005.21492529
120 Linear Feature 8
111  59.34391142  005.21595756 20
111  59.34405743  005.21624077 20
111  59.34421123  005.21626261 20
111  59.34430072  005.21643880 20
111  59.34441166  005.21621252 20
111  59.34432431  005.21604102 20
111  59.34431101  005.21573276 20
115  59.34416759  005.21544665
120 Linear Feature 8
111  59.34286820  005.21896715 20
111  59.34301421  005.21924409 20
111  59.34318505  005.21925340 20
111  59.34327454  005.21942959 20
111  59.34338548  005.21920331 20
111  59.34329812  005.21903181 20
115  59.34328686  005.21867805
120 Linear Feature 8
111  59.34314085  005.21840111 20
111  59.34328686  005.21867805 20
111  59.34345770  005.21868736 20
111  59.34354719  005.21886355 20
111  59.34365813  005.21863727 20
111  59.34357077  005.21846577 20
111  59.34355961  005.21811783 20
115  59.34341193  005.21783381
120 Linear Feature 8
111  59.34364559  005.21649645 20
111  59.34379160  005.21677966 20
111  59.34394540  005.21680150 20
111  59.34403489  005.21697769 20
111  59.34414583  005.21675141 20
111  59.34405847  005.21657991 20
111  59.34404518  005.21627165 20
115  59.34390176  005.21598554
120 Linear Feature 8
111  59.34336242  005.21707427 20
111  59.34349991  005.21734077 20
111  59.34367394  005.21734591 20
111  59.34376343  005.21752209 20
111  59.34387437  005.21729582 20
111  59.34378702  005.21712432 20
111  59.34377372  005.21681606 20
115  59.34363030  005.21652995
120 Linear Feature 3
112  59.34229751  005.21488518  59.34241867  005.21476788 3 102
112  59.34258347  005.21494034  59.34263453  005.21502247 3 102
112  59.34288357  005.21542488  59.34291604  005.21548059 3 102
112  59.34308483  005.21586409  59.34314005  005.21603552 3 102
112  59.34314577  005.21637419  59.34311806  005.21655538 3 102
112  59.34294659  005.21694742  59.34289482  005.21704751 3 102
112  59.34269809  005.21744107  59.34266671  005.21750292 3 102
112  59.34260261  005.21781368  59.34259226  005.21791598 3 102
112  59.34249099  005.21824753  59.34243891  005.21835825 3 102
112  59.34221101  005.21882328  59.34218449  005.21887150 3 102
112  59.34205385  005.21904878  59.34201122  005.21908855 3 102
112  59.34174798  005.21900397  59.34164113  005.21883355 3 102
