I
1100 Generated by WorldEditor 1.7.21r1

1     23 1 0 ESNU Umea
1302 city Umeå
111  63.78854786  020.29458318
113  63.78857735  020.29466632
110 2 0.00 0.0000 New Taxiway 5
111  63.78997287  020.29390559
111  63.79002095  020.29404038
111  63.79010738  020.29384079
113  63.79005930  020.29371767
130 Airport Boundary 9
111  63.78124447  020.29724856
111  63.78215956  020.30042812
111  63.78140558  020.30270340
111  63.78179868  020.30312637
111  63.78508526  020.30312663
111  63.79085499  020.29486315
111  63.79213783  020.29489339
111  63.79435606  020.29114271
111  63.79549153  020.28714128
111  63.79830330  020.28096369
111  63.79724541  020.27909361
111  63.79870233  020.27585729
111  63.79975094  020.27507978
111  63.80027061  020.27388200
111  63.80026133  020.27001543
111  63.80066036  020.26680028
111  63.79919416  020.26425758
111  63.79850745  020.26564451
111  63.79738460  020.26398440
111  63.79503682  020.27114998
111  63.79480483  020.27249474
111  63.78760374  020.28665448
111  63.78710263  020.28552019
111  63.78474557  020.28993122
111  63.78389183  020.28757881
113  63.78288962  020.28957416
120 Linear Feature 43
111  63.79357997  020.28566150 1
112  63.79382099  020.28630693  63.79383923  020.28637759
111  63.79382099  020.28630693
112  63.79382099  020.28630693  63.79386996  020.28642868 1
115  63.79389864  020.28689934
120 Linear Feature 25
111  63.79452106  020.27806611 3 102
112  63.79486813  020.27826817  63.79501904  020.27860402
111  63.79486813  020.27826817
112  63.79486813  020.27826817  63.79494705  020.27843904 3 102
112  63.79541262  020.27965397  63.79567512  020.28032278
111  63.79541262  020.27965397
112  63.79541262  020.27965397  63.79564068  020.28023503 3 102
112  63.79585500  020.28078629  63.79585597  020.28079287
111  63.79585500  020.28078629
112  63.79585500  020.28078629  63.79594243  020.28142974 3 102
111  63.79588102  020.28159143 3 102
111  63.79575747  020.28185745 3 102
115  63.79569224  020.28211259
120 Linear Feature 27
111  63.79541262  020.27965397 4 103
115  63.79553254  020.27941999
120 Linear Feature 20
111  63.79665308  020.28074163 1
111  63.79664568  020.28075846 1
115  63.79663888  020.28077401
120 Linear Feature 24
111  63.79674298  020.27946448 3
112  63.79636664  020.28021957  63.79634280  020.28027072
111  63.79636664  020.28021957
112  63.79636664  020.28021957  63.79617340  020.28067141 3 102
112  63.79588645  020.28030917  63.79588645  020.28030510
111  63.79588645  020.28030917
112  63.79588645  020.28030917  63.79588645  020.28030741 3 102
112  63.79553254  020.27941999  63.79534231  020.27894073
111  63.79553254  020.27941999
112  63.79553254  020.27941999  63.79528388  020.27879352 3 102
112  63.79495675  020.27792500  63.79492365  020.27780445
111  63.79495675  020.27792500
112  63.79495675  020.27792500  63.79487183  020.27752946 3 102
115  63.79494158  020.27724084
120 Linear Feature 23
111  63.79594646  020.28165199 1
111  63.79595397  020.28170367 1
115  63.79596239  020.28176162
120 Linear Feature 26
111  63.79641309  020.28129633 1
115  63.79620248  020.28146462
120 Linear Feature 22
111  63.79620248  020.28146462 1
115  63.79598759  020.28167476
120 Linear Feature 21
111  63.79585271  020.28051795 1
111  63.79620248  020.28146462 1
112  63.79609666  020.28164836  63.79605024  020.28170235 1
111  63.79598759  020.28167476 1
115  63.79595397  020.28170367
120 Linear Feature 19
111  63.79651769  020.28042313 1
115  63.79664568  020.28075846
120 Linear Feature 18
111  63.79656633  020.28064647 1
115  63.79655140  020.28068119
120 Linear Feature 17
111  63.79657663  020.28003570 1
112  63.79649456  020.28010666  63.79646075  020.28018323 1
111  63.79644811  020.28029816 1
112  63.79645767  020.28040590  63.79646870  020.28043023 1
115  63.79675796  020.28118754
120 Linear Feature 16
111  63.79657517  020.27995810 1
115  63.79660930  020.28004033
120 Linear Feature 15
111  63.79697786  020.28052429 1
111  63.79695747  020.28056378 1
115  63.79693732  020.28060195
120 Linear Feature 14
111  63.79478763  020.27778573 1 101
112  63.79585424  020.28051664  63.79586174  020.28051946
111  63.79585424  020.28051664
112  63.79585424  020.28051664  63.79610278  020.28095786 1 101
111  63.79635382  020.28049071 1 101
111  63.79644811  020.28029816 1 101
111  63.79657663  020.28003570 1 101
111  63.79665001  020.27988584 1
112  63.79676683  020.27997242  63.79679845  020.28006790
111  63.79676683  020.27997242
112  63.79676683  020.27997242  63.79679845  020.28003948 1
111  63.79680559  020.28017942 1
115  63.79695747  020.28056378
120 Linear Feature 13
111  63.79478763  020.27778573 1 101
112  63.79434063  020.27773240  63.79413420  020.27809182
111  63.79434063  020.27773240
112  63.79434063  020.27773240  63.79427211  020.27787970 1 101
115  63.79393732  020.27855729
120 Linear Feature 12
111  63.79523224  020.27595884 1 101
112  63.79482546  020.27677393  63.79476301  020.27690356
111  63.79482546  020.27677393
112  63.79482546  020.27677393  63.79464159  020.27715889 1 101
115  63.79478763  020.27778573
120 Linear Feature 42
111  63.79359257  020.28701421 1
115  63.79367119  020.28692136
120 Linear Feature 41
111  63.79360448  020.28711905 1
115  63.79368050  020.28701439
120 Linear Feature 40
112  63.79362617  020.28568974  63.79362716  020.28568974 1
112  63.79369208  020.28619183  63.79365807  020.28647549
111  63.79369208  020.28619183
112  63.79369208  020.28619183  63.79366968  020.28636653 1
111  63.79362638  020.28647361 1
111  63.79367119  020.28692136 1
115  63.79368050  020.28701439
120 Linear Feature 39
111  63.79353981  020.28567249 1
112  63.79357997  020.28566150  63.79360087  020.28566041
111  63.79357997  020.28566150
112  63.79357997  020.28566150  63.79359784  020.28566057 1
112  63.79362617  020.28568974  63.79363543  020.28571340
111  63.79362617  020.28568974
112  63.79362617  020.28568974  63.79364626  020.28574108 1
116  63.79397579  020.28674394  63.79402591  020.28718749
120 Linear Feature 38
111  63.79406259  020.28622861 1
115  63.79401036  020.28625377
120 Linear Feature 37
111  63.79169470  020.28425883 1 101
111  63.79241203  020.28610302 1 101
112  63.79262219  020.28661021  63.79275264  020.28690235
111  63.79262219  020.28661021
112  63.79262219  020.28661021  63.79281142  020.28695104 1 101
111  63.79303688  020.28651646 1
111  63.79353981  020.28567249 1
112  63.79380081  020.28547623  63.79390047  020.28541361
111  63.79380081  020.28547623
112  63.79380081  020.28547623  63.79390220  020.28543448 1
111  63.79398181  020.28571036 1 101
115  63.79403796  020.28624055
120 Linear Feature 36
111  63.79169470  020.28425883 1 101
112  63.79114223  020.28416915  63.79086866  020.28461544
111  63.79114223  020.28416915
112  63.79114223  020.28416915  63.79113776  020.28417308 1 101
115  63.79061792  020.28520765
120 Linear Feature 35
111  63.79224075  020.28196107 1 101
112  63.79173647  020.28297226  63.79165882  020.28311291
111  63.79173647  020.28297226
112  63.79173647  020.28297226  63.79148441  020.28353217 1 101
115  63.79169470  020.28425883
120 Linear Feature 46
111  63.79143972  020.28423503 3 102
112  63.79162887  020.28445856  63.79172536  020.28466835 3 102
111  63.79188213  020.28508940 3 102
112  63.79229124  020.28627717  63.79232767  020.28646415
111  63.79229124  020.28627717
112  63.79229124  020.28627717  63.79239083  020.28673877 3 102
112  63.79220244  020.28735922  63.79210310  020.28771019
111  63.79220244  020.28735922
112  63.79220244  020.28735922  63.79201767  020.28786846 3 102
112  63.79134749  020.28961442  63.79123395  020.28982475 3 102
111  63.79100344  020.29031162 3 102
115  63.79149082  020.29157402
120 Linear Feature 45
111  63.79441237  020.28466235 3 102
111  63.79420643  020.28413861 3 102
111  63.79339485  020.28570088 3 102
111  63.79304055  020.28624622 3 102
112  63.79266303  020.28636755  63.79254025  020.28612147 3 102
112  63.79177265  020.28410148  63.79172678  020.28396191 3 102
115  63.79171745  020.28368731
120 Linear Feature 44
111  63.79188213  020.28508940 4 103
115  63.79203537  020.28476981
120 Linear Feature 52
111  63.79206599  020.28998155 1
115  63.79213927  020.28989702
120 Linear Feature 51
111  63.79207774  020.29008956 1
115  63.79214640  020.28998419
120 Linear Feature 49
111  63.79199228  020.28831667 1
115  63.79214640  020.28998419
120 Linear Feature 50
111  63.79243599  020.28709875 1
111  63.79261392  020.28882841 1
115  63.79262123  020.28889947
120 Linear Feature 48
111  63.79169124  020.28909244 1
112  63.79176250  020.28958714  63.79184131  020.28978750
111  63.79176250  020.28958714
112  63.79176250  020.28958714  63.79194777  020.28998474 1
115  63.79214952  020.28973691
120 Linear Feature 54
111  63.79157008  020.29102468 1
115  63.79164921  020.29095177
120 Linear Feature 53
111  63.79157077  020.29114051 1
115  63.79164934  020.29103397
120 Linear Feature 47
111  63.79241203  020.28610302 1 101
112  63.79243599  020.28709875  63.79232566  020.28759077
111  63.79243599  020.28709875
112  63.79243599  020.28709875  63.79242688  020.28712514 1
111  63.79199228  020.28831667 1
111  63.79169124  020.28909244 1
111  63.79151205  020.28954685 1
112  63.79155173  020.28978357  63.79158423  020.28994010 1
111  63.79163331  020.28996220 1
115  63.79164934  020.29103397
120 Linear Feature 55
111  63.79151067  020.29162319 30
111  63.79185909  020.29096500 30
111  63.79186706  020.29047586 30
111  63.79213285  020.29043303 30
111  63.79244544  020.28976356 30
111  63.79245141  020.28959224 30
111  63.79279586  020.28892276 30
111  63.79281278  020.28849221 30
111  63.79303975  020.28863197 30
111  63.79335831  020.28803010 30
111  63.79336827  020.28748909 30
111  63.79349370  020.28773254 30
111  63.79428389  020.28613361 30
111  63.79430300  020.28616878 30
111  63.79452522  020.28573300 30
115  63.79456670  020.28583997
120 Linear Feature 1
111  63.78800593  020.29110451 1 101
112  63.78844263  020.29223636  63.78852064  020.29245571
111  63.78844263  020.29223636
112  63.78844263  020.29223636  63.78847790  020.29231292 1 101
112  63.78863434  020.29317507  63.78870293  020.29363599
111  63.78863434  020.29317507
112  63.78863434  020.29317507  63.78863440  020.29317553 1 101
112  63.78891424  020.29480177  63.78894003  020.29490686 1 101
111  63.78901398  020.29481092 1 101
115  63.78912669  020.29463725
120 Linear Feature 2
112  63.78807173  020.29096600  63.78806713  020.29097294 20
111  63.78807036  020.29104998 20
115  63.78850915  020.29213526
120 Linear Feature 7
111  63.78864121  020.29340471 4
115  63.78870311  020.29334116
120 Linear Feature 6
111  63.78860990  020.29322891 4
115  63.78867373  020.29316728
120 Linear Feature 14
112  63.79310850  020.28810767  63.79310850  020.28810917 1
115  63.79318635  020.28800190
120 Linear Feature 13
111  63.79310134  020.28799817 1
115  63.79317641  020.28791039
120 Linear Feature 12
111  63.79303688  020.28651646 1
112  63.79315029  020.28676784  63.79316038  020.28704961
111  63.79315029  020.28676784
112  63.79315029  020.28676784  63.79316401  020.28699365 1
112  63.79309912  020.28710255  63.79309066  020.28711547
111  63.79309912  020.28710255
112  63.79309912  020.28710255  63.79309267  020.28711440 1
115  63.79318590  020.28800150
120 Linear Feature 16
111  63.79253419  020.28892105 1
115  63.79261392  020.28882841
120 Linear Feature 15
111  63.79254331  020.28902251 1
115  63.79262123  020.28889947
21  63.78559325  020.29390512 2 318.4900 3.00 PAPI-4L RWY32
21  63.79637586  020.27501534 2 138.4900 3.00 PAPI-4L RWY14
20  63.78879396  020.29318925 253.2700 0 2 {@R}32-14{@L}D{@@}D
20  63.78853062  020.29342439 248.4300 0 2 {@L}D{@R}32-14
20  63.78880903  020.28981597 141.3400 0 2 {@Y,^l}D
20  63.78753935  020.29236621 319.3200 0 2 {@Y}D{^r}
20  63.79213288  020.28459638 229.2500 0 2 {@R}14-32{@L}C
20  63.79179633  020.28526725 232.6800 0 2 {@L}C{@R}14-32
20  63.79091257  020.28561889 319.4900 0 2 {@Y}C{^r}
20  63.79561689  020.27925381 233.0600 0 2 {@R}14-32{@L}B
20  63.79532056  020.27984233 232.9800 0 2 {@L}B{@R}14-32
20  63.79520986  020.27706004 144.7000 0 2 {@Y,^l}B
1300  63.79666280  020.28093854  49.17 gate jets|turboprops|props Cargo Ramp 2
1301 C cargo 
1300  63.79664499  020.28075710  49.36 gate turboprops|props Cargo Ramp 2B
1301 B cargo 
1300  63.79695720  020.28056398  48.24 gate jets|turboprops|props Cargo Ramp 1
1301 C cargo 
1300  63.79595019  020.28170486 164.65 gate turboprops|props Cargo Ramp 3
1301 B cargo 
1300  63.78943724  020.29515874 229.47 hangar turboprops|props GA Hangar 3
1301 A none 
1300  63.78962077  020.29451211 226.63 tie_down turboprops|props GA Hangar 2
1301 A general_aviation 
1300  63.78999155  020.29380233 -136.38 tie_down turboprops|props GA Hangar 1
1301 A general_aviation 
1300  63.79403776  020.28623809  75.96 gate jets|turboprops Gate 1
1301 C airline 
1300  63.79164970  020.29100415  87.18 gate jets|turboprops Gate 6
1301 C airline 
1300  63.79213408  020.28975427 -14.25 gate jets|turboprops Gate 5C
1301 B airline 
1300  63.79214313  020.28994134  78.22 gate jets|turboprops Gate 5D
1301 C airline 
1300  63.79262031  020.28888747  76.84 gate jets|turboprops Gate 4
1301 C airline 
1300  63.79318544  020.28799412  74.95 gate jets|turboprops Gate 3
1301 C airline 
1300  63.79367697  020.28697934  77.18 gate jets|turboprops Gate 2
1301 C airline 
1300  63.78914844  020.29400772 142.15 tie_down turboprops|props GA Fuel Ramp
1301 B general_aviation 
19  63.78961822  020.29107547 0 New Windsock 44
19  63.79291642  020.27659833 0 New Windsock 45
54 11980 TWR
51 11807 Club RDO
1000 Wind calm
1001 ESNU 000 360 2
1002 ESNU 0
1003 ESNU 0.0
1101 14 left
1100 14  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 14
1000 North-Western Winds
1001 ESNU 050 230 35
1002 ESNU 0
1003 ESNU 0.0
1101 14 left
1100 14  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 14
1000 South Eastern Winds
1001 ESNU 230 050 35
1002 ESNu 0
1003 ESNu 0.0
1101 32 left
1100 32  13300 arrivals|departures jets|turboprops|props|helos 000000 000000 Arr,Dep Rwy 32
1200 
1201  63.78913174  020.29462772 both 0 D_stop
1201  63.78896863  020.29484509 both 1 D_stop
1201  63.78892581  020.29486315 both 2 D_stop
1201  63.78866836  020.29338082 both 3 D_stop
1201  63.78848482  020.29238415 both 4 D_stop
1201  63.78784285  020.29074712 both 5 D_start
1201  63.79169299  020.28425676 both 6 C_stop
1201  63.79195291  020.28492275 both 7 C_start
1201  63.79622321  020.28065498 both 8 _stop
1201  63.79608621  020.28113974 both 9 _stop
1201  63.79586143  020.28052893 both 10 _stop
1201  63.78307047  020.30031358 both 11 _stop
1201  63.79854122  020.26930574 both 12 _start
1201  63.79481043  020.27677040 both 13 _start
1201  63.79155476  020.28322482 both 14 _start
1201  63.79126500  020.28389960 both 15 _start
1201  63.79434221  020.27770805 both 16 _stop
1201  63.79478763  020.27778573 both 17 _stop
1201  63.79546753  020.27953077 both 18 _start
1201  63.79353592  020.28565094 both 19 C_stop
1201  63.79304014  020.28651179 both 20 C_stop
1201  63.79270876  020.28674446 both 21 C_stop
1201  63.79151169  020.28953050 both 22 C_stop
1201  63.79242876  020.28710509 both 23 C_stop
1201  63.79242362  020.28605812 both 24 C_stop
1202 1 0 twoway taxiway_B D
1202 2 1 twoway taxiway_B D
1202 3 2 twoway taxiway_B D
1202 4 3 twoway taxiway_B D
1204 departure 14,32
1204 arrival 14,32
1202 5 4 twoway taxiway_B D
1204 departure 14,32
1204 arrival 14,32
1202 6 14 twoway taxiway_D C
1204 departure 14,32
1204 arrival 14,32
1202 6 15 twoway taxiway_D C
1204 departure 14,32
1204 arrival 14,32
1202 7 6 twoway taxiway_D C
1204 departure 14,32
1204 arrival 14,32
1202 10 8 twoway taxiway_D B
1202 10 9 twoway taxiway_D B
1202 18 10 twoway taxiway_D B
1202 12 13 twoway runway 14/32
